Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
49,Non-binary,PhD,Married,24507.0,676.0,,Auto,Self-employed,5,Good,0.5619082917158309,131303.0,2.0,East Seanmouth,ND,Pakistan,1.0,2,Low
36,Female,PhD,Widowed,52548.0,766.0,8458.0,Auto,Employed,11,Fair,0.24051325230185536,62171.0,1.0,Simsfurt,WI,Falkland Islands (Malvinas),3.0,1,Low
40,Non-binary,Bachelor's,Widowed,48287.0,610.0,25909.0,Home,Unemployed,10,Excellent,0.2260109873620839,119245.0,1.0,Stephanieland,AZ,Hong Kong,,2,Low
45,Female,High School,Divorced,,798.0,43226.0,Business,Unemployed,4,Excellent,0.5065758958960225,251522.0,0.0,New Angelabury,VT,Faroe Islands,2.0,0,Low
64,Male,PhD,Married,93471.0,784.0,23013.0,Auto,Employed,8,Good,0.21185902107010937,171215.0,2.0,North Christinestad,SD,Greenland,,1,Low
56,Non-binary,High School,Divorced,36600.0,724.0,26718.0,Business,Unemployed,17,Excellent,0.1792159037823923,34116.0,4.0,Henrystad,PR,Libyan Arab Jamahiriya,4.0,0,Low
37,Female,Master's,Widowed,117778.0,,27540.0,Home,Unemployed,14,Poor,0.4780878874572154,254284.0,,Lake Ryan,IN,Cook Islands,1.0,0,Medium
55,Male,Bachelor's,Widowed,91114.0,,,Auto,Self-employed,12,Poor,0.28070910685823003,235918.0,0.0,Hermanview,NC,Chile,1.0,2,High
58,Male,Bachelor's,Widowed,24383.0,697.0,40312.0,Business,Employed,15,Fair,0.598183539523639,,3.0,Velezfurt,OK,Heard Island and McDonald Islands,1.0,2,Low
46,Male,PhD,Married,37986.0,741.0,5217.0,Personal,Unemployed,11,Excellent,0.24326904035619443,24766.0,4.0,North Stephanie,LA,Saint Lucia,2.0,2,Medium
66,Male,PhD,Married,100520.0,722.0,23612.0,Business,Self-employed,12,Good,0.31123327815039215,188023.0,0.0,Susanland,AR,Jersey,,2,Low
27,Female,Bachelor's,Single,55423.0,785.0,10956.0,Personal,Employed,7,Fair,0.336585399635146,73141.0,4.0,Port Lindseyfort,MO,Saint Kitts and Nevis,1.0,1,Medium
68,Non-binary,High School,Widowed,107151.0,754.0,39626.0,Business,Employed,13,Fair,0.30206620135885154,147103.0,1.0,South Aprilbury,TX,Equatorial Guinea,2.0,2,Low
54,Male,High School,Married,23794.0,754.0,42272.0,Personal,Unemployed,5,Good,0.534887509417937,273159.0,4.0,Mannmouth,MT,Angola,3.0,2,High
25,Male,Bachelor's,Single,107852.0,729.0,31976.0,Auto,Unemployed,13,Excellent,0.269008413623276,35531.0,2.0,West Ryan,IL,Vietnam,,2,Medium
21,Female,Master's,Married,38047.0,752.0,40762.0,Home,Unemployed,4,Poor,0.34395259028638503,233376.0,,Aaronstad,NJ,Slovenia,2.0,0,Low
67,Female,High School,Single,,679.0,5317.0,Auto,Unemployed,12,Poor,0.35200247976276056,202102.0,4.0,Jonathanmouth,DE,Guinea-Bissau,4.0,0,Medium
50,Female,Bachelor's,Divorced,43324.0,725.0,16412.0,Business,Self-employed,0,Fair,0.30551259552006294,201283.0,,Wardhaven,ND,Tuvalu,2.0,1,Low
44,Non-binary,PhD,Widowed,,794.0,36521.0,Personal,Self-employed,2,Fair,0.4186257253958168,122318.0,2.0,East Martin,IL,Algeria,2.0,0,Low
22,Female,PhD,Divorced,64649.0,,38312.0,Personal,Self-employed,0,Good,0.45916423158285946,114375.0,0.0,Desireeville,AS,Niue,0.0,2,Medium
39,Male,High School,Single,20530.0,,26736.0,Auto,Unemployed,11,Good,0.24066093423546983,137469.0,4.0,Austinmouth,GU,Congo,2.0,1,Medium
63,Male,Bachelor's,Divorced,117980.0,750.0,34913.0,Auto,Employed,14,Fair,0.31971398976598686,79180.0,4.0,Higginsport,IN,Myanmar,4.0,0,Medium
19,Male,PhD,Married,105783.0,649.0,34842.0,Home,Unemployed,14,Excellent,0.17893033032369363,169091.0,4.0,North Lisa,PW,Serbia,3.0,0,High
54,Non-binary,PhD,Widowed,108291.0,708.0,,Personal,Self-employed,2,Good,0.26983656490613106,155916.0,2.0,New Brandonland,OK,Swaziland,,2,Medium
66,Male,Bachelor's,Divorced,79893.0,641.0,8341.0,Personal,Employed,5,Excellent,0.18669613995344989,213287.0,4.0,Amberfort,VI,Oman,4.0,0,Medium
66,Non-binary,Bachelor's,Divorced,21299.0,621.0,14131.0,Personal,Self-employed,17,Good,0.49520868499738513,272640.0,2.0,Karenborough,AL,Niger,2.0,0,Low
45,Non-binary,Master's,Divorced,37829.0,618.0,29082.0,Personal,Employed,1,Good,0.15612767393339802,44527.0,,Meaganton,WA,Iran,4.0,2,Low
20,Male,PhD,Single,,643.0,47450.0,Auto,Employed,1,Excellent,0.5578945747491507,121853.0,2.0,Lake Christina,NY,Belize,,0,Low
65,Male,Bachelor's,Divorced,82713.0,658.0,15995.0,Home,Employed,2,Excellent,0.3335558835277427,77072.0,2.0,Erinchester,NJ,Andorra,1.0,2,Low
59,Male,High School,Divorced,37373.0,743.0,12455.0,Home,Employed,9,Poor,0.3037330683816044,166261.0,2.0,Lake Kelsey,AL,Chile,1.0,1,Low
51,Male,Master's,Widowed,53921.0,787.0,36488.0,Personal,Unemployed,3,Good,0.5511114058517802,,4.0,Williamsfurt,SC,Seychelles,3.0,1,Medium
48,Non-binary,High School,Married,,647.0,49953.0,Home,Self-employed,15,Excellent,0.17412671016670453,147097.0,2.0,South Stephanie,IL,Namibia,3.0,2,Medium
47,Male,High School,Divorced,52577.0,625.0,33975.0,Home,Employed,7,Poor,0.25784038325147507,190682.0,2.0,Port Randalltown,VA,Korea,2.0,0,Low
38,Non-binary,Master's,Single,52903.0,736.0,37009.0,Personal,Unemployed,19,Good,0.47293903087801403,291166.0,2.0,West Carla,TX,Portugal,0.0,0,Medium
42,Male,High School,Single,91859.0,604.0,35264.0,Home,Self-employed,0,Poor,0.10975853163123342,,2.0,Campbellborough,VT,San Marino,2.0,0,Medium
39,Female,Bachelor's,Widowed,36489.0,609.0,7961.0,Auto,Self-employed,9,Excellent,0.5914164314844833,181869.0,2.0,South Lisa,ID,Mayotte,4.0,2,Low
41,Female,High School,Single,,,13475.0,Home,Employed,4,Fair,0.5341071298866911,,1.0,East Wayneberg,TX,Myanmar,4.0,2,Medium
26,Female,PhD,Married,77589.0,,10887.0,Personal,Employed,14,Poor,0.4126949068686172,41745.0,2.0,East Richard,MI,Aruba,,2,Low
44,Male,Bachelor's,Single,102757.0,,19965.0,Personal,Unemployed,7,Excellent,0.5678627508067463,81592.0,2.0,New Jonathonfort,WV,Saint Pierre and Miquelon,4.0,1,Medium
34,Male,High School,Widowed,104879.0,711.0,,Personal,Self-employed,8,Good,0.4889242579456796,271964.0,0.0,West Jeff,MN,Latvia,1.0,2,Medium
53,Male,Bachelor's,Married,32328.0,688.0,24731.0,Home,Self-employed,15,Fair,0.5880016532985659,294239.0,1.0,Noahfort,AL,Aruba,,0,Low
34,Male,Master's,Widowed,119430.0,690.0,14595.0,Auto,Employed,1,Good,0.22720463002024868,,0.0,Joshuastad,AR,France,3.0,1,Low
23,Male,High School,Married,83853.0,712.0,11358.0,Business,Employed,7,Good,0.5871845353205143,166988.0,3.0,Lake Vincent,PR,Luxembourg,2.0,1,Low
47,Male,PhD,Widowed,,616.0,,Auto,Unemployed,14,Fair,0.32181621929841475,208969.0,3.0,South Justinburgh,MO,Austria,3.0,2,Low
25,Non-binary,Bachelor's,Married,33727.0,622.0,33180.0,Personal,Self-employed,6,Fair,0.3540356880253991,233379.0,,Nguyenland,TX,Iceland,1.0,1,Low
41,Non-binary,PhD,Widowed,56660.0,671.0,46052.0,Business,Self-employed,8,Good,0.1720780552431375,87601.0,1.0,Cunninghammouth,MT,Singapore,,2,Low
66,Male,PhD,Single,111951.0,706.0,12827.0,Auto,Self-employed,19,Excellent,0.2042796649428311,,2.0,Reevesshire,SC,Jersey,3.0,0,Low
66,Female,PhD,Married,88993.0,705.0,36158.0,Personal,Unemployed,16,Fair,0.16903070984168014,157492.0,,Nicholastown,MH,Nauru,2.0,0,Low
23,Male,Bachelor's,Married,,701.0,7697.0,Home,Unemployed,7,Good,0.127195429444555,,4.0,Johnnyfort,KY,Senegal,3.0,0,Low
38,Non-binary,PhD,Married,104614.0,648.0,40992.0,Home,Unemployed,2,Fair,0.3213510190971316,166986.0,3.0,New Shawnborough,HI,Guatemala,3.0,1,High
32,Male,Master's,Married,99211.0,631.0,44886.0,Personal,Unemployed,3,Fair,0.2213203159261484,123213.0,1.0,New Dylan,SD,Rwanda,4.0,1,High
57,Non-binary,Master's,Divorced,,692.0,35771.0,Home,Employed,1,Good,0.5764169666313783,149782.0,0.0,Leefurt,HI,Cocos (Keeling) Islands,2.0,2,Low
58,Non-binary,High School,Divorced,82583.0,768.0,30366.0,Home,Self-employed,9,Poor,0.5762556025695863,119096.0,2.0,Lake Andrewmouth,PR,Algeria,4.0,0,Low
51,Non-binary,High School,Single,98539.0,746.0,,Auto,Employed,18,Excellent,0.2553595935656072,173544.0,,Guerrachester,AK,Christmas Island,1.0,2,Medium
18,Male,Master's,Widowed,84162.0,606.0,5015.0,Business,Self-employed,17,Poor,0.3890696709800946,275773.0,1.0,Amandamouth,KS,Cambodia,1.0,2,Low
61,Female,Bachelor's,Single,25702.0,650.0,31654.0,Auto,Employed,15,Excellent,0.16125074516763307,149488.0,0.0,South Jessicafurt,WA,Christmas Island,1.0,2,Low
21,Female,Bachelor's,Single,23582.0,736.0,19309.0,Personal,Unemployed,2,Good,0.46417234912862815,229415.0,4.0,West Jennifer,OK,Romania,3.0,2,Low
69,Female,Master's,Divorced,49018.0,783.0,,Business,Self-employed,7,Poor,0.4042833731293287,295856.0,3.0,East Mark,TN,Chad,2.0,1,Medium
25,Non-binary,PhD,Divorced,,638.0,20685.0,Personal,Employed,16,Good,0.32688168980741283,213838.0,3.0,New Michealhaven,WV,Canada,1.0,0,Low
45,Female,PhD,Widowed,33515.0,,7845.0,Personal,Unemployed,14,Excellent,0.1308646092480457,273937.0,0.0,North Karen,NE,Gabon,3.0,0,Low
27,Male,Master's,Single,114452.0,668.0,36683.0,Auto,Self-employed,2,Poor,0.3826329351968568,191602.0,4.0,Herrerastad,WA,French Guiana,0.0,2,Low
67,Male,Bachelor's,Married,,,37439.0,Home,Unemployed,17,Fair,0.46853369420304947,36027.0,3.0,Port Joelborough,VT,Japan,4.0,1,High
36,Male,Master's,Married,35782.0,735.0,5371.0,Business,Employed,10,Good,0.40684691866295997,172202.0,,South Matthewstad,IL,Vietnam,,1,Low
33,Male,Bachelor's,Single,22170.0,686.0,44357.0,Personal,Self-employed,18,Good,0.34118846801030733,87943.0,4.0,South Justinshire,ID,Martinique,0.0,0,High
38,Male,PhD,Divorced,54563.0,698.0,32788.0,Business,Self-employed,19,Poor,0.11103756766430298,240903.0,1.0,Holmesville,SD,El Salvador,,0,Medium
64,Female,Bachelor's,Single,25156.0,667.0,14519.0,Home,Employed,6,Fair,0.5854983851082063,,0.0,Zacharystad,TX,Sri Lanka,2.0,0,Medium
56,Non-binary,Master's,Married,35299.0,625.0,24860.0,Home,Employed,7,Poor,0.5744043630197596,229939.0,3.0,Lake Stephanieborough,OR,Oman,0.0,1,Low
41,Non-binary,Bachelor's,Divorced,,700.0,28992.0,Home,Employed,16,Fair,0.5616110075837112,273625.0,1.0,Chadchester,OH,Denmark,0.0,2,Medium
57,Female,High School,Divorced,59015.0,774.0,36334.0,Personal,Unemployed,16,Excellent,0.2637248161595017,50529.0,3.0,Walkermouth,PW,Singapore,0.0,2,Low
31,Male,PhD,Divorced,31480.0,721.0,45906.0,Auto,Unemployed,10,Fair,0.5687422830938307,107560.0,,Port Elizabethtown,WV,Czech Republic,2.0,0,Low
48,Non-binary,Bachelor's,Single,66815.0,662.0,44872.0,Personal,Employed,13,Poor,0.39350187783105894,95401.0,2.0,Schroedertown,ND,Saint Barthelemy,,0,Low
53,Male,Master's,Widowed,101738.0,744.0,,Personal,Unemployed,16,Good,0.44309662577368725,288445.0,,Pattersonfort,VI,Montserrat,,0,Low
37,Non-binary,PhD,Single,74337.0,630.0,17919.0,Auto,Employed,5,Fair,0.5208137639095065,219321.0,4.0,Lindsaymouth,OK,Turkey,0.0,1,Low
21,Non-binary,Master's,Married,90687.0,782.0,,Auto,Self-employed,13,Good,0.3147617570320319,271803.0,,Donnatown,DC,Ecuador,4.0,1,Low
57,Female,High School,Married,,788.0,5082.0,Auto,Self-employed,12,Excellent,0.26740523941791483,136453.0,0.0,Bowenport,LA,Dominica,3.0,2,Low
23,Non-binary,Bachelor's,Divorced,47684.0,742.0,42901.0,Home,Employed,16,Fair,0.27760870782544855,78032.0,4.0,Brownfurt,IL,Portugal,3.0,2,Low
47,Male,Bachelor's,Married,111352.0,688.0,15044.0,Auto,Self-employed,3,Excellent,0.29015095489486775,283782.0,2.0,Thomaschester,ME,Sierra Leone,2.0,1,Low
48,Male,PhD,Widowed,106151.0,626.0,34164.0,Auto,Unemployed,10,Good,0.5997095382265867,22135.0,0.0,South Renee,SC,Kenya,2.0,2,Low
48,Male,PhD,Widowed,,630.0,,Business,Employed,13,Good,0.3417811930629855,247734.0,2.0,Carsonmouth,MP,Ireland,0.0,0,Low
18,Male,High School,Widowed,,620.0,,Business,Self-employed,13,Good,0.3581325948861831,,1.0,Lake Kevinhaven,PW,North Macedonia,,0,Medium
24,Female,Bachelor's,Widowed,102488.0,643.0,19631.0,Personal,Self-employed,9,Fair,0.26931574775340617,210453.0,,East April,RI,Equatorial Guinea,2.0,0,Low
24,Male,Bachelor's,Married,94667.0,768.0,26118.0,Home,Self-employed,13,Good,0.42626803212971065,104282.0,1.0,Vanessaton,HI,Papua New Guinea,2.0,0,Low
49,Female,High School,Divorced,49870.0,625.0,29285.0,Home,Self-employed,7,Poor,0.11020977501514975,187903.0,2.0,Wattsview,CT,Moldova,4.0,0,Low
63,Female,Bachelor's,Married,113526.0,621.0,32419.0,Business,Self-employed,10,Poor,0.5782913375614306,86539.0,,Port Heatherport,MA,Sudan,2.0,2,Low
39,Non-binary,Master's,Married,117031.0,650.0,5301.0,Personal,Self-employed,15,Poor,0.510807684767725,157142.0,0.0,Lake Anthony,FM,Bosnia and Herzegovina,,1,Low
54,Female,Bachelor's,Married,74240.0,633.0,11854.0,Business,Unemployed,5,Good,0.3515349606334828,76783.0,1.0,Lake Natalie,FM,Poland,4.0,2,Low
58,Non-binary,Bachelor's,Single,30352.0,722.0,45519.0,Personal,Self-employed,10,Fair,0.5857038271081684,,,East Johnfurt,MO,Guinea-Bissau,1.0,0,Medium
39,Non-binary,High School,Widowed,,669.0,13763.0,Auto,Employed,10,Fair,0.26359110390725693,274678.0,4.0,West Kennethhaven,CA,Afghanistan,2.0,2,Low
39,Female,Bachelor's,Divorced,81517.0,711.0,32838.0,Business,Employed,19,Fair,0.4378704920486223,148754.0,4.0,South Whitneyview,NY,Argentina,3.0,1,Low
61,Non-binary,Bachelor's,Divorced,116794.0,703.0,,Auto,Employed,11,Poor,0.5811839362029323,,1.0,Rodriguezborough,IL,Senegal,4.0,1,Medium
35,Non-binary,PhD,Single,108586.0,625.0,41978.0,Personal,Employed,2,Excellent,0.47834389143988354,182403.0,,Lake Frankfurt,KS,Bosnia and Herzegovina,3.0,2,Medium
45,Male,PhD,Single,,,39662.0,Auto,Employed,7,Excellent,0.1459140065108073,224294.0,1.0,Leehaven,AK,Christmas Island,3.0,0,High
23,Non-binary,Bachelor's,Single,34319.0,640.0,35058.0,Home,Unemployed,18,Poor,0.4069658430214761,37907.0,2.0,Rhodesmouth,DE,Saint Vincent and the Grenadines,3.0,1,Low
48,Female,High School,Divorced,,655.0,,Home,Self-employed,9,Good,0.5975310058524489,34815.0,1.0,East Zachary,FL,Burkina Faso,,2,High
49,Non-binary,PhD,Widowed,75452.0,673.0,21742.0,Auto,Self-employed,0,Fair,0.3870868531217204,,0.0,Masonborough,MT,Sao Tome and Principe,0.0,1,Medium
22,Female,Master's,Married,116111.0,754.0,,Business,Unemployed,17,Fair,0.12517812804861014,150725.0,3.0,West Jose,RI,Nigeria,1.0,2,Low
55,Non-binary,PhD,Single,38638.0,696.0,13632.0,Personal,Self-employed,19,Excellent,0.5092516786735427,143434.0,4.0,Raymondshire,OH,Hong Kong,,0,Medium
54,Male,Bachelor's,Single,60753.0,778.0,25200.0,Personal,Unemployed,12,Good,0.27287163026988215,219389.0,2.0,West Anthonyberg,IN,Senegal,3.0,2,High
59,Female,High School,Married,82813.0,689.0,,Home,Self-employed,4,Fair,0.5040250595003977,22676.0,0.0,East Michaelton,VT,Timor-Leste,,2,Low
35,Non-binary,Master's,Married,56734.0,761.0,46826.0,Personal,Unemployed,15,Excellent,0.3878460978580336,238379.0,1.0,Port Patrickberg,IL,Italy,1.0,0,Low
21,Female,PhD,Married,58918.0,618.0,22165.0,Home,Employed,0,Good,0.3818043893512856,222403.0,3.0,New Christopherland,IL,Slovakia (Slovak Republic),2.0,2,Medium
46,Non-binary,High School,Divorced,82670.0,,46613.0,Personal,Unemployed,1,Good,0.5346127778131311,104191.0,1.0,Charlesmouth,FM,Kuwait,4.0,0,Low
51,Female,Master's,Widowed,47685.0,718.0,23891.0,Home,Unemployed,0,Poor,0.20120168176334888,112966.0,4.0,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2.0,2,Low
19,Non-binary,Master's,Married,,626.0,41316.0,Business,Employed,0,Excellent,0.10328940860275512,244728.0,3.0,Garciamouth,OK,Ethiopia,2.0,2,Medium
32,Male,High School,Single,118835.0,722.0,11982.0,Business,Unemployed,5,Good,0.37965399043357684,209403.0,1.0,North Amy,WI,French Guiana,2.0,1,Medium
35,Female,PhD,Divorced,62362.0,,16305.0,Home,Self-employed,18,Excellent,0.12563953378191126,,4.0,North Allison,IA,Pakistan,2.0,0,Low
37,Male,PhD,Divorced,31217.0,,27253.0,Home,Unemployed,3,Poor,0.3686758452109722,292887.0,1.0,Wilcoxhaven,NJ,South Africa,1.0,1,Low
31,Non-binary,Bachelor's,Single,57304.0,600.0,,Auto,Unemployed,7,Fair,0.21570923279428098,178124.0,2.0,Nicholasborough,NV,Malaysia,0.0,2,Low
50,Male,High School,Single,118759.0,,26341.0,Business,Unemployed,2,Poor,0.34114029623470443,,1.0,Mosesburgh,CA,Jersey,2.0,1,Low
36,Male,PhD,Divorced,118962.0,712.0,30328.0,Auto,Self-employed,0,Poor,0.37372373644989665,269560.0,4.0,East Andrew,WY,Yemen,,2,Medium
42,Non-binary,PhD,Divorced,37540.0,672.0,6724.0,Auto,Self-employed,16,Poor,0.10668237633574598,217834.0,0.0,Schmidtbury,AL,San Marino,2.0,0,Low
20,Non-binary,Master's,Widowed,103984.0,611.0,5350.0,Personal,Unemployed,4,Good,0.5911376325904818,203201.0,1.0,East Matthew,TX,Turkey,0.0,1,Low
49,Non-binary,PhD,Widowed,41966.0,618.0,35534.0,Home,Unemployed,6,Good,0.27213228969868586,151975.0,,Port Joel,AR,Peru,,2,Low
63,Non-binary,High School,Divorced,24435.0,696.0,49852.0,Personal,Unemployed,12,Poor,0.3745821863992246,173878.0,1.0,Hortonstad,WY,Indonesia,1.0,2,Low
67,Non-binary,High School,Married,27131.0,605.0,9171.0,Home,Employed,14,Excellent,0.4926924862640547,274572.0,1.0,Caseville,NH,Tonga,0.0,2,Medium
31,Female,Bachelor's,Married,105924.0,738.0,41443.0,Business,Unemployed,15,Fair,0.20820564927516275,243582.0,1.0,Greenefurt,OK,Norfolk Island,3.0,1,Low
68,Female,High School,Widowed,63130.0,705.0,25293.0,Business,Employed,7,Fair,0.19376099906711855,30506.0,2.0,Davemouth,WY,Jersey,1.0,1,Low
41,Non-binary,Master's,Single,63809.0,,14877.0,Auto,Self-employed,1,Good,0.5791567167047718,118514.0,,Fieldsbury,PA,Cameroon,1.0,0,Medium
68,Male,Bachelor's,Married,52959.0,790.0,7678.0,Auto,Employed,13,Good,0.3951871605900442,,4.0,Jenkinsshire,ND,Qatar,0.0,2,Low
64,Male,Master's,Widowed,49367.0,772.0,12840.0,Auto,Employed,11,Fair,0.46111685673632463,249394.0,0.0,Alexanderview,SC,Trinidad and Tobago,3.0,0,Medium
50,Non-binary,PhD,Single,,749.0,25968.0,Personal,Unemployed,8,Good,0.1542229629474339,249657.0,,Kimberlyside,AS,Iran,4.0,2,High
52,Male,Bachelor's,Married,,759.0,48791.0,Personal,Unemployed,0,Excellent,0.10166144464208607,71804.0,1.0,Port Ericaton,MO,Montenegro,2.0,1,Low
21,Male,Master's,Widowed,80200.0,796.0,47587.0,Home,Employed,17,Good,0.28079972469935754,129205.0,3.0,East Charleshaven,KY,Aruba,1.0,2,Low
56,Non-binary,PhD,Divorced,,,26852.0,Business,Employed,16,Fair,0.1345281303892424,140920.0,0.0,Kellyberg,VT,Russian Federation,2.0,0,Low
45,Non-binary,High School,Married,119576.0,755.0,,Auto,Employed,3,Excellent,0.13568081820049102,,4.0,East Ericberg,KS,Mauritius,,0,Medium
44,Male,Bachelor's,Single,107988.0,761.0,48101.0,Personal,Self-employed,10,Excellent,0.1152347525382624,293530.0,3.0,Frankstad,MN,Wallis and Futuna,2.0,1,Low
39,Male,Bachelor's,Single,82457.0,626.0,49079.0,Personal,Unemployed,5,Fair,0.18239158287761995,,4.0,Jessicaborough,AS,Ireland,2.0,2,Low
54,Male,Bachelor's,Single,60566.0,634.0,,Auto,Self-employed,4,Excellent,0.2390624642087202,41499.0,4.0,Taylorton,TX,Sao Tome and Principe,1.0,1,Medium
32,Female,Bachelor's,Single,22919.0,662.0,37477.0,Business,Employed,11,Excellent,0.25924578550834754,114916.0,4.0,Oscarside,UT,Afghanistan,3.0,2,Low
47,Male,Bachelor's,Single,70603.0,,6308.0,Auto,Self-employed,10,Poor,0.13544311291275954,23387.0,3.0,Port Joseph,KY,Cameroon,3.0,0,Medium
53,Non-binary,Bachelor's,Widowed,24799.0,692.0,24866.0,Auto,Self-employed,12,Fair,0.21384863159697995,,1.0,Mcphersonfort,WV,Zimbabwe,0.0,2,Low
49,Female,Master's,Divorced,107278.0,621.0,,Auto,Self-employed,18,Fair,0.1948096183499158,238632.0,2.0,South Calebbury,NM,Kyrgyz Republic,2.0,2,Low
59,Male,Master's,Married,78397.0,770.0,23197.0,Auto,Employed,6,Fair,0.30922075558841433,,3.0,Lesterburgh,VI,Niger,0.0,0,Low
62,Non-binary,Master's,Single,,,44225.0,Auto,Unemployed,7,Fair,0.17846072955825634,279623.0,0.0,Davenportmouth,FL,Holy See (Vatican City State),2.0,2,High
69,Female,PhD,Single,89529.0,636.0,11861.0,Business,Self-employed,2,Excellent,0.2784118562284503,214415.0,0.0,South Ashley,RI,Vietnam,2.0,2,High
60,Non-binary,High School,Single,20863.0,,41158.0,Personal,Employed,16,Good,0.27673351419445846,57096.0,1.0,Russellhaven,NC,Kenya,2.0,2,Low
27,Non-binary,PhD,Divorced,75268.0,,42339.0,Business,Employed,6,Poor,0.27803043235994296,283128.0,1.0,East Tina,MS,Hong Kong,,2,Low
18,Male,PhD,Married,80378.0,639.0,31920.0,Business,Employed,11,Good,0.12484854148582583,214743.0,3.0,South Amymouth,IA,Macao,3.0,0,Medium
20,Male,Master's,Single,39796.0,652.0,15487.0,Personal,Unemployed,5,Fair,0.3392733443627578,,0.0,Port Jamesburgh,NV,Malawi,2.0,0,Low
53,Male,Bachelor's,Widowed,115637.0,759.0,38288.0,Personal,Unemployed,18,Good,0.4602930376866039,80877.0,0.0,Bakerview,NE,Antigua and Barbuda,3.0,1,Medium
30,Male,High School,Single,,640.0,37222.0,Home,Unemployed,19,Fair,0.16398029781793524,179819.0,4.0,Lake Marilynton,ID,Nigeria,0.0,0,High
51,Non-binary,Master's,Married,38910.0,777.0,21601.0,Home,Unemployed,7,Fair,0.3070221934378272,72799.0,,North Robert,NV,Guadeloupe,2.0,0,Low
27,Non-binary,Master's,Divorced,,754.0,,Auto,Unemployed,7,Good,0.23982330823773754,214557.0,2.0,Edwardhaven,IN,Qatar,4.0,0,Medium
59,Female,PhD,Widowed,94279.0,,49827.0,Business,Self-employed,6,Excellent,0.2023773568539289,68073.0,0.0,Bryanville,WY,Israel,3.0,1,Medium
57,Male,Master's,Single,113260.0,655.0,28094.0,Business,Employed,18,Fair,0.501227297639842,,3.0,South Scott,ME,Zimbabwe,0.0,0,Low
19,Female,PhD,Divorced,33898.0,601.0,28933.0,Auto,Unemployed,16,Fair,0.11308391524874087,,2.0,Lorifurt,MD,Japan,4.0,2,Medium
55,Male,PhD,Divorced,52919.0,699.0,47283.0,Home,Employed,14,Good,0.5239994753247804,299435.0,4.0,Johnsonton,RI,Guinea,0.0,0,High
38,Female,High School,Divorced,117098.0,733.0,39836.0,Business,Employed,16,Excellent,0.5097984648005338,215328.0,,West Sharon,NJ,Vietnam,2.0,0,Medium
33,Male,High School,Widowed,83303.0,712.0,23883.0,Business,Unemployed,4,Poor,0.4107518398036225,117508.0,1.0,Ashleeshire,DC,New Caledonia,4.0,0,Low
24,Male,Bachelor's,Single,21238.0,731.0,34171.0,Personal,Employed,4,Excellent,0.51597199479586,75887.0,,Rubioport,SC,Qatar,1.0,1,Low
45,Female,High School,Divorced,,694.0,49724.0,Home,Unemployed,3,Good,0.25738964533202713,,3.0,West Benjaminshire,MO,France,1.0,0,Medium
28,Female,High School,Single,109624.0,771.0,16036.0,Personal,Self-employed,1,Good,0.15282669244539862,95754.0,2.0,Port Laura,CA,Marshall Islands,3.0,2,Medium
67,Male,Bachelor's,Divorced,48223.0,606.0,15318.0,Business,Employed,13,Poor,0.35057894679975,214246.0,4.0,Shawnview,DC,Georgia,1.0,2,Low
45,Female,Master's,Widowed,100821.0,608.0,25392.0,Home,Unemployed,9,Good,0.18602074884702138,186780.0,4.0,Paulside,AZ,Bangladesh,2.0,2,Low
62,Non-binary,PhD,Married,71726.0,658.0,27097.0,Business,Unemployed,12,Excellent,0.5549950483883958,123775.0,0.0,New Alexanderport,KS,Pitcairn Islands,1.0,2,Low
54,Non-binary,PhD,Divorced,111760.0,707.0,36786.0,Auto,Employed,17,Good,0.12664674920619226,52120.0,0.0,Angelaburgh,KS,Luxembourg,4.0,2,Medium
64,Female,PhD,Divorced,81572.0,,11684.0,Auto,Self-employed,8,Fair,0.14539004332261826,74713.0,3.0,Port Jessica,DE,Gabon,2.0,1,Low
29,Non-binary,Master's,Widowed,65537.0,713.0,,Auto,Self-employed,7,Poor,0.1341502017634684,69109.0,1.0,East Christinebury,WA,Cape Verde,4.0,0,Low
61,Non-binary,Master's,Single,73942.0,620.0,,Personal,Unemployed,16,Fair,0.27522483424765,108502.0,,Lake Brad,LA,Brazil,1.0,0,Low
29,Female,Master's,Married,100123.0,603.0,46735.0,Business,Unemployed,6,Fair,0.23411320765432805,65712.0,,North Michael,IL,Chile,0.0,0,Low
51,Male,High School,Married,107171.0,763.0,45955.0,Auto,Self-employed,8,Poor,0.502590674430631,258221.0,1.0,Wendyland,NE,Kuwait,1.0,1,Low
51,Male,PhD,Married,36756.0,646.0,39884.0,Business,Employed,16,Excellent,0.2445893658367038,68595.0,2.0,New Stephanieville,VT,Sweden,3.0,0,Low
36,Male,PhD,Divorced,43600.0,,40557.0,Home,Unemployed,5,Good,0.47377080587027265,,1.0,Edwardtown,WV,Swaziland,,1,Medium
25,Female,Master's,Divorced,33286.0,628.0,10647.0,Business,Unemployed,16,Fair,0.5939638424260303,,1.0,New Lesliemouth,KS,Kazakhstan,3.0,2,Low
