medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
2024-08-11,Silver Medal,2.0,PARK Hyejeong,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--,2003-03-12,1894414,,True
2024-08-11,Bronze Medal,3.0,CAMPBELL Emily,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--,1994-05-06,1544179,,True
2024-08-11,Gold Medal,1.0,KIYOOKA Kotaro,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--,2001-04-12,1939700,,True
2024-08-11,Silver Medal,2.0,AMOUZADKHALILI Rahman,Male,IRI,IR Iran,Islamic Republic of Iran,IRI,IR Iran,Islamic Republic of Iran,,,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--,2002-07-17,1544830,,True
2024-08-11,Bronze Medal,3.0,RIVERA Sebastian C,Male,PUR,Puerto Rico,Puerto Rico,USA,United States,United States of America,,,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000100--,1998-08-27,1537188,,True
2024-08-11,Bronze Medal,3.0,DUDAEV Islam,Male,ALB,Albania,Albania,ALB,Albania,Albania,,,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000200--,1995-01-15,1559387,,True
2024-08-11,Gold Medal,1.0,TAZHUDINOV Akhmed,Male,BRN,Bahrain,Bahrain,BRN,Bahrain,Bahrain,,,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/fnl-000100--,2003-01-25,1540305,,True
2024-08-11,Silver Medal,2.0,MATCHARASHVILI Givi,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/fnl-000100--,1997-05-17,1552495,,True
2024-08-11,Bronze Medal,3.0,MAGOMEDOV Magomedkhan,Male,AZE,Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,,,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/repf000100--,1998-01-27,1981785,,True
2024-08-11,Bronze Medal,3.0,AZARPIRA Amirali,Male,IRI,IR Iran,Islamic Republic of Iran,IRI,IR Iran,Islamic Republic of Iran,,,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/repf000200--,2002-03-26,1543095,,True
2024-08-11,Gold Medal,1.0,KAGAMI Yuka,Female,JPN,Japan,Japan,JPN,Japan,Japan,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,2001-09-14,1939701,,True
2024-08-11,Silver Medal,2.0,BLADES Kennedy Alexis,Female,USA,United States,United States of America,USA,United States,United States of America,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,2003-09-04,1955344,,True
2024-08-11,Bronze Medal,3.0,MARIN POTRILLE Milaimy de la Carid,Female,CUB,Cuba,Cuba,CUB,Cuba,Cuba,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000100--,2001-03-16,1571936,,True
2024-08-11,Bronze Medal,3.0,RENTERIA RENTERIA Tatiana,Female,COL,Colombia,Colombia,COL,Colombia,Colombia,,,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000200--,2000-12-22,1535513,,True
2024-08-09,Gold Medal,1.0,VARFOLOMEEV Darja,Female,GER,Germany,Germany,GER,Germany,Germany,,,Rhythmic Gymnastics,Individual All-Around,ATH,,2006-11-04,1896230,,True
2024-08-09,Silver Medal,2.0,KALEYN Boryana,Female,BUL,Bulgaria,Bulgaria,BUL,Bulgaria,Bulgaria,,,Rhythmic Gymnastics,Individual All-Around,ATH,,2000-08-23,1548948,,True
2024-08-09,Bronze Medal,3.0,RAFFAELI Sofia,Female,ITA,Italy,Italy,ITA,Italy,Italy,,,Rhythmic Gymnastics,Individual All-Around,ATH,,2004-01-19,1923694,,True
2024-08-09,Gold Medal,1.0,THIAM Nafissatou,Female,BEL,Belgium,Belgium,BEL,Belgium,Belgium,,,Athletics,Women's Heptathlon,ATH,,1994-08-19,1903112,,True
2024-08-09,Silver Medal,2.0,JOHNSON-THOMPSON Katarina,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Athletics,Women's Heptathlon,ATH,,1993-01-09,1977926,,True
2024-08-09,Bronze Medal,3.0,VIDTS Noor,Female,BEL,Belgium,Belgium,BEL,Belgium,Belgium,,,Athletics,Women's Heptathlon,ATH,,1996-05-30,1895596,,True
2024-07-27,Gold Medal,1.0,CHANG Yani,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Diving,Women's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--,2001-12-07,1901539,DIVW3MTEAM2-CHN01,True
2024-07-27,Gold Medal,1.0,CHEN Yiwen,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Diving,Women's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--,1999-06-15,1901538,DIVW3MTEAM2-CHN01,True
2024-07-27,Silver Medal,2.0,BACON Sarah,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Diving,Women's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--,1996-09-20,1954159,DIVW3MTEAM2-USA01,True
2024-07-27,Silver Medal,2.0,COOK Kassidy,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Diving,Women's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--,1995-05-09,1954168,DIVW3MTEAM2-USA01,True
2024-07-27,Bronze Medal,3.0,HARPER Yasmin,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Diving,Women's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--,2000-07-28,1900841,DIVW3MTEAM2-GBR01,True
2024-07-27,Bronze Medal,3.0,MEW JENSEN Scarlett,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,W,Diving,Women's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--,2001-12-31,1973355,DIVW3MTEAM2-GBR01,True
2024-07-27,Gold Medal,1.0,PASQUET Varian,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1999-07-29,1879682,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,TIMO Andy,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2004-05-28,1879687,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,REBBADJ Rayan,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1999-08-15,1879683,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,FORNER Theo,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2001-10-17,1879671,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,PAREZ EDO MARTIN Stephen,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-08-01,1879681,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,RIVA Paulin,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-04-20,1879684,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,JOSEPH Jefferson-Lee,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2002-08-29,1879675,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,ZEGHDAR Antoine,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1999-05-22,1879692,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,GRANDIDIER NKANANG Aaron,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2000-05-18,1879672,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,BARRAQUE Jean Pascal,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1991-04-24,1879661,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,DUPONT Antoine,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1996-11-15,1879669,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,SEPHO Jordan,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1998-12-08,1879685,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1.0,EPEE Nelson,Male,FRA,France,France,FRA,France,France,France,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2001-02-20,1879670,RU7MTEAM7---FRA01,True
2024-07-27,Silver Medal,2.0,NASOVA Joji,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2000-06-09,1908897,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,TALACOLO Joseva,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1997-04-01,1908838,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,MATANA Jeremaia,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1998-07-14,1913346,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,MOCENACAGI Sevuloni,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1990-06-29,1977633,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,BALEIWAIRIKI Iosefo,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1998-05-09,1913523,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,LOGANIMASI Ponipate,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1998-03-26,1982069,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,VEILAWA Terio Tamani,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-07-06,1913286,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,NACUQU Waisea,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1993-05-24,1913334,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,TUWAI Jerry,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1989-03-23,1908911,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,TEBA Iowane,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1993-02-23,1908835,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,RASAKU Kaminieli,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1999-07-12,1908841,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,RAVUTAUMADA Selesitino,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2000-01-17,2484588,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,JOSAIA Raisuqe,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-07-22,1982687,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2.0,SAUTURAGA Filipe,Male,FIJ,Fiji,Fiji,FIJ,Fiji,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-06-19,1908901,RU7MTEAM7---FIJ01,True
2024-07-27,Bronze Medal,3.0,GROBBELAAR Christie,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,2000-05-25,1574106,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,OOSTHUIZEN Ryan,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1995-05-22,1574107,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,VISSER Impi,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1995-05-30,1574108,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,DAVIDS Zain,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1997-05-04,1574109,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,NORTJE Quewin,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,2003-01-14,1888936,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,PRETORIUS Tiaan,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,2001-02-19,1574111,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,LEYDS Tristan,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1997-05-24,1574134,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,DAVIDS Selvyn,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1994-03-26,1888932,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,WILLIAMS Shaun,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1998-04-13,1574114,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,SPECMAN Rosko,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1989-04-28,1574121,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,SOYIZWAPI Siviwe,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1992-12-07,1574118,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,van WYK Shilton,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1999-12-22,1574119,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3.0,BROWN Ronald,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1995-09-02,1574112,RU7MTEAM7---RSA01,True
2024-07-27,Gold Medal,1.0,HUANG Yuting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2006-09-03,1913945,SHOXARMT----CHN01,True
2024-07-27,Gold Medal,1.0,SHENG Lihao,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2004-12-04,1913899,SHOXARMT----CHN01,True
2024-07-27,Silver Medal,2.0,KEUM Jihyeon,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2000-03-17,1893896,SHOXARMT----KOR01,True
2024-07-27,Silver Medal,2.0,PARK Hajun,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2000-04-19,1893976,SHOXARMT----KOR01,True
2024-07-27,Bronze Medal,3.0,LE Alexandra,Female,KAZ,Kazakhstan,Kazakhstan,KAZ,Kazakhstan,Kazakhstan,Kazakhstan 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--,2004-05-03,1930466,SHOXARMT----KAZ01,True
2024-07-27,Bronze Medal,3.0,SATPAYEV Islam,Male,KAZ,Kazakhstan,Kazakhstan,KAZ,Kazakhstan,Kazakhstan,Kazakhstan 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--,1998-09-21,1930467,SHOXARMT----KAZ01,True
2024-07-27,Gold Medal,1.0,HELD Ryan,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1995-06-27,1935916,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1.0,KING Matt,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2002-02-19,1935933,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1.0,ARMSTRONG Hunter,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2001-01-24,1935871,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1.0,DRESSEL Caeleb,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1996-08-16,1935896,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1.0,ALEXY Jack,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2003-01-19,1935869,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1.0,GUILIANO Chris,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2003-06-25,1935911,SWMM4X100MFRUSA01,True
2024-07-27,Silver Medal,2.0,CARTWRIGHT Jack,Male,AUS,Australia,Australia,AUS,Australia,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-09-22,1946186,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2.0,YANG William,Male,AUS,Australia,Australia,AUS,Australia,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-10-11,1946235,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2.0,SOUTHAM Flynn,Male,AUS,Australia,Australia,AUS,Australia,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2005-06-05,1946179,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2.0,CHALMERS Kyle,Male,AUS,Australia,Australia,AUS,Australia,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-06-25,1946200,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2.0,TAYLOR Kai,Male,AUS,Australia,Australia,AUS,Australia,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2003-08-18,1946196,SWMM4X100MFRAUS01,True
2024-07-27,Bronze Medal,3.0,ZAZZERI Lorenzo,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1994-08-09,1925669,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3.0,DEPLANO Leonardo,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1999-07-21,1925681,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3.0,CONTE BONIN Paolo,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2002-02-09,1925675,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3.0,FRIGO Manuel,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1997-02-18,1925634,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3.0,CECCON Thomas,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2001-01-27,1925635,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3.0,MIRESSI Alessandro,Male,ITA,Italy,Italy,ITA,Italy,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-10-02,1925636,SWMM4X100MFRITA01,True
2024-07-27,Gold Medal,1.0,WUNSCH Olivia,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2006-05-31,1946221,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1.0,CAMPBELL Bronte,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1994-05-14,1946159,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1.0,HARRIS Meg,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2002-03-07,1946212,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1.0,McKEON Emma,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1994-05-24,1946177,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1.0,JACK Shayna,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1998-11-06,1946227,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1.0,O'CALLAGHAN Mollie,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2004-04-02,1946218,SWMW4X100MFRAUS01,True
