date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_WLT,qualification_mark,bib
2024-07-27T15:59:07+02:00,SRFWSHORTBRD----------PREL000700--,SRFWSHORTBRD,Women,Women's Round 1 - Heat 7,Round 1 - Heat 7,W,Surfing,SRF,"Teahupo'o, Tahiti",1901532,YANG Siqi,Person,CHN,China,3.0,5.40,POINTS,,Q2,14
2024-07-27T16:35:46+02:00,SRFWSHORTBRD----------PREL000800--,SRFWSHORTBRD,Women,Women's Round 1 - Heat 8,Round 1 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1943210,MOORE Carissa,Person,USA,United States,1.0,16.50,POINTS,,Q3,7
2024-07-27T16:35:46+02:00,SRFWSHORTBRD----------PREL000800--,SRFWSHORTBRD,Women,Women's Round 1 - Heat 8,Round 1 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1913496,MATSUDA Shino,Person,JPN,Japan,2.0,11.16,POINTS,,Q2,18
2024-07-27T16:35:46+02:00,SRFWSHORTBRD----------PREL000800--,SRFWSHORTBRD,Women,Women's Round 1 - Heat 8,Round 1 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1916728,BONVALOT Teresa,Person,POR,Portugal,3.0,10.34,POINTS,,Q2,10
2024-07-28T07:33:19+02:00,SRFWSHORTBRD----------REP-000100--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 1,Round 2 - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1901532,YANG Siqi,Person,CHN,China,1.0,8.67,POINTS,W,,14
2024-07-28T07:33:19+02:00,SRFWSHORTBRD----------REP-000100--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 1,Round 2 - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1560138,AGUIRRE Sol,Person,PER,Peru,2.0,4.50,POINTS,L,,4
2024-07-28T08:10:34+02:00,SRFWSHORTBRD----------REP-000200--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 2,Round 2 - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1963658,BAUM Sarah,Person,RSA,South Africa,1.0,10.50,POINTS,W,,17
2024-07-28T08:10:34+02:00,SRFWSHORTBRD----------REP-000200--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 2,Round 2 - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1556614,KEMP Camilla,Person,GER,Germany,2.0,4.94,POINTS,L,,11
2024-07-28T08:46:12+02:00,SRFWSHORTBRD----------REP-000300--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 3,Round 2 - Heat 3,W,Surfing,SRF,"Teahupo'o, Tahiti",1913496,MATSUDA Shino,Person,JPN,Japan,1.0,9.77,POINTS,W,,18
2024-07-28T08:46:12+02:00,SRFWSHORTBRD----------REP-000300--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 3,Round 2 - Heat 3,W,Surfing,SRF,"Teahupo'o, Tahiti",1916728,BONVALOT Teresa,Person,POR,Portugal,2.0,6.84,POINTS,L,,10
2024-07-28T09:22:00+02:00,SRFWSHORTBRD----------REP-000400--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 4,Round 2 - Heat 4,W,Surfing,SRF,"Teahupo'o, Tahiti",1567359,DEFAY Johanne,Person,FRA,France,1.0,11.83,POINTS,W,,2
2024-07-28T09:22:00+02:00,SRFWSHORTBRD----------REP-000400--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 4,Round 2 - Heat 4,W,Surfing,SRF,"Teahupo'o, Tahiti",1946132,PICKLUM Molly,Person,AUS,Australia,2.0,7.43,POINTS,L,,16
2024-07-28T09:57:16+02:00,SRFWSHORTBRD----------REP-000500--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 5,Round 2 - Heat 5,W,Surfing,SRF,"Teahupo'o, Tahiti",1955783,WESTON-WEBB Tatiana,Person,BRA,Brazil,1.0,9.50,POINTS,W,,1
2024-07-28T09:57:16+02:00,SRFWSHORTBRD----------REP-000500--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 5,Round 2 - Heat 5,W,Surfing,SRF,"Teahupo'o, Tahiti",1950037,RESANO Candelaria,Person,NCA,Nicaragua,2.0,3.30,POINTS,L,,23
2024-07-28T10:34:53+02:00,SRFWSHORTBRD----------REP-000600--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 6,Round 2 - Heat 6,W,Surfing,SRF,"Teahupo'o, Tahiti",1916729,HOPKINS Yolanda,Person,POR,Portugal,1.0,4.67,POINTS,W,,8
2024-07-28T10:34:53+02:00,SRFWSHORTBRD----------REP-000600--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 6,Round 2 - Heat 6,W,Surfing,SRF,"Teahupo'o, Tahiti",1919017,VETTE Saffi,Person,NZL,New Zealand,2.0,1.27,POINTS,L,,22
2024-07-28T11:09:42+02:00,SRFWSHORTBRD----------REP-000700--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 7,Round 2 - Heat 7,W,Surfing,SRF,"Teahupo'o, Tahiti",1955782,HINCKEL Taina,Person,BRA,Brazil,1.0,7.10,POINTS,W,,6
2024-07-28T11:09:42+02:00,SRFWSHORTBRD----------REP-000700--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 7,Round 2 - Heat 7,W,Surfing,SRF,"Teahupo'o, Tahiti",1934254,DEMPFLE-OLIN Sanoa,Person,CAN,Canada,2.0,6.30,POINTS,L,,12
2024-07-28T11:45:45+02:00,SRFWSHORTBRD----------REP-000800--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 8,Round 2 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1910841,LELIOR Anat,Person,ISR,Israel,1.0,11.00,POINTS,W,,5
2024-07-28T11:45:45+02:00,SRFWSHORTBRD----------REP-000800--,SRFWSHORTBRD,Women,Women's Round 2 - Heat 8,Round 2 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1957832,GONZALEZ ETXABARRI Janire,Person,ESP,Spain,2.0,2.80,POINTS,L,,13
2024-08-01T11:43:19+02:00,SRFWSHORTBRD----------8FNL000100--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 1,Round 3 - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1943206,MARKS Caroline,Person,USA,United States,1.0,6.93,POINTS,W,,9
2024-08-01T11:43:19+02:00,SRFWSHORTBRD----------8FNL000100--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 1,Round 3 - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1901532,YANG Siqi,Person,CHN,China,2.0,1.63,POINTS,L,,14
2024-08-01T11:43:35+02:00,SRFWSHORTBRD----------8FNL000200--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 2,Round 3 - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1946137,WRIGHT Tyler,Person,AUS,Australia,1.0,11.10,POINTS,W,,20
2024-08-01T11:43:35+02:00,SRFWSHORTBRD----------8FNL000200--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 2,Round 3 - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1910841,LELIOR Anat,Person,ISR,Israel,2.0,7.74,POINTS,L,,5
2024-08-01T11:43:36+02:00,SRFWSHORTBRD----------8FNL000300--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 3,Round 3 - Heat 3,W,Surfing,SRF,"Teahupo'o, Tahiti",1567359,DEFAY Johanne,Person,FRA,France,1.0,9.00,POINTS,W,,2
2024-08-01T11:43:36+02:00,SRFWSHORTBRD----------8FNL000300--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 3,Round 3 - Heat 3,W,Surfing,SRF,"Teahupo'o, Tahiti",1567360,FIERRO Vahine,Person,FRA,France,2.0,7.54,POINTS,L,,21
2024-08-01T11:43:38+02:00,SRFWSHORTBRD----------8FNL000400--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 4,Round 3 - Heat 4,W,Surfing,SRF,"Teahupo'o, Tahiti",1943210,MOORE Carissa,Person,USA,United States,1.0,8.16,POINTS,W,,7
2024-08-01T11:43:38+02:00,SRFWSHORTBRD----------8FNL000400--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 4,Round 3 - Heat 4,W,Surfing,SRF,"Teahupo'o, Tahiti",1963658,BAUM Sarah,Person,RSA,South Africa,2.0,3.87,POINTS,L,,17
2024-08-01T11:43:39+02:00,SRFWSHORTBRD----------8FNL000500--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 5,Round 3 - Heat 5,W,Surfing,SRF,"Teahupo'o, Tahiti",1957831,EROSTARBE Nadia,Person,ESP,Spain,1.0,8.34,POINTS,W,,3
2024-08-01T11:43:39+02:00,SRFWSHORTBRD----------8FNL000500--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 5,Round 3 - Heat 5,W,Surfing,SRF,"Teahupo'o, Tahiti",1913496,MATSUDA Shino,Person,JPN,Japan,2.0,5.84,POINTS,L,,18
2024-08-01T11:43:39+02:00,SRFWSHORTBRD----------8FNL000600--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 6,Round 3 - Heat 6,W,Surfing,SRF,"Teahupo'o, Tahiti",1955783,WESTON-WEBB Tatiana,Person,BRA,Brazil,1.0,12.34,POINTS,W,,1
2024-08-01T11:43:39+02:00,SRFWSHORTBRD----------8FNL000600--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 6,Round 3 - Heat 6,W,Surfing,SRF,"Teahupo'o, Tahiti",1943208,SIMMERS Caitlin,Person,USA,United States,2.0,1.93,POINTS,L,,24
2024-08-01T11:43:42+02:00,SRFWSHORTBRD----------8FNL000700--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 7,Round 3 - Heat 7,W,Surfing,SRF,"Teahupo'o, Tahiti",1955781,SILVA Luana,Person,BRA,Brazil,1.0,6.77,POINTS,W,,19
2024-08-01T11:43:42+02:00,SRFWSHORTBRD----------8FNL000700--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 7,Round 3 - Heat 7,W,Surfing,SRF,"Teahupo'o, Tahiti",1955782,HINCKEL Taina,Person,BRA,Brazil,2.0,5.93,POINTS,L,,6
2024-08-01T11:45:27+02:00,SRFWSHORTBRD----------8FNL000800--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 8,Round 3 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1557964,HENNESSY Brisa,Person,CRC,Costa Rica,1.0,12.34,POINTS,W,,15
2024-08-01T11:45:27+02:00,SRFWSHORTBRD----------8FNL000800--,SRFWSHORTBRD,Women,Women's Round 3 - Heat 8,Round 3 - Heat 8,W,Surfing,SRF,"Teahupo'o, Tahiti",1916729,HOPKINS Yolanda,Person,POR,Portugal,2.0,9.90,POINTS,L,,8
2024-08-01T14:45:41+02:00,SRFWSHORTBRD----------QFNL000100--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 1,Quarterfinals - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1943206,MARKS Caroline,Person,USA,United States,1.0,7.77,POINTS,W,,9
2024-08-01T14:45:41+02:00,SRFWSHORTBRD----------QFNL000100--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 1,Quarterfinals - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1946137,WRIGHT Tyler,Person,AUS,Australia,2.0,5.37,POINTS,L,,20
2024-08-01T15:22:20+02:00,SRFWSHORTBRD----------QFNL000200--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 2,Quarterfinals - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1567359,DEFAY Johanne,Person,FRA,France,1.0,10.34,POINTS,W,,2
2024-08-01T15:22:20+02:00,SRFWSHORTBRD----------QFNL000200--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 2,Quarterfinals - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1943210,MOORE Carissa,Person,USA,United States,2.0,6.50,POINTS,L,,7
2024-08-01T15:57:01+02:00,SRFWSHORTBRD----------QFNL000300--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 3,Quarterfinals - Heat 3,W,Surfing,SRF,"Teahupo'o, Tahiti",1955783,WESTON-WEBB Tatiana,Person,BRA,Brazil,1.0,8.10,POINTS,W,,1
2024-08-01T15:57:01+02:00,SRFWSHORTBRD----------QFNL000300--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 3,Quarterfinals - Heat 3,W,Surfing,SRF,"Teahupo'o, Tahiti",1957831,EROSTARBE Nadia,Person,ESP,Spain,2.0,6.34,POINTS,L,,3
2024-08-01T16:33:09+02:00,SRFWSHORTBRD----------QFNL000400--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 4,Quarterfinals - Heat 4,W,Surfing,SRF,"Teahupo'o, Tahiti",1557964,HENNESSY Brisa,Person,CRC,Costa Rica,1.0,6.37,POINTS,W,,15
2024-08-01T16:33:09+02:00,SRFWSHORTBRD----------QFNL000400--,SRFWSHORTBRD,Women,Women's Quarterfinals - Heat 4,Quarterfinals - Heat 4,W,Surfing,SRF,"Teahupo'o, Tahiti",1955781,SILVA Luana,Person,BRA,Brazil,2.0,5.47,POINTS,L,,19
2024-08-05T12:15:59+02:00,SRFWSHORTBRD----------SFNL000100--,SRFWSHORTBRD,Women,Women's Semifinals - Heat 1,Semifinals - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1943206,MARKS Caroline,Person,USA,United States,1.0,12.17,POINTS,W,,9
2024-08-05T12:15:59+02:00,SRFWSHORTBRD----------SFNL000100--,SRFWSHORTBRD,Women,Women's Semifinals - Heat 1,Semifinals - Heat 1,W,Surfing,SRF,"Teahupo'o, Tahiti",1567359,DEFAY Johanne,Person,FRA,France,2.0,12.17,POINTS,L,,2
2024-08-05T12:52:05+02:00,SRFWSHORTBRD----------SFNL000200--,SRFWSHORTBRD,Women,Women's Semifinals - Heat 2,Semifinals - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1955783,WESTON-WEBB Tatiana,Person,BRA,Brazil,1.0,13.66,POINTS,W,,1
2024-08-05T12:52:05+02:00,SRFWSHORTBRD----------SFNL000200--,SRFWSHORTBRD,Women,Women's Semifinals - Heat 2,Semifinals - Heat 2,W,Surfing,SRF,"Teahupo'o, Tahiti",1557964,HENNESSY Brisa,Person,CRC,Costa Rica,2.0,6.17,POINTS,L,,15
2024-08-05T14:13:45+02:00,SRFWSHORTBRD----------FNL-000200--,SRFWSHORTBRD,Women,Women's Bronze Medal Match,Bronze Medal Match,W,Surfing,SRF,"Teahupo'o, Tahiti",1567359,DEFAY Johanne,Person,FRA,France,1.0,12.66,POINTS,W,,2
2024-08-05T14:13:45+02:00,SRFWSHORTBRD----------FNL-000200--,SRFWSHORTBRD,Women,Women's Bronze Medal Match,Bronze Medal Match,W,Surfing,SRF,"Teahupo'o, Tahiti",1557964,HENNESSY Brisa,Person,CRC,Costa Rica,2.0,4.93,POINTS,L,,15
2024-08-05T15:36:33+02:00,SRFWSHORTBRD----------FNL-000100--,SRFWSHORTBRD,Women,Women's Gold Medal Match,Gold Medal Match,W,Surfing,SRF,"Teahupo'o, Tahiti",1943206,MARKS Caroline,Person,USA,United States,1.0,10.50,POINTS,W,,9
2024-08-05T15:36:33+02:00,SRFWSHORTBRD----------FNL-000100--,SRFWSHORTBRD,Women,Women's Gold Medal Match,Gold Medal Match,W,Surfing,SRF,"Teahupo'o, Tahiti",1955783,WESTON-WEBB Tatiana,Person,BRA,Brazil,2.0,10.33,POINTS,L,,1
