date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,qualification_mark,start_order
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1901550,XIE Siyi,Person,CHN,China,1.0,543.60,POINTS,,,11
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1901549,WANG Zongyuan,Person,CHN,China,2.0,530.20,POINTS,13.40,,12
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1535349,OLVERA IBARRA Osmar,Person,MEX,Mexico,3.0,500.40,POINTS,43.20,,9
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1954212,TYLER Carson,Person,USA,United States,4.0,429.25,POINTS,114.35,,6
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1900845,HOULDEN Jordan Christopher,Person,GBR,Great Britain,5.0,427.75,POINTS,115.85,,8
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1544192,URIBE BERMUDEZ Luis Felipe,Person,COL,Colombia,6.0,421.85,POINTS,121.75,,3
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1900848,LAUGHER Jack,Person,GBR,Great Britain,7.0,410.95,POINTS,132.65,,10
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1902491,BOUYER Jules,Person,FRA,France,8.0,395.70,POINTS,147.90,,7
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1944004,RUVALCABA Jonathan,Person,DOM,Dominican Republic,9.0,393.65,POINTS,149.95,,1
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1940412,MATHEWS Kurtis,Person,AUS,Australia,10.0,383.40,POINTS,160.20,,2
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1901694,WOO Haram,Person,KOR,Korea,11.0,374.15,POINTS,169.45,,4
2024-08-08T16:24:28+02:00,DIVM3M----------------FNL-000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,1907211,WESEMANN Moritz,Person,GER,Germany,12.0,363.65,POINTS,179.95,,5
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2CHN01,People's Republic of China,Team,CHN,China,1.0,490.35,POINTS,,,7
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2GBR01,Great Britain,Team,GBR,Great Britain,2.0,463.44,POINTS,26.91,,6
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2CAN01,Canada,Team,CAN,Canada,3.0,422.13,POINTS,68.22,,2
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2MEX01,Mexico,Team,MEX,Mexico,4.0,418.65,POINTS,71.70,,4
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2UKR01,Ukraine,Team,UKR,Ukraine,5.0,412.65,POINTS,77.70,,3
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2AUS01,Australia,Team,AUS,Australia,6.0,394.74,POINTS,95.61,,1
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2GER01,Germany,Team,GER,Germany,7.0,364.41,POINTS,125.94,,5
2024-07-29T12:06:28+02:00,DIVM10MTEAM2----------FNL-000100--,DIVM10MTEAM2,Men's Synchronised 10m Platform,Men's Synchronised 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,DIVM10MTEAM2FRA01,France,Team,FRA,France,8.0,314.58,POINTS,175.77,,8
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-CHN01,People's Republic of China,Team,CHN,China,1.0,446.10,POINTS,,,3
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-MEX01,Mexico,Team,MEX,Mexico,2.0,444.03,POINTS,2.07,,8
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-GBR01,Great Britain,Team,GBR,Great Britain,3.0,438.15,POINTS,7.95,,7
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-ITA01,Italy,Team,ITA,Italy,4.0,403.05,POINTS,43.05,,4
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-FRA01,France,Team,FRA,France,5.0,369.30,POINTS,76.80,,1
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-ESP01,Spain,Team,ESP,Spain,6.0,361.62,POINTS,84.48,,6
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-UKR01,Ukraine,Team,UKR,Ukraine,7.0,348.27,POINTS,97.83,,2
2024-08-02T12:04:29+02:00,DIVM3MTEAM2-----------FNL-000100--,DIVM3MTEAM2,Men's Synchronised 3m Springboard,Men's Synchronised 3m Springboard Final,Final,M,Diving,DIV,Aquatics Centre,DIVM3MTEAM2-USA01,United States of America,Team,USA,United States,8.0,346.08,POINTS,100.02,,5
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1901545,QUAN Hongchan,Person,CHN,China,1.0,421.25,POINTS,,Q,5
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1901544,CHEN Yuxi,Person,CHN,China,2.0,382.15,POINTS,39.10,Q,6
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1959144,McKAY Caeli,Person,CAN,Canada,3.0,324.90,POINTS,96.35,Q,1
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1535346,OROZCO LOZA Alejandra,Person,MEX,Mexico,4.0,320.80,POINTS,100.45,Q,12
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1900855,SPENDOLINI SIRIEIX Andrea,Person,GBR,Great Britain,4.0,320.80,POINTS,100.45,Q,16
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1535348,AGUNDEZ GARCIA Gabriela,Person,MEX,Mexico,6.0,306.95,POINTS,114.30,Q,21
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1907209,WASSEN Christina,Person,GER,Germany,7.0,303.20,POINTS,118.05,Q,19
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1900856,TOULSON Lois,Person,GBR,Great Britain,8.0,299.60,POINTS,121.65,Q,3
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1940407,COLE Ellie,Person,AUS,Australia,9.0,290.00,POINTS,131.25,Q,20
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1980115,KIM Mi Rae,Person,PRK,DPR Korea,10.0,287.70,POINTS,133.55,Q,28
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1925640,JODOIN di MARIA Sarah,Person,ITA,Italy,11.0,286.10,POINTS,135.15,Q,13
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1954796,CARVAJAL Ana,Person,ESP,Spain,12.0,285.60,POINTS,135.65,Q,7
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1940415,WU Melissa,Person,AUS,Australia,13.0,285.20,POINTS,136.05,Q,9
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1541452,GARCIA NAVARRO Anisley,Person,CUB,Cuba,14.0,283.00,POINTS,138.25,Q,14
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1972514,PRAASTERINK Else,Person,NED,Netherlands,15.0,281.60,POINTS,139.65,Q,27
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1891681,ARAI Matsuri,Person,JPN,Japan,16.0,280.65,POINTS,140.60,Q,25
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1954207,SCHNELL Delaney,Person,USA,United States,17.0,278.15,POINTS,143.10,Q,2
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1925639,BIGINELLI Maia,Person,ITA,Italy,18.0,277.00,POINTS,144.25,Q,10
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1954219,WRIGHT Daryn,Person,USA,United States,19.0,272.25,POINTS,149.00,R,15
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1959136,MILLER Kate,Person,CAN,Canada,20.0,266.30,POINTS,154.95,R,18
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1907205,PFEIF Pauline Alexandra,Person,GER,Germany,21.0,264.15,POINTS,157.10,,22
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1947140,PATRIKA Dzeja Delanija,Person,LAT,Latvia,22.0,259.30,POINTS,161.95,,4
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1955052,OLIVEIRA Ingrid,Person,BRA,Brazil,23.0,255.90,POINTS,165.35,,29
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1542945,VIETA Maycey Adrianne,Person,PUR,Puerto Rico,24.0,253.90,POINTS,167.35,,26
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1897466,LYSKUN Sofiia,Person,UKR,Ukraine,25.0,253.10,POINTS,168.15,,17
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1901639,KIM Nahyun,Person,KOR,Korea,26.0,250.00,POINTS,171.25,,23
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1944014,GARZA Victoria,Person,DOM,Dominican Republic,27.0,226.80,POINTS,194.45,,11
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1889143,TAWFIK Malak,Person,EGY,Egypt,28.0,193.75,POINTS,227.50,,24
2024-08-05T12:19:03+02:00,DIVW10M---------------PREL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1543288,McGING Ciara,Person,IRL,Ireland,29.0,188.50,POINTS,232.75,,8
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1901545,QUAN Hongchan,Person,CHN,China,1.0,421.05,POINTS,,Q,18
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1901544,CHEN Yuxi,Person,CHN,China,2.0,403.05,POINTS,18.00,Q,17
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1900855,SPENDOLINI SIRIEIX Andrea,Person,GBR,Great Britain,3.0,367.00,POINTS,54.05,Q,14
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1980115,KIM Mi Rae,Person,PRK,DPR Korea,4.0,322.40,POINTS,98.65,Q,9
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1535346,OROZCO LOZA Alejandra,Person,MEX,Mexico,5.0,312.00,POINTS,109.05,Q,15
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1940407,COLE Ellie,Person,AUS,Australia,6.0,309.90,POINTS,111.15,Q,10
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1959144,McKAY Caeli,Person,CAN,Canada,7.0,308.85,POINTS,112.20,Q,16
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1891681,ARAI Matsuri,Person,JPN,Japan,8.0,300.50,POINTS,120.55,Q,3
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1535348,AGUNDEZ GARCIA Gabriela,Person,MEX,Mexico,9.0,295.00,POINTS,126.05,Q,13
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1925640,JODOIN di MARIA Sarah,Person,ITA,Italy,10.0,294.85,POINTS,126.20,Q,8
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1940415,WU Melissa,Person,AUS,Australia,11.0,294.10,POINTS,126.95,Q,6
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1972514,PRAASTERINK Else,Person,NED,Netherlands,12.0,292.80,POINTS,128.25,Q,4
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1900856,TOULSON Lois,Person,GBR,Great Britain,13.0,278.50,POINTS,142.55,R,11
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1954796,CARVAJAL Ana,Person,ESP,Spain,14.0,276.90,POINTS,144.15,R,7
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1954207,SCHNELL Delaney,Person,USA,United States,15.0,271.95,POINTS,149.10,,2
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1541452,GARCIA NAVARRO Anisley,Person,CUB,Cuba,16.0,270.65,POINTS,150.40,,5
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1907209,WASSEN Christina,Person,GER,Germany,17.0,255.55,POINTS,165.50,,12
2024-08-05T16:38:25+02:00,DIVW10M---------------SFNL000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Semifinal,Semifinal,W,Diving,DIV,Aquatics Centre,1925639,BIGINELLI Maia,Person,ITA,Italy,18.0,240.80,POINTS,180.25,,1
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1901545,QUAN Hongchan,Person,CHN,China,1.0,425.60,POINTS,,,12
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1901544,CHEN Yuxi,Person,CHN,China,2.0,420.70,POINTS,4.90,,11
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1980115,KIM Mi Rae,Person,PRK,DPR Korea,3.0,372.10,POINTS,53.50,,9
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1959144,McKAY Caeli,Person,CAN,Canada,4.0,364.50,POINTS,61.10,,6
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1535348,AGUNDEZ GARCIA Gabriela,Person,MEX,Mexico,5.0,350.40,POINTS,75.20,,4
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1900855,SPENDOLINI SIRIEIX Andrea,Person,GBR,Great Britain,6.0,345.50,POINTS,80.10,,10
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1940407,COLE Ellie,Person,AUS,Australia,7.0,333.30,POINTS,92.30,,7
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1535346,OROZCO LOZA Alejandra,Person,MEX,Mexico,8.0,320.60,POINTS,105.00,,8
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1891681,ARAI Matsuri,Person,JPN,Japan,9.0,314.45,POINTS,111.15,,5
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1925640,JODOIN di MARIA Sarah,Person,ITA,Italy,10.0,301.75,POINTS,123.85,,3
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1940415,WU Melissa,Person,AUS,Australia,11.0,278.30,POINTS,147.30,,2
2024-08-06T16:12:37+02:00,DIVW10M---------------FNL-000100--,DIVW10M,Women's 10m Platform,Women's 10m Platform Final,Final,W,Diving,DIV,Aquatics Centre,1972514,PRAASTERINK Else,Person,NED,Netherlands,12.0,250.35,POINTS,175.25,,1
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1901538,CHEN Yiwen,Person,CHN,China,1.0,356.40,POINTS,,Q,25
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1940414,KEENEY Maddison,Person,AUS,Australia,2.0,337.35,POINTS,19.05,Q,2
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1536198,VAZQUEZ MONTANO Aranza,Person,MEX,Mexico,3.0,321.75,POINTS,34.65,Q,13
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1901539,CHANG Yani,Person,CHN,China,4.0,308.75,POINTS,47.65,Q,3
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1900852,REID Grace,Person,GBR,Great Britain,5.0,303.25,POINTS,53.15,Q,5
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1891679,ENOMOTO Haruka,Person,JPN,Japan,6.0,299.10,POINTS,57.30,Q,1
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1954792,ANTOLINO Valeria,Person,ESP,Spain,7.0,297.70,POINTS,58.70,Q,8
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1925642,PELLACANI Chiara,Person,ITA,Italy,7.0,297.70,POINTS,58.70,Q,10
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1900841,HARPER Yasmin,Person,GBR,Great Britain,9.0,295.75,POINTS,60.65,Q,27
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1572527,NILSSON GARIP Emilia,Person,SWE,Sweden,10.0,295.20,POINTS,61.20,Q,28
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1901644,KIM Suji,Person,KOR,Korea,11.0,285.50,POINTS,70.90,Q,4
2024-08-07T17:19:23+02:00,DIVW3M----------------PREL000100--,DIVW3M,Women's 3m Springboard,Women's 3m Springboard Preliminary,Preliminary,W,Diving,DIV,Aquatics Centre,1554801,SABRI Nur Dhabitah,Person,MAS,Malaysia,12.0,283.65,POINTS,72.75,Q,21
