date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM
2024-07-28T14:38:43+02:00,BDMMSINGLES-----------GPH-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,M,Badminton,BDM,La Chapelle Arena,1926293,GINTING Anthony Sinisuka,Person,INA,Indonesia,2,POINTS,W,
2024-07-28T14:38:43+02:00,BDMMSINGLES-----------GPH-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,M,Badminton,BDM,La Chapelle Arena,1955628,SHU Howard,Person,USA,United States,0,POINTS,L,
2024-07-28T16:34:16+02:00,BDMMSINGLES-----------GPJ-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,M,Badminton,BDM,La Chapelle Arena,1953047,NARAOKA Kodai,Person,JPN,Japan,2,POINTS,W,
2024-07-28T16:34:16+02:00,BDMMSINGLES-----------GPJ-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,M,Badminton,BDM,La Chapelle Arena,1930709,COELHO Ygor,Person,BRA,Brazil,0,POINTS,L,
2024-07-28T17:27:49+02:00,BDMMSINGLES-----------GPK-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,M,Badminton,BDM,La Chapelle Arena,1539114,PRANNOY H. S.,Person,IND,India,2,POINTS,W,
2024-07-28T17:27:49+02:00,BDMMSINGLES-----------GPK-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,M,Badminton,BDM,La Chapelle Arena,1556647,ROTH Fabian,Person,GER,Germany,0,POINTS,L,
2024-07-28T18:09:54+02:00,BDMMSINGLES-----------GPI-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,2,POINTS,W,
2024-07-28T18:09:54+02:00,BDMMSINGLES-----------GPI-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,M,Badminton,BDM,La Chapelle Arena,1537276,GARRIDO Luis Ramon,Person,MEX,Mexico,0,POINTS,L,
2024-07-28T20:15:44+02:00,BDMMSINGLES-----------GPE-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,M,Badminton,BDM,La Chapelle Arena,1888994,ANTONSEN Anders,Person,DEN,Denmark,2,POINTS,W,
2024-07-28T20:15:44+02:00,BDMMSINGLES-----------GPE-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,M,Badminton,BDM,La Chapelle Arena,1560680,FILIMON Collins Valentine,Person,AUT,Austria,0,POINTS,L,
2024-07-28T21:05:39+02:00,BDMMSINGLES-----------GPM-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,2,POINTS,W,
2024-07-28T21:05:39+02:00,BDMMSINGLES-----------GPM-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,M,Badminton,BDM,La Chapelle Arena,1942359,LOUDA Jan,Person,CZE,Czechia,0,POINTS,L,
2024-07-29T10:25:48+02:00,BDMMSINGLES-----------GPC-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,M,Badminton,BDM,La Chapelle Arena,1905039,KOLJONEN Kalle,Person,FIN,Finland,2,POINTS,W,
2024-07-29T10:25:48+02:00,BDMMSINGLES-----------GPC-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,M,Badminton,BDM,La Chapelle Arena,1550150,PAUL Georges Julien,Person,MRI,Mauritius,0,POINTS,L,
2024-07-29T10:56:20+02:00,BDMMSINGLES-----------GPA-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,M,Badminton,BDM,La Chapelle Arena,1925275,TOTI Giovanni,Person,ITA,Italy,1,POINTS,W,
2024-07-29T10:56:20+02:00,BDMMSINGLES-----------GPA-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,M,Badminton,BDM,La Chapelle Arena,1540583,OPTI Soren,Person,SUR,Suriname,0,IRM_POINTS,L,RET
2024-07-29T14:47:18+02:00,BDMMSINGLES-----------GPL-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
2024-07-29T14:47:18+02:00,BDMMSINGLES-----------GPL-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,M,Badminton,BDM,La Chapelle Arena,1895599,CARRAGGI Julien,Person,BEL,Belgium,0,POINTS,L,
2024-07-29T16:39:35+02:00,BDMMSINGLES-----------GPD-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,M,Badminton,BDM,La Chapelle Arena,1958813,YANG Brian,Person,CAN,Canada,2,POINTS,W,
2024-07-29T16:39:35+02:00,BDMMSINGLES-----------GPD-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,M,Badminton,BDM,La Chapelle Arena,1927298,PANARIN Dmitriy,Person,KAZ,Kazakhstan,0,POINTS,L,
2024-07-29T20:56:28+02:00,BDMMSINGLES-----------GPE-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,M,Badminton,BDM,La Chapelle Arena,1946886,DWICAHYO Ade Resky,Person,AZE,Azerbaijan,2,POINTS,W,
2024-07-29T20:56:28+02:00,BDMMSINGLES-----------GPE-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,M,Badminton,BDM,La Chapelle Arena,1560680,FILIMON Collins Valentine,Person,AUT,Austria,0,POINTS,L,
2024-07-29T21:55:41+02:00,BDMMSINGLES-----------GPP-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1543272,NGUYEN Nhat,Person,IRL,Ireland,2,POINTS,W,
2024-07-29T21:55:41+02:00,BDMMSINGLES-----------GPP-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1968020,DAHAL Prince,Person,NEP,Nepal,0,POINTS,L,
2024-07-30T00:01:48+02:00,BDMMSINGLES-----------GPP-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
2024-07-30T00:01:48+02:00,BDMMSINGLES-----------GPP-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1543694,ZILBERMAN Misha,Person,ISR,Israel,0,POINTS,L,
2024-07-30T09:12:10+02:00,BDMMSINGLES-----------GPG-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,M,Badminton,BDM,La Chapelle Arena,1950256,ABIAN Pablo,Person,ESP,Spain,2,POINTS,W,
2024-07-30T09:12:10+02:00,BDMMSINGLES-----------GPG-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,M,Badminton,BDM,La Chapelle Arena,1964622,NETTASINGHE Viren,Person,SRI,Sri Lanka,0,POINTS,L,
2024-07-30T10:48:38+02:00,BDMMSINGLES-----------GPH-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,M,Badminton,BDM,La Chapelle Arena,1935085,POPOV Toma Junior,Person,FRA,France,2,POINTS,W,
2024-07-30T10:48:38+02:00,BDMMSINGLES-----------GPH-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,M,Badminton,BDM,La Chapelle Arena,1955628,SHU Howard,Person,USA,United States,0,POINTS,L,
2024-07-30T16:05:56+02:00,BDMMSINGLES-----------GPJ-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,M,Badminton,BDM,La Chapelle Arena,1891501,JEON Hyeok Jin,Person,KOR,Korea,2,POINTS,W,
2024-07-30T16:05:56+02:00,BDMMSINGLES-----------GPJ-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,M,Badminton,BDM,La Chapelle Arena,1930709,COELHO Ygor,Person,BRA,Brazil,0,POINTS,L,
2024-07-30T16:43:52+02:00,BDMMSINGLES-----------GPI-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,M,Badminton,BDM,La Chapelle Arena,1925164,LEE Cheuk Yiu,Person,HKG,"Hong Kong, China",2,POINTS,W,
2024-07-30T16:43:52+02:00,BDMMSINGLES-----------GPI-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,M,Badminton,BDM,La Chapelle Arena,1537276,GARRIDO Luis Ramon,Person,MEX,Mexico,1,POINTS,L,
2024-07-30T20:11:55+02:00,BDMMSINGLES-----------GPN-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,M,Badminton,BDM,La Chapelle Arena,1569829,OPEYORI Anuoluwapo Juwon,Person,NGR,Nigeria,0,POINTS,L,
2024-07-30T20:11:55+02:00,BDMMSINGLES-----------GPN-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,M,Badminton,BDM,La Chapelle Arena,1977696,KUENZI Tobias,Person,SUI,Switzerland,2,POINTS,W,
2024-07-30T20:17:31+02:00,BDMMSINGLES-----------GPM-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,M,Badminton,BDM,La Chapelle Arena,1571345,CANJURA ARTIGA Uriel Francisco,Person,ESA,El Salvador,0,POINTS,L,
2024-07-30T20:17:31+02:00,BDMMSINGLES-----------GPM-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,M,Badminton,BDM,La Chapelle Arena,1942359,LOUDA Jan,Person,CZE,Czechia,2,POINTS,W,
2024-07-30T20:54:55+02:00,BDMMSINGLES-----------GPK-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,M,Badminton,BDM,La Chapelle Arena,1564623,LE Duc Phat,Person,VIE,Vietnam,2,POINTS,W,
2024-07-30T20:54:55+02:00,BDMMSINGLES-----------GPK-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,M,Badminton,BDM,La Chapelle Arena,1556647,ROTH Fabian,Person,GER,Germany,0,POINTS,L,
2024-07-31T10:04:31+02:00,BDMMSINGLES-----------GPP-000500--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1543694,ZILBERMAN Misha,Person,ISR,Israel,2,POINTS,W,
2024-07-31T10:04:31+02:00,BDMMSINGLES-----------GPP-000500--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1968020,DAHAL Prince,Person,NEP,Nepal,0,POINTS,L,
2024-07-31T10:34:50+02:00,BDMMSINGLES-----------GPC-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,1,POINTS,W,
2024-07-31T10:34:50+02:00,BDMMSINGLES-----------GPC-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,M,Badminton,BDM,La Chapelle Arena,1905039,KOLJONEN Kalle,Person,FIN,Finland,0,IRM_POINTS,L,RET
2024-07-31T10:45:16+02:00,BDMMSINGLES-----------GPP-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
2024-07-31T10:45:16+02:00,BDMMSINGLES-----------GPP-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,M,Badminton,BDM,La Chapelle Arena,1543272,NGUYEN Nhat,Person,IRL,Ireland,0,POINTS,L,
2024-07-31T11:18:03+02:00,BDMMSINGLES-----------GPL-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,M,Badminton,BDM,La Chapelle Arena,1926319,CHRISTIE Jonatan,Person,INA,Indonesia,0,POINTS,L,
2024-07-31T11:18:03+02:00,BDMMSINGLES-----------GPL-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
2024-07-31T11:26:56+02:00,BDMMSINGLES-----------GPA-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,M,Badminton,BDM,La Chapelle Arena,1913421,SHI Yu Qi,Person,CHN,China,2,POINTS,W,
2024-07-31T11:26:56+02:00,BDMMSINGLES-----------GPA-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,M,Badminton,BDM,La Chapelle Arena,1925275,TOTI Giovanni,Person,ITA,Italy,0,POINTS,L,
2024-07-31T15:25:14+02:00,BDMMSINGLES-----------GPG-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
2024-07-31T15:25:14+02:00,BDMMSINGLES-----------GPG-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,M,Badminton,BDM,La Chapelle Arena,1950256,ABIAN Pablo,Person,ESP,Spain,0,POINTS,L,
2024-07-31T15:53:13+02:00,BDMMSINGLES-----------GPD-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,M,Badminton,BDM,La Chapelle Arena,1541620,NISHIMOTO Kenta,Person,JPN,Japan,2,POINTS,W,
2024-07-31T15:53:13+02:00,BDMMSINGLES-----------GPD-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,M,Badminton,BDM,La Chapelle Arena,1958813,YANG Brian,Person,CAN,Canada,0,POINTS,L,
2024-07-31T17:00:18+02:00,BDMMSINGLES-----------GPI-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,2,POINTS,W,
2024-07-31T17:00:18+02:00,BDMMSINGLES-----------GPI-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,M,Badminton,BDM,La Chapelle Arena,1925164,LEE Cheuk Yiu,Person,HKG,"Hong Kong, China",0,POINTS,L,
2024-07-31T17:28:12+02:00,BDMMSINGLES-----------GPE-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,M,Badminton,BDM,La Chapelle Arena,1888994,ANTONSEN Anders,Person,DEN,Denmark,2,POINTS,W,
2024-07-31T17:28:12+02:00,BDMMSINGLES-----------GPE-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,M,Badminton,BDM,La Chapelle Arena,1946886,DWICAHYO Ade Resky,Person,AZE,Azerbaijan,0,POINTS,L,
2024-07-31T17:59:37+02:00,BDMMSINGLES-----------GPH-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,M,Badminton,BDM,La Chapelle Arena,1926293,GINTING Anthony Sinisuka,Person,INA,Indonesia,1,POINTS,L,
2024-07-31T17:59:37+02:00,BDMMSINGLES-----------GPH-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,M,Badminton,BDM,La Chapelle Arena,1935085,POPOV Toma Junior,Person,FRA,France,2,POINTS,W,
2024-07-31T18:00:54+02:00,BDMMSINGLES-----------GPJ-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,M,Badminton,BDM,La Chapelle Arena,1953047,NARAOKA Kodai,Person,JPN,Japan,2,POINTS,W,
2024-07-31T18:00:54+02:00,BDMMSINGLES-----------GPJ-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,M,Badminton,BDM,La Chapelle Arena,1891501,JEON Hyeok Jin,Person,KOR,Korea,0,POINTS,L,
2024-07-31T20:36:37+02:00,BDMMSINGLES-----------GPK-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,M,Badminton,BDM,La Chapelle Arena,1539114,PRANNOY H. S.,Person,IND,India,2,POINTS,W,
2024-07-31T20:36:37+02:00,BDMMSINGLES-----------GPK-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,M,Badminton,BDM,La Chapelle Arena,1564623,LE Duc Phat,Person,VIE,Vietnam,1,POINTS,L,
2024-07-31T21:08:07+02:00,BDMMSINGLES-----------GPM-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,2,POINTS,W,
2024-07-31T21:08:07+02:00,BDMMSINGLES-----------GPM-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,M,Badminton,BDM,La Chapelle Arena,1571345,CANJURA ARTIGA Uriel Francisco,Person,ESA,El Salvador,0,POINTS,L,
2024-07-31T21:30:16+02:00,BDMMSINGLES-----------GPN-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,M,Badminton,BDM,La Chapelle Arena,1913419,LI Shi Feng,Person,CHN,China,2,POINTS,W,
2024-07-31T21:30:16+02:00,BDMMSINGLES-----------GPN-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,M,Badminton,BDM,La Chapelle Arena,1569829,OPEYORI Anuoluwapo Juwon,Person,NGR,Nigeria,0,POINTS,L,
2024-08-01T10:38:24+02:00,BDMMSINGLES-----------8FNL000500--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,2,POINTS,W,
2024-08-01T10:38:24+02:00,BDMMSINGLES-----------8FNL000500--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1953047,NARAOKA Kodai,Person,JPN,Japan,0,POINTS,L,
2024-08-01T11:02:51+02:00,BDMMSINGLES-----------8FNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,2,POINTS,W,
2024-08-01T11:02:51+02:00,BDMMSINGLES-----------8FNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1541620,NISHIMOTO Kenta,Person,JPN,Japan,1,POINTS,L,
2024-08-01T14:53:18+02:00,BDMMSINGLES-----------8FNL000600--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1539114,PRANNOY H. S.,Person,IND,India,0,POINTS,L,
2024-08-01T14:53:18+02:00,BDMMSINGLES-----------8FNL000600--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
2024-08-01T15:00:06+02:00,BDMMSINGLES-----------8FNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
2024-08-01T15:00:06+02:00,BDMMSINGLES-----------8FNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1935085,POPOV Toma Junior,Person,FRA,France,0,POINTS,L,
2024-08-01T16:16:43+02:00,BDMMSINGLES-----------8FNL000700--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,2,POINTS,W,
2024-08-01T16:16:43+02:00,BDMMSINGLES-----------8FNL000700--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Badminton,BDM,La Chapelle Arena,1913419,LI Shi Feng,Person,CHN,China,0,POINTS,L,
2024-08-02T18:57:20+02:00,BDMMSINGLES-----------QFNL000300--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,1,POINTS,L,
2024-08-02T18:57:20+02:00,BDMMSINGLES-----------QFNL000300--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
2024-08-02T19:50:19+02:00,BDMMSINGLES-----------QFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1913421,SHI Yu Qi,Person,CHN,China,0,POINTS,L,
2024-08-02T19:50:19+02:00,BDMMSINGLES-----------QFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,2,POINTS,W,
2024-08-02T20:52:49+02:00,BDMMSINGLES-----------QFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1888994,ANTONSEN Anders,Person,DEN,Denmark,0,POINTS,L,
2024-08-02T20:52:49+02:00,BDMMSINGLES-----------QFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
2024-08-02T21:59:55+02:00,BDMMSINGLES-----------QFNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,0,POINTS,L,
2024-08-02T21:59:55+02:00,BDMMSINGLES-----------QFNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
2024-08-04T11:43:13+02:00,BDMMSINGLES-----------SFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,2,POINTS,W,
2024-08-04T11:43:13+02:00,BDMMSINGLES-----------SFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,0,POINTS,L,
2024-08-04T12:56:37+02:00,BDMMSINGLES-----------SFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,0,POINTS,L,
2024-08-04T12:56:37+02:00,BDMMSINGLES-----------SFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
2024-08-05T15:43:20+02:00,BDMMSINGLES-----------FNL-000200--,BDMMSINGLES,Men's Singles,Men's Singles Bronze Medal Match,Bronze Medal Match,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
2024-08-05T15:43:20+02:00,BDMMSINGLES-----------FNL-000200--,BDMMSINGLES,Men's Singles,Men's Singles Bronze Medal Match,Bronze Medal Match,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,1,POINTS,L,
2024-08-05T16:48:56+02:00,BDMMSINGLES-----------FNL-000100--,BDMMSINGLES,Men's Singles,Men's Singles Gold Medal Match,Gold Medal Match,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,0,POINTS,L,
2024-08-05T16:48:56+02:00,BDMMSINGLES-----------FNL-000100--,BDMMSINGLES,Men's Singles,Men's Singles Gold Medal Match,Gold Medal Match,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
2024-07-27T09:03:39+02:00,BDMXDOUBLES-----------GPB-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,2,POINTS,W,
2024-07-27T09:03:39+02:00,BDMXDOUBLES-----------GPB-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-ALG01,MAMMERI Koceila / MAMMERI Tanina Violette,Team,ALG,Algeria,0,POINTS,L,
2024-07-27T09:18:08+02:00,BDMXDOUBLES-----------GPD-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN01,FENG Yan Zhe / HUANG Dong Ping,Team,CHN,China,2,POINTS,W,
2024-07-27T09:18:08+02:00,BDMXDOUBLES-----------GPD-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-USA01,CHIU Vinson / GAI Jennie,Team,USA,United States,0,POINTS,L,
