code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1892359,True,BACHMANN ANDERSEN Daniel,BACHMANN ANDERSEN,Daniel BACHMANN ANDERSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Equestrian'],"['Dressage Individual', 'Dressage Team']",1990-06-01,SONDERBORG,Denmark,OSTBIRK,Denmark,,,"Athlete, coach, horse trainer",,"Wife, Norwegian dressage rider Tiril Aanerud. Son, Fredrik. Daughter, Filippa","Danish, English, German",,,"Equestrian dressage rider Isabell Werth (GER), 12-time Olympic medallist (seven gold, five silver); six-time Olympian (1992-2000, 2008-2020); 12-time world championship medallist (nine gold, three bronze)",,"""When I sit in the saddle, I cannot think of anything else. It is only me and the horse."" (ridersinsight.com, 25 Nov 2014)","Wife, Tiril Aanerud (NOR) (dressage), competes on the Grand Prix circuit",,
1892360,True,FLARUP Peter T,FLARUP PT,Peter T. FLARUP,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Equestrian'],['Eventing Individual'],1976-04-10,VIBORG,Denmark,,Denmark,,,"Armed Forces athlete, horse trainer",,"Son, Mikkel","Danish, English",,,,,,,,
1892363,True,LAUDRUP-DUFOUR Cathrine,LAUDRUP-DUFOUR C,Cathrine LAUDRUP-DUFOUR,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Equestrian'],"['Dressage Individual', 'Dressage Team']",1992-01-02,HVALSO,Denmark,FREDENSBORG,Denmark,,,"Athlete, coach, horse trainer","Leisure Management, Sports Management at University College Absalon, Roskilde, Denmark","Wife, Rasmine Laudrup (DEN), jumping rider","Danish, English",Personal: Nathalie zu Sayn-Wittgenstein (DEN). <br>Former personal trainer: Kyra Kyrklund (FIN),"One of her friends invited her to try the sport. ""I said, 'No, I don't want to do it' but we were good friends so I joined her and within two minutes I was totally hooked on that horsey thing. In the beginning I was not that into riding, I just wanted to brush the horse, feed it. Quite soon after that I went to a riding school and learned how to do stuff. I was really hooked on it quite fast."" (dressage-news.com, 9 Nov 2017)","Equestrian dressage rider Isabell Werth (GER), 12-time Olympic medallist (seven gold, five silver); six-time Olympian (1992-2000, 2008-2020); 12-time world championship medallist (nine gold, three bronze)",Her father,"""I don't do all this for the shows. I love my daily work. It is more the love of riding, of the animals"". (sueddeutsche.de, 5 Aug 2022)","Father-in-law, Brian Laudrup (football), played more than 80 times for the Denmark national team, winning the 1992 European Championships finals in Sweden","""I am quite obsessive before and during the big shows. If my steps match so I can kick a stone with my right leg, it's a really good thing. But if a pea drops from my fork, that's really bad. The list is almost endless. However, the craziness has its purpose. When out of my comfort zone, it makes me feel safe because it's something I'm familiar with, and it usually prevents me from getting nervous."" (thehorseridersjournal.com, 17 Jun 2016)","Daily fitness training, focusing on overall strength and conditioning as well as cardiovascular fitness in the gym. ""I used to have back problems from previous falls, but improving my fitness has helped a lot. We have perfect nutrition and training in place for our horses, so we can’t have riders who are eating McDonalds and lying on the couch!"" (horseandhound.co.uk, 24 March 2018)"
1892364,True,SLOTH Nadja Aaboe,SLOTH NA,Nadja Aaboe SLOTH,Female,Alternate Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Equestrian'],['Dressage Team'],1992-10-23,,,,,,,,,,,,,,,,,,
1892366,True,SCHOU Andreas,SCHOU A,Andreas SCHOU,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Equestrian'],['Jumping Individual'],1986-09-02,KOLDING,Denmark,KOLDING,Denmark,,,"Athlete, business owner, coach, horse trainer",,"Wife, Jannike West. Son, William. Daughter, Celine","Danish, English",,His mother loved horses and it was natural for him to follow her example,,His younger brother Christian,,"Wife, Jannike West (equestrian), has represented Sweden in equestrian show jumping. </p><p>Younger brother, Christian Schou (equestrian), represented Denmark in equestrian jumping at the 2011 European Championships in Madrid, Spain",,
1892419,True,MARE Santiago,MARE S,Santiago MARE,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,184.0,92.0,['Rugby Sevens'],['Men'],1996-10-21,BUENOS AIRES,Argentina,BUENOS AIRES,Argentina,Toto,,Athlete,,,Spanish,National: Santiago Gomez Cora (ARG),,,,,,,"Rugby union (15-a-side): Has represented Argentina and competed at the 2017 Nations Cup in Montevideo, Uruguay. He has also competed in the sport at provincial level in Argentina and played for Italian club Mogliano in the Top 10 competition"
1892421,True,POULSEN Rene Holten,POULSEN RH,Rene Holten POULSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1988-11-28,NYK?BING FALSTER,Denmark,BALLERUP,Denmark,Polle. Powerhouse Poulsen,,Athlete,,"Partner, Birgette. Son, Louie. Father, Villy. Mother, Linda","Danish, English",,,,,,,,
1892423,True,JORGENSEN Emma Aastrand,JORGENSEN EA,Emma Aastrand JORGENSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1996-01-30,BURSO,Denmark,SOBORG,Denmark,Emse,,"Athlete, painter",,"Father, Klaus. Mother, Jette. Older sister, Sofie","Danish, English",National: Zoltan Bako (HUN),"""I was introduced to kayaking when my sister started in 2004. She was a member of the Maribo Kayak Club where I also started the following year."" (sjua.dk)",,,"""The sun is always shining on the winner."" (canoeicf.com)",,,
1892424,True,SIBBERSEN Magnus,SIBBERSEN M,Magnus SIBBERSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",2001-05-20,,,HVIDOVRE,Denmark,Sibber,,Athlete,,"Mother, Rikke","Danish, English, German",,,,His dad,,,,
1892427,True,MADSEN Lasse Bro,MADSEN LB,Lasse Bro MADSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1994-04-04,,,,,,,"Athlete, law clerk at Danish Appeals Court",Graduated with a Master's degree in Law from University of Copenhagen (DEN),,"Danish, English, German",,,,,,,,
1892434,True,MATTHIESEN Frederikke Hauge,MATTHIESEN FH,Frederikke Hauge MATTHIESEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",2000-10-03,,,LYNGBY,Denmark,,,Athlete,"Studying Environmental Engineering at Technical University of Denmark (Copenhagen, DEN)",,Danish,,,,,,,,
1892438,True,GRAVERSEN Morten,GRAVERSEN M,Morten GRAVERSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1996-09-20,,,LYNGBY,Denmark,,,Athlete,,,"Danish, English, German",,,,,,,,
1892441,True,AASMUL Victor Gairy,AASMUL VG,Victor Gairy AASMUL,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1999-04-08,,,HOLTE,Denmark,Gairy,Jewellery crafting and music,"Athlete, student","Studying Engineering at the Technical University of Denmark (Copenhagen, DEN)",,"Danish, English",,A friend from his football club convinced him to give the sport a try,His dad,,,,,
1892453,True,MYSLYVCUK Volodymyr,MYSLYVCUK V,Volodymyr MYSLYVCUK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,190.0,0.0,['Athletics'],"[""Men's Hammer Throw""]",1996-04-25,DELJATYN,Ukraine,PRAHA,Czechia,,,Athlete,,"Older brother, Yevheniy","Czech, Ukrainian",Personal: Dusan Kral (CZE),Parents were praising his older brother Yevheniy winning a medal in hammer throw and he wanted one too,,,,"Older brother, hammer thrower Yevheniy Myslyvchuk, personal best: 64.06 in 2009",,
1892464,True,de PINA David,de PINA D,David de PINA,Male,Athlete,CPV,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,CPV,163.0,0.0,['Boxing'],"[""Men's 51kg""]",1996-08-07,SANTA CRUZ,Cabo Verde,LISBON,Portugal,Dany,"Playing guitar, watching movies",Athlete,"Studied Physical Education at the University of Cape Verde (Praia, CPV)","Wife, Cindy. Children, Hellen and Miller",Portuguese,"Club: Bruno de Carvalho (POR), Carlos Giannoni (POR), Jaime Felix (POR)","Says he was a coward growing up in Santa Cruz and was bullied by older kids in the neighbourhood, but was persuaded to join the local gym. That's where he developed his Olympic dream",His children,,,,,
1892469,True,STEENSBERG Astrid,STEENSBERG A,Astrid STEENSBERG,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Four""]",1996-05-03,SOROE,Denmark,SOROE,Denmark,,,"Athlete, personal trainer","Received a Bachelor's degree in Global Health from the University of Southern California (Los Angeles, USA) in 2020, and a Master's degree in International Business and Politics from Copenhagen Business School (DEN) in 2023","Father, Thomas. Mother, Jane. Sisters, Arendse and Alvilda","Danish, English",National: Mads Haubro Petersen (DEN),,,,,,,
1892470,True,POULSEN Julie,POULSEN J,Julie POULSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Four""]",1996-08-27,,,COPENHAGEN,Denmark,,,"Athlete, student, personal trainer","Studied Human Communication at the University of Central Florida (Orange County, USA) and now studies at the University of Copenhagen (DEN)",,"Danish, English",National: Mads Haubro Petersen (DEN),,,,,,,
1892471,True,HORNNAESS Clara,HORNNAESS C,Clara HORNNAESS,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",2003-09-04,,,,,,,Athlete,,,Danish,"National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,,,,,,
1892472,True,FOLDAGER Frida Werner,FOLDAGER FW,Frida Werner FOLDAGER,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",2005-11-23,,,ROSKILDE,Denmark,,,Athlete,,,Danish,"National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,,,,,,
1892474,True,VIKKELSOEE Sofie,VIKKELSOEE S,Sofie VIKKELSOEE,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",2002-08-13,,,,,,,Athlete,,"Mother, Jeanett",Danish,"National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,,,,,,
1892476,True,NIELSEN Frida Sanggaard,NIELSEN FS,Frida Sanggaard NIELSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Four""]",1998-12-01,,,COPENHAGEN,Denmark,,Drawing,"Athlete, student",Studies at the University of Copenhagen (DEN),,"Danish, English",National: Mads Haubro Petersen (DEN),,,,,,,
1892478,True,JOHANNESEN Marie Skytte Hauberg,JOHANNESEN MSH,Marie Skytte Hauberg JOHANNESEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Four""]",1997-02-28,,,COPENHAGEN,Denmark,,,Athlete,"Studied Physiotherapy at University College Absalon (Soroe, DEN)","Father, Soeren Hauberg Johannesen. Mother, Gitta Skytte Johannesen. Sisters, Anne and Katrine",Danish,National: Mads Haubro Petersen (DEN),"She played third division handball, but was recruited into rowing while she was deadlifting at the gym",,,,,,Handball: Played in Denmark's third division for Koege
1892479,True,MORTENSEN Karen,MORTENSEN K,Karen MORTENSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",2001-12-02,,,,,,,Athlete,,"Father, Martin. Mother, Lise. Older brother, Kaare. Sister, Marie",Danish,"National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,,,,"Brother, Kaare Mortensen (rowing), represents Denmark at international level",,
1892481,True,NIELSEN Sverri,NIELSEN S,Sverri NIELSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Men's Single Sculls""]",1993-10-14,TORSHAVN,Faroe Islands,BAGSVAERD,Denmark,"Watt-monstret (Watt Monster, for breaking the Danish watt record on the ergometer)","Spending time with friends, fishing, hunting",Athlete,"Electronic Engineering at University of the Faroe Islands, Denmark",,"Danish, English",National: Thomas Poulsen (DEN),"""I liked the training aspect. I started erging at the local club and had some talent on the machine. Afterwards I rowed in Faroese boats and got hooked on pushing myself to the limit and enjoyed the environment at the club."" (worldrowing.com, 01 Oct 2019)","CrossFit athlete Mathew Frasier (USA), seven-time CrossFit Games medallist (five gold, two silver).</p><p>Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Rower Mahe Drysdale (NZL), three-time Olympic medallist (two gold, one bronze), eight-time world championship medallist (five gold, three bronze) - all single sculls",,,,,
1892483,True,OESTERGAARD Sophie,OESTERGAARD S,Sophie OESTERGAARD,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",1999-09-11,,,,,,,Athlete,"Studied at Yale University (New Haven, CT, USA)",,"Danish, English","National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,,,,,,
1892486,True,LAIDLAW Nikoline,LAIDLAW N,Nikoline LAIDLAW,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",1995-03-02,,Denmark,,Denmark,Nik,,Athlete,"After two years at the University of Connecticut (Storrs, USA), she received a Bachelor's degree in Environmental Studies from the University of Southern California (Los Angeles, USA) in 2019. In 2022, she completed a Master's in Nature Management at the University of Copenhagen (DEN)","Father, Keith. Mother, Henriette. Sisters, Kamilla and Katrina","Danish, English","National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)","Competed in swimming and basketball growing up, but when she broke her ankle playing basketball, she started rowing",,,,"Father, Keith Laidlaw (basketball), represented Scotland at international level. </p><p>Sister, Katrina Laidlaw (basketball), played collegiately for Norwich University in Vermont (USA)",,
1892489,True,RASMUSSEN Hedvig,RASMUSSEN H,Hedvig RASMUSSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Pair""]",1993-12-22,FREDERIKSBERG,Denmark,COPENHAGEN,Denmark,,,Athlete,Studied Political Science at University of Copenhagen (DEN),,Danish,,,,,,,,
1892490,True,JOHANSEN Sara Maria,JOHANSEN SM,Sara Maria JOHANSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",2000-09-13,TVOEROYRI,Faroe Islands,COPENHAGEN,Denmark,,,"Athlete, student",Studies Physiotherapy,"Fiance, Kari Svenningsson Kjaerbaek","Danish, Faroese","National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,,,,"Fiance, Kari Svenningsson Kjaerbaek (football), has played professionally in the Faroe Islands' domestic league",,
1892495,True,ERICHSEN Fie Udby,ERICHSEN FU,Fie Udby ERICHSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Pair""]",1985-04-23,HOBRO,Denmark,HOBRO,Denmark,,Cross-country skiing,Athlete,,"Husband, Rene Udby Erichsen. Son, Thor","Danish, English",,"She was inspired to start rowing by the Danish lightweight men's four that won a gold medal at the 1996 Olympic Games in Atlanta. ""I heard it on the radio and I started (rowing) at school straight away. I started because I wanted to go to the Olympics."" (myInfo)",,,,,,
1892500,True,MUNCH Caroline,MUNCH C,Caroline MUNCH,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",2002-11-13,,,BJAEVERSKOV,Denmark,,,"Athlete, student","Studies Public Relations and Advertising at the University of Southern California (Los Angeles, USA)","Father, John. Mother, Charlotte. Sister, Victoria","Danish, English","National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN).<br>Club: Josh Adam (USA)",,"Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze)",,,,,
1892502,True,VIGILD Nanna,VIGILD N,Nanna VIGILD,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Rowing'],"[""Women's Eight""]",1994-12-20,,,COPENHAGEN,Denmark,,"Snacking, napping, photography, interior design",Athlete,"Studied Nursing at Metropolitan University College, Copenhagen (DEN)",Two brothers,"Danish, English","National: Mads Haubro Petersen (DEN), Frederik Taulbjerg (DEN)",,"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012)",,,,,Weightlifting: Competed at the Danish national championships
1892505,True,FORSTERLING Alexandra,FORSTERLING A,Alexandra FORSTERLING,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,171.0,0.0,['Golf'],"[""Women's Individual Stroke Play""]",1999-11-27,BERLIN,Germany,BERLIN,Germany,Lexi,"Drawing, painting, reading",,"Bachelor of Arts with a major in Interdisciplinary Studies (Digital Culture and Film and Media Production) at Arizona State University, USA, graduating in 2022",,"English, German",,,,,,,,
1892506,True,HENSELEIT Esther,HENSELEIT E,Esther HENSELEIT,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,181.0,0.0,['Golf'],"[""Women's Individual Stroke Play""]",1999-01-14,VAREL,Germany,"SCOTTSDALE, AZ",United States,,,,,"Fiancee, Reece Philips","English, German",,,,,,,,
1892513,True,SCHMID Matthias,SCHMID M,Matthias SCHMID,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,193.0,0.0,['Golf'],"[""Men's Individual Stroke Play""]",1997-11-18,REGENSBURG,Germany,,,,"Soccer, American football",,,,"English, German",,,,,,,,
1892516,True,JAEGER Stephan,JAEGER S,Stephan JAEGER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,175.0,0.0,['Golf'],"[""Men's Individual Stroke Play""]",1989-05-30,MUNICH,Germany,"CHATTANOOGA, TN",United States,,"Fast cars (especially BMWs), cooking, fine wine",,,"Wife, Shelby. Son, Harrison Fritz (born November 2022). Father, Klaus (deceased). Mother, Sophie. Sister, Michaela","English, German",,His parents always played golf on vacation. He would ride in the golf cart and later decided he wanted to try playing,,,,,"He carries three ball markers in his bag that his wife made for him: (1) has a four leaf clover with son Fritz' name; (2) his dog, Phil; (3) his father Klaus. He says he never knows which one he will pull out to start a round",
1892638,True,NTAKARUTIMANA Egide,NTAKARUTIMANA E,Egide NTAKARUTIMANA,Male,Athlete,BDI,Burundi,Burundi,Burundi,Burundi,BDI,174.0,0.0,['Athletics'],"[""Men's 5000m""]",1997-10-21,,Burundi,SIENA,Italy,,,Athlete,,,"French, Kirundi",Personal: Giuseppe Giambrone (ITA),,,,,,,
1892647,True,KWIZERA Rodrigue,KWIZERA R,Rodrigue KWIZERA,Male,Athlete,BDI,Burundi,Burundi,Burundi,Burundi,BDI,175.0,0.0,['Athletics'],"[""Men's 10,000m""]",1999-10-10,,Burundi,,,,,Athlete,,,"French, Kirundi",Personal: Pepe Ortuno (ESP),,,,,,,
1892698,True,RISHONY Shira,RISHONY S,Shira RISHONY,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women -48 kg', 'Mixed Team']",1991-02-21,HOLON,Israel,,Israel,,"Going to the beach, watching Netflix",Athlete,"Bachelor's degree in Economy and Management at Ruppin Academic Centre, Kfar Monash (ISR)",,"English, Hebrew, Spanish",National: Shany Hershko (ISR),At age five her mother sent her to ballet classes. She switched to judo a year later,"Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze).</p><p>Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012)","Her grandmother and her parents. ""They will do everything for me."" (Athlete, 1 May 2024)","""Believe in yourself."" (Athlete, 1 May 2024)",,,
1892775,True,PRIMO Gefen,PRIMO G,Gefen PRIMO,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women -52 kg', 'Mixed Team']",2000-03-26,TEL AVIV,Israel,UDIM,Israel,,"Cooking, reading books, spending time with family and friends",,,"Sister, Kerem","English, Hebrew",National: Shany Hershko (ISR),,"Judoka Yarden Gerbi (ISR), 2016 Olympic -63kg bronze medallist, two-time world championship medallist (2013 gold, 2014 silver)",Her parents,,"Sister, Kerem (judo), 2021 European junior champion, just like her sister claimed silver at the 2021 Junior World Championships",,
1892778,True,NELSON LEVY Timna,NELSON LEVY T,Timna NELSON LEVY,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women -57 kg', 'Mixed Team']",1994-07-07,JERUSALEM,Israel,JERUSALEM,Israel,,,Athlete,,"Five siblings - three brother, two sisters","English, Hebrew",Club: Yoel Libster (ISR).<br>National: Shany Hershko (ISR),"""When I was 13 I decided to move to judo and it was a very meaningful decision for me. I remember my first contest, I lost my first fight and my mother came and whispered in my ear, 'Timna, just get angry'. And then I won all the other fights."" (Athlete, 10 May 2024)","""My mom and dad, for raising such beautiful, strong, independent kids and doing it with so much love and support during the entire time."" (Athlete, 7 May 2020)","""My older brother."" (Athlete, 10 May 2024)","""Hard work beats talent."" (Athlete, 10 May 2024)",,She takes very cold showers on the morning of competition,
1892780,True,SHARIR Gili,SHARIR G,Gili SHARIR,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women -63 kg', 'Mixed Team']",1999-11-22,MAZOR,Israel,NETANYA,Israel,Gilish,"Playing guitar, drawing, reading, yoga",Athlete,Studying Physiology and Business Management,"Father, Dan. Mother, Danit. Older brother, Shay. Twin sister, Rotem. Younger brother, Raz","English, Hebrew",National: Shany Hershko (ISR).<br>Personal: Eyal Bachar,Started because her older brother Shay was doing judo and she wanted to be like him,"Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012)",Her family,,,,
1892792,True,GOSHEN Maya,GOSHEN M,Maya GOSHEN,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women -70 kg', 'Mixed Team']",2000-06-25,TEL AVIV,Israel,EVEN YEHUDA,Israel,,"Baking, cooking",Athlete,,"Father, Tzahi. Mother, Hillit. Two younger sisters, Yuli and Kedem","English, Hebrew",National: Shany Hershko (ISR).<br>Club: Oren Smadga (ISR),"She used to do gymnastics and the dojo was next to the venue where she trained. ""One day I told my parents I wanted to try judo and I fell in love with it."" (Athlete, 4 June 2024)",,"Her parents. ""I admire the way they choose to see things in life and I appreciate everything they have done for me and my sisters in order for us to have the best life possible."" (Athlete, 4 June 2024)","""Never give up."" (Athlete, 4 June 2024)",,,
1892794,True,LANIR Inbar,LANIR I,Inbar LANIR,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women -78 kg', 'Mixed Team']",2000-04-03,TEL AVIV,Israel,YEHUD,Israel,,"Cooking, dancing, singing",Athlete,,"Father, Ronen. Mother, Michal. Brother, Tomer. Sister, Nitzan","English, Hebrew",National: Shany Hershko (ISR),"Initially a ballet dancer, her mother encouraged her to try a judo class and she eventually took to the sport as her mother did judo as a teenager","Judoka Yarden Gerbi (ISR), 2016 Olympic -63kg bronze medallist, two-time world championship medallist (2013 gold, 2014 silver)","""Yarden Gerbi. I used to train beside her since 13 years of age, watching her training as a top-class athlete and learning a lot."" (Athlete, 7 May 2024)","The harder I work, the luckier I get",,,
1892796,True,HERSHKO Raz,HERSHKO R,Raz HERSHKO,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Women +78 kg', 'Mixed Team']",1998-06-19,NETANYA,Israel,NETANYA,Israel,Razu,,Athlete,,,"English, Hebrew",National: Shany Hershko (ISR),"""I came to judo thanks to [my uncle] Shany, who has a judo club, and my whole family was in judo. All my cousins were doing judo at one point or another in their lives. I'm simply the only one who stayed with it."" (Athlete, 4 May 2024)",,"""Yvonne Bönisch was my coach and she is an Olympic champion. She inspired me a lot and helped me discover who I am as an athlete and as a person."" (Athlete, 4 May 2024)","""What defines you is you, yourself. Stay a human being, be who you are, and that's it."" (haaretz.com, 19 Apr 2021)",Her uncle Shany Hershko won the EJU (European Judo Union) Best Women's Coach award in 2023 and 2013,"""Listening to music on my competition day."" (Athlete, 4 May 2024)",
1892797,True,BALUZZO CHIARUZZO Sonia,BALUZZO CHIARUZZO,Sonia BALUZZO CHIARUZZO,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0.0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1998-09-16,BUENOS AIRES,Argentina,,,,,Athlete,,,Spanish,Pablo Susini (ARG),,,,,,,
1892798,True,WOLCZAK Yam,WOLCZAK Y,Yam WOLCZAK,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0.0,0.0,['Judo'],"['Men -60 kg', 'Mixed Team']",2003-05-07,TALMEI ELAZAR,Israel,PARDES HANNA,Israel,Wolch,"Surfing, acting",,,"Father, Avihai. Mother, Iris Gilbao. Older brother, Keshet Gilboa Auerbuch. Younger brothers, Clil and Sahar","English, Hebrew","National: Oren Smadga (ISR).<br>Personal: Golan Pollack (ISR), Rachel Klein","""I searched for a sport where I could use my energy and fight, and judo was the perfect sport."" (Athlete, 23 May 2024)","Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century.</p><p>Judoka Toshihiko Koga (JPN), two-time Olympic medallist (1992 gold, 1996 silver), four-time world championship medallist (three gold, one bronze).</p><p>Judoka Sagi Muki (ISR), 2020 Olympic mixed team bronze medallist, two-time world championships medallist (2019 gold, 2022 bronze)","His teammate Peter Paltchik. ""He gives me a lot of inspiration because of the way he trains and behaves, working hard and smart at the same time. He is a very nice and kind person but on the mat he is a beast, a fighter. This is how I want to be."" (Athlete, 23 May 2024)</p><p>His grandfather, Yair Gilbao, who completed his second marathon in 2024, a year after his first. ""He is 77. I admire him and I learn so much from him. In my family we call him 'Superman'. He can do everything and always with a smile, he never complains. (In his second marathon), he got a better result by 30 minutes than last year. He is the proof for me that impossible is nothing.” (Athlete, 23 May 2024)","“I only start counting when it starts hurting.” (Athlete, 23 May 2024)",,Always enters places with his right foot first,
1892874,True,COLOMINO Alejandro,COLOMINO A,Alejandro COLOMINO,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0.0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1988-01-03,TIGRE,Argentina,GENERAL PACHECO,Argentina,,,"Athlete, coach, medical sales representative",Graduated with a degree in Business Administration from the University of Buenos Aires (ARG),,Spanish,Personal: Martin Bonini (ARG),,,,,,,
