code,current,name,gender,function,category,organisation_code,organisation,organisation_long,disciplines,birth_date
1942367,True,NOLAN Yvonne,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942368,True,FERGUSON Peter,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942369,True,O'DWYER Carmel,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942370,True,DONAGHER Ronan,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942371,True,O'BRIEN Paddy,Male,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1942372,True,QUINLAN Christopher,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942373,True,KEANE David,Male,Referee,J,IRL,Ireland,Ireland,['Rugby Sevens'],
1942374,True,TWOMEY Cian,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942375,True,GNECCHI Gianluca,Male,Referee,J,ITA,Italy,Italy,['Rugby Sevens'],
1942376,True,DICKENS Beth,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942377,True,ROZIER Jeremy,Male,Referee,J,FRA,France,France,['Rugby Sevens'],
1942378,True,WARD David,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1942379,True,ROKOVERENI Tevita,Male,Referee,J,FIJ,Fiji,Fiji,['Rugby Sevens'],
1942380,True,McPHAIL James,Male,Referee,J,NED,Netherlands,Netherlands,['Rugby Sevens'],
1942972,True,WANG Ziling,Female,Referee,J,CHN,China,People's Republic of China,['Volleyball'],
1943350,True,HUGHES Christi,Female,Judge,J,GBR,Great Britain,Great Britain,['Cycling BMX Freestyle'],
1943476,True,RAPAPORT Sean,Male,Umpire,J,RSA,South Africa,South Africa,['Hockey'],
1948013,True,ROSTRON Annelize,Female,Umpire,J,RSA,South Africa,South Africa,['Hockey'],
1948034,True,PRASAD Raghu,Male,Umpire,J,IND,India,India,['Hockey'],
1948172,True,MIKHEYEV Yevgeniy,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1948315,True,MOSTAFA Wael,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1948497,True,NOUJAIM Rabah,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1948922,True,PERALTA Carlos,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1949000,True,PAEZ Kristian,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1949352,True,JURGENS Axel,Male,Judge,J,ARG,Argentina,Argentina,['Cycling BMX Freestyle'],
1956115,True,KACHINSKY Brian,Male,Judge,J,USA,United States,United States of America,['Cycling BMX Freestyle'],
1956714,True,NOIROT Romuald,Male,Judge,J,FRA,France,France,['Cycling BMX Freestyle'],
1957925,True,TOSI Fulvia,Female,Judge,J,ITA,Italy,Italy,['Cycling BMX Freestyle'],
1958435,True,McGARRIGLE Ben,Male,Referee,J,IRL,Ireland,Ireland,['Boxing'],
1958462,True,REESE Shawn,Male,Referee,J,USA,United States,United States of America,['Boxing'],
1958696,True,ALTAYEV Alisher,Male,Referee,J,KAZ,Kazakhstan,Kazakhstan,['Boxing'],
1958816,True,MOUHNI Abderrazzak,Male,Referee,J,FRA,France,France,['Boxing'],
1958835,True,BABANLI Anar,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1958863,True,FERREIRA Emanuel,Male,Referee,J,PUR,Puerto Rico,Puerto Rico,['Boxing'],
1958875,True,PASTOR ARREAGA Emerson Alejandro,Male,Referee,J,GUA,Guatemala,Guatemala,['Boxing'],
1959180,True,SCHNEIDER Jill,Female,Jury Member,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963610,True,PRAKSCH Peter,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963689,True,RENEAU Jenna,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963755,True,ROSSO Yohan,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963769,True,SALINS Gatis,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963784,True,VAZQUEZ Roberto,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963816,True,VULIC Martin,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963832,True,ZURAPOVIC Ademir,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963904,True,MALO Maripier,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1963920,True,MAZZONI Manuel,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1969254,True,LATOS Maria,Female,Referee,J,GER,Germany,Germany,['Rugby Sevens'],
1969255,True,FERREIRA Morne,Male,Referee,J,RSA,South Africa,South Africa,['Rugby Sevens'],
1969256,True,BREAKSPEAR Ben,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969257,True,DUARTE Paulo,Male,Referee,J,POR,Portugal,Portugal,['Rugby Sevens'],
1969258,True,WAY Jordan,Male,Referee,J,AUS,Australia,Australia,['Rugby Sevens'],
1969260,True,HOGAN Nick,Male,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1969261,True,RACACA Lavenia,Female,Referee,J,FIJ,Fiji,Fiji,['Rugby Sevens'],
1969262,True,CARTER Jennifer,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1969263,True,COGGER-ORR Maggie,Female,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1969264,True,RODDEN Matt,Male,Referee,J,NZL,New Zealand,New Zealand,['Rugby Sevens'],
1969265,True,SELWOOD George,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969266,True,LOPEZ Cisco,Male,Referee,J,USA,United States,United States of America,['Rugby Sevens'],
1969267,True,KUWAI Ano,Female,Referee,J,JPN,Japan,Japan,['Rugby Sevens'],
1969268,True,LOOK Michelle,Female,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1969271,True,GONZALEZ Francisco,Male,Referee,J,URU,Uruguay,Uruguay,['Rugby Sevens'],
1969272,True,WATTERS Phil,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969273,True,CHAUDHRY Talal-Azmat,Male,Referee,J,CAN,Canada,Canada,['Rugby Sevens'],
1969274,True,CHAN Craig,Male,Referee,J,HKG,"Hong Kong, China","Hong Kong, China",['Rugby Sevens'],
1969278,True,BROWN Finlay,Male,Referee,J,GBR,Great Britain,Great Britain,['Rugby Sevens'],
1969280,True,ROCHE Kat,Female,Referee,J,USA,United States,United States of America,['Rugby Sevens'],
1969282,True,ARCHER Jamie,Male,Referee,J,WR,World Rugby,World Rugby,['Rugby Sevens'],
1969286,True,JACOBS Aj,Male,Referee,J,RSA,South Africa,South Africa,['Rugby Sevens'],
1972217,True,GURBANALIYEV Emil,Male,Referee,J,AZE,Azerbaijan,Azerbaijan,['Boxing'],
1972380,True,MILAN PONCE Juan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1978063,True,RAMOS Armando,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1978746,True,JULIEN Chantal,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1979320,True,PALVANOV Alisher,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Boxing'],
1979476,True,MUHIDDINOV Mansur,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1979504,True,DROZ Nicolas,Male,Judge,J,FRA,France,France,['Skateboarding'],
1979546,True,JUMANIYAZOV Bahodir,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1984366,True,KEANE Reuben,Male,Referee,J,AUS,Australia,Australia,['Rugby Sevens'],
1984367,True,MILLER Tyler,Female,Referee,J,AUS,Australia,Australia,['Rugby Sevens'],
1986901,True,LEE Jaewook,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1988167,True,MGBILITY,Male,Head Judge,J,SVK,Slovakia,Slovakia,['Breaking'],
1990684,True,CHIAMPAS George,Male,Referee,J,USA,United States,United States of America,['Football'],
1990685,True,DUEHMERT Katharina,Female,Referee,J,GER,Germany,Germany,['Football'],
1990686,True,FEKE Penateti,Female,Referee,J,TGA,Tonga,Tonga,['Football'],
1990687,True,FUSTAGNO Fiorella,Female,Referee,J,ITA,Italy,Italy,['Football'],
1990688,True,TERRA Tadeu,Male,Referee,J,BRA,Brazil,Brazil,['Football'],
1990690,True,BILLINGHAM Johsan,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990691,True,BOYCE Steve,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990692,True,CARPINTEIRO ZIMMERMANN Philip,Male,Referee,J,GER,Germany,Germany,['Football'],
1990693,True,DEAN Pauline,Female,Referee,J,NZL,New Zealand,New Zealand,['Football'],
1990695,True,ARAUJO Joao,Male,Referee,J,POR,Portugal,Portugal,['Football'],
1990697,True,FOFI Lorenzo,Male,Referee,J,ITA,Italy,Italy,['Football'],
1990698,True,HAMARSHA Zeina,Female,Referee,J,JOR,Jordan,Jordan,['Football'],
1990700,True,ILIC James,Male,Referee,J,AUS,Australia,Australia,['Football'],
1990702,True,LEE Jae,Male,Referee,J,KOR,Korea,Republic of Korea,['Football'],
1990703,True,LENA Felix,Male,Referee,J,USA,United States,United States of America,['Football'],
1990704,True,MACLEAN John,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990705,True,MATEOS Andres,Male,Referee,J,ESP,Spain,Spain,['Football'],
1990706,True,MERZOUK Mehdi,Male,Referee,J,FRA,France,France,['Football'],
1990707,True,PATEL Sameer,Male,Referee,J,GBR,Great Britain,Great Britain,['Football'],
1990710,True,SCHEPERBOER Coen,Male,Referee,J,NED,Netherlands,Netherlands,['Football'],
1990711,True,SHENOUDA Emad,Male,Referee,J,CAN,Canada,Canada,['Football'],
1990714,True,TOBIAS Guillermo,Male,Referee,J,URU,Uruguay,Uruguay,['Football'],
1990715,True,UCHIDA Shintaro,Male,Referee,J,JPN,Japan,Japan,['Football'],
1990716,True,VELASQUEZ Pedro,Male,Referee,J,GUA,Guatemala,Guatemala,['Football'],
1990717,True,WEILER Richard,Male,Referee,J,GER,Germany,Germany,['Football'],
1990718,True,TAVARES Eduardo,Male,Referee,J,POR,Portugal,Portugal,['Football'],
1990719,True,DAI Jessie,Female,Referee,J,CHN,China,People's Republic of China,['Football'],
1990720,True,LUZANOV Pavel,Male,Referee,J,KGZ,Kyrgyzstan,Kyrgyzstan,['Football'],
1990721,True,NASSAR Khaled,Male,Referee,J,EGY,Egypt,Egypt,['Football'],
1990736,True,DACOSTA Latoya,Female,Referee,J,JAM,Jamaica,Jamaica,['Football'],
1990795,True,MUKAI Naoko,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990866,True,CACHEMAILLE Celine,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990867,True,DETRAZ Stephane,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990868,True,MARTINET Sylvie,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990869,True,VINAGRE Rui,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1990870,True,TERRIER Zina,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1991692,True,SEN Levent,Male,Referee,J,TUR,Türkiye,Türkiye,['Wrestling'],
1991697,True,HALAWA Sherif,Male,Referee,J,EGY,Egypt,Egypt,['Wrestling'],
1991704,True,TRAI Belkacem,Male,Referee,J,ALG,Algeria,Algeria,['Wrestling'],
1993466,True,BASTIAN Beatrice,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993467,True,BECKLES James,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993468,True,BILETSKYI Igor,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993469,True,CELEA Cristian-Georgica,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993470,True,COBZAC Ramona Manuela,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993544,True,SANKO Barbara,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993545,True,FISCHER Angelika,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993546,True,DREKE Erich,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993547,True,EMERY Doug,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993548,True,MORLEY Ray,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993549,True,SALVO Hernan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993550,True,SANCHEZ Armando,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993551,True,SANTI Bernardino,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993552,True,SCAPPA Chiara,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993553,True,SHEVELOVA Olha,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993554,True,SHTYFURA Polina,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993555,True,SOTO Andrews L,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993556,True,TRIKALIOTIS Panagiotis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993557,True,VILLARREAL Angel Luis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993558,True,WONG William Alexander,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1993629,True,DAWANI Nadin,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1994107,True,RAVEL Stephanie,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994108,True,MENARA Mario,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994109,True,HADJRI Mokhtar,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994110,True,GOSSELIN Severine,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994111,True,SILBERMANN Philippe,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994112,True,OUBAALI S Mail,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
1994151,True,GUILLEMOT Vincent,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994152,True,LEFORT Yohan,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994153,True,CASTAGNO Frederic,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994154,True,GRUMEL Nicolas,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994155,True,RICHEL Marie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994156,True,VINCENT Tatiana,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994157,True,PRUDHOMME Eddy,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994158,True,LAMY Jacques,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994159,True,RENAULT Romain,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994160,True,de la CROIX Marie Laure,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994161,True,NOUVEL Jerome,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994162,True,BENRHAZAL Mohamed,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994163,True,SMITS Nathalie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994164,True,CARON Christophe,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994165,True,FERRIER Eduardo,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994166,True,EL MEDIOUNI Najet,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994167,True,VAILLANT Patrice,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994168,True,CALLIGARIS Laurent,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994169,True,CALLIGARIS Florian,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994170,True,VERCHERE Thomas,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994171,True,THOMAZO Alann,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994172,True,LEIDWANGER Stephane,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994173,True,BOBIN Thierry,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994174,True,SOBOLEWSKI Detlef,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994175,True,VERNET Gauthier,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994177,True,DAVID Audrey,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994178,True,PICARD Sylvie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994179,True,GRALL LEMAITRE Flore,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994180,True,ALMEIDA Manuel,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994181,True,COQUIN Johann,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994182,True,GANDON Maxime,Male,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994183,True,CAPLIEZ Virginie,Female,Referee,J,IHF,IHF,International Handball Federation,['Handball'],
1994510,True,ABUJABER Iman,Female,Referee,J,PLE,Palestine,Palestine,['Football'],
1995222,True,MEARY Aurelia,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995226,True,BOIRE Elise,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995228,True,BOUTONNET Gregoire,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995229,True,PREL Nicolas,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995231,True,TAEYE Corinne,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995232,True,FAYS Francois,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995233,True,FOREST Alexis,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995236,True,MECHIN Celine,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995237,True,SEVAUX Arnaud,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1995239,True,CORTINOVIS BEGLOT Chloe,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995240,True,HENON Sandrine,Female,Referee,J,FRA,France,France,['3x3 Basketball'],
1995244,True,FRANCOIS Cedric,Male,Referee,J,FRA,France,France,['3x3 Basketball'],
1997639,True,FROST,Female,Judge B,J,GER,Germany,Germany,['Breaking'],
1997650,True,DOM-K,Male,Judge H,J,FRA,France,France,['Breaking'],
1997675,True,JESS,Female,Judge E,J,ESP,Spain,Spain,['Breaking'],
1997676,True,INTACT,Male,Judge I,J,UKR,Ukraine,Ukraine,['Breaking'],
1998243,True,MIGAZ,Male,Judge D,J,BRA,Brazil,Brazil,['Breaking'],
2003348,True,VIRUS,Male,Judge G,J,KOR,Korea,Republic of Korea,['Breaking'],
2005147,True,ABATTI Ramon,Male,Referee,J,BRA,Brazil,Brazil,['Football'],
2005151,True,AL NAQBI Adel,Male,Referee,J,UAE,UA Emirates,United Arab Emirates,['Football'],
2005153,True,ALVES Edina,Female,Referee,J,BRA,Brazil,Brazil,['Football'],
2005159,True,BEIDA Dahane,Male,Referee,J,MTN,Mauritania,Mauritania,['Football'],
2005161,True,BERNATSKAIA Veronika,Female,Referee,J,KGZ,Kyrgyzstan,Kyrgyzstan,['Football'],
2005166,True,CALDERAS Emikar,Female,Referee,J,VEN,Venezuela,Venezuela,['Football'],
2005170,True,CVETKOVIC Jelena,Female,Referee,J,SRB,Serbia,Serbia,['Football'],
2005179,True,ESKAS Espen,Male,Referee,J,NOR,Norway,Norway,['Football'],
2005180,True,FALCON Yael,Male,Referee,J,ARG,Argentina,Argentina,['Football'],
2005181,True,FERNANDEZ Anahi,Female,Referee,J,URU,Uruguay,Uruguay,['Football'],
2005182,True,FISCHER Drew,Male,Referee,J,CAN,Canada,Canada,['Football'],
2005183,True,GARCIA Katia,Female,Referee,J,MEX,Mexico,Mexico,['Football'],
2005188,True,KARBOUBI Bouchra,Female,Referee,J,MAR,Morocco,Morocco,['Football'],
2005189,True,KAWANA-WAUGH Campbell-Kirk,Male,Referee,J,NZL,New Zealand,New Zealand,['Football'],
2005190,True,KIM Yujeong,Female,Referee,J,KOR,Korea,Republic of Korea,['Football'],
2005191,True,KLARLUND Frida,Female,Referee,J,DEN,Denmark,Denmark,['Football'],
2005193,True,LETEXIER Francois,Male,Referee,J,FRA,France,France,['Football'],
2005195,True,MARTINEZ Said,Male,Referee,J,HON,Honduras,Honduras,['Football'],
2005200,True,NYBERG Glenn,Male,Referee,J,SWE,Sweden,Sweden,['Football'],
2005201,True,OLOFSSON Tess,Female,Referee,J,SWE,Sweden,Sweden,['Football'],
2005206,True,PENSO Tori,Female,Referee,J,USA,United States,United States of America,['Football'],
2005218,True,WELCH Rebecca,Female,Referee,J,GBR,Great Britain,Great Britain,['Football'],
2005219,True,YAMASHITA Yoshimi,Female,Referee,J,JPN,Japan,Japan,['Football'],
2005674,True,LAUKKANEN Anna,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005675,True,WILSON Rosalind,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005676,True,MACDIARMADA Diarmuid,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005677,True,NORFORD Micky,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005678,True,PENA CLEMENTE Felix Francisco,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005679,True,BLANCHARD Edward,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005680,True,BOBINAS Vilmantas,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005681,True,CALO-OY Mark,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005682,True,CANNELL Geoffrey,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005683,True,DAHLEN Geir,Male,Referee,J,NOR,Norway,Norway,['Boxing'],
2005684,True,BEKI Piroska,Female,Referee,J,HUN,Hungary,Hungary,['Boxing'],
2005685,True,DUNAR Cem,Male,Referee,J,NED,Netherlands,Netherlands,['Boxing'],
2005686,True,FALORNI Paola,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005687,True,FRANCHI Carlo,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005688,True,GASPAR Antonin,Male,Referee,J,CZE,Czechia,Czechia,['Boxing'],
2005690,True,HANEVICS Leonids,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005691,True,KOPKE Susann,Female,Referee,J,GER,Germany,Germany,['Boxing'],
2005692,True,LYUBARSKYY Yuriy,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005693,True,MELISS Dmitri,Male,Referee,J,EST,Estonia,Estonia,['Boxing'],
2005694,True,MIETLA Kazimierz,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005695,True,OLANDER Mats,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005696,True,PAVLOV Pavel,Male,Referee,J,BUL,Bulgaria,Bulgaria,['Boxing'],
2005697,True,PETERSON Wade,Male,Referee,J,CAN,Canada,Canada,['Boxing'],
2005698,True,PETERSON Jakov,Male,Referee,J,EST,Estonia,Estonia,['Boxing'],
2005699,True,POPOV Ivan,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005700,True,RAMAJ Naim,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005701,True,RIVERA Don,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005702,True,RIZZARDO Maria,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005703,True,SCHRODER Jurgen,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005704,True,SERVIDE Roberto Fernando,Male,Referee,J,ARG,Argentina,Argentina,['Boxing'],
2005705,True,SIMON Radoslav,Male,Referee,J,SVK,Slovakia,Slovakia,['Boxing'],
2005706,True,SNIUKSTA Gintaras,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005707,True,HAMMER SORENSEN Jorgen,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005708,True,VASILIAUSKAS Rytis,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005709,True,VASYLYNCHUK Pavlo,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005710,True,VERHOEVEN Jeffery,Male,Referee,J,CAN,Canada,Canada,['Boxing'],
2005711,True,VILARINO Manuel,Male,Referee,J,ARG,Argentina,Argentina,['Boxing'],
2005712,True,PIKE David,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005713,True,SZUCS Veronika,Female,Referee,J,HUN,Hungary,Hungary,['Boxing'],
2005714,True,RUHEN Carl,Male,Referee,J,AUS,Australia,Australia,['Boxing'],
2005715,True,INNES Lee,Male,Referee,J,GBR,Great Britain,Great Britain,['Boxing'],
2005716,True,MA Jonghyo,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005717,True,LIN Chia Chan,Female,Referee,J,TPE,Chinese Taipei,Chinese Taipei,['Boxing'],
2005718,True,LEE Hyeok,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005719,True,KURGINIAN Artur,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005720,True,KRUTASOV Sergei,Male,Referee,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005721,True,KIM Jihyun,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005722,True,KIM Jongjin,Male,Referee,J,KOR,Korea,Republic of Korea,['Boxing'],
2005723,True,MIHAI Ion,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005724,True,CHO Jungsook,Female,Referee,J,KOR,Korea,Republic of Korea,['Boxing'],
2005725,True,CHANG Yu Ling,Female,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
2005726,True,ALLAN CAMPBELL Beau,Male,Judge,J,PBU,PBU,Paris 2024 Boxing Unit,['Boxing'],
