date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,qualification_mark
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1889113,GUARAGNA RIGONAT Francisco,Person,ARG,Argentina,24.0,24,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1961043,FONTES Bruno,Person,BRA,Brazil,25.0,25,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1571490,LETTSOME Thad,Person,IVB,"Virgin Islands, B",26.0,26,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1537185,CHEVRIER Luc,Person,LCA,Saint Lucia,27.0,27,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1554860,JURISIC Filip,Person,CRO,Croatia,28.0,28,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1892075,BADAWY Aly,Person,EGY,Egypt,29.0,29,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1917777,ANDRE Filipe,Person,ANG,Angola,30.0,30,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1961735,LEILUA Eroni Tui,Person,SAM,Samoa,31.0,31,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1562117,RATULU Viliame,Person,FIJ,Fiji,32.0,32,POINTS,,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1895120,LUNDGAARD SCHUBERT Johan,Person,DEN,Denmark,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1959269,BLANCO Joaquin,Person,ESP,Spain,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1899731,BECKETT Michael,Person,GBR,Great Britain,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1891955,BUHL Philipp,Person,GER,Germany,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1953917,MAEGLI Juan I,Person,GUA,Guatemala,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1932892,MARQUES Eduardo,Person,POR,Portugal,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1535853,LO Ryan,Person,SGP,Singapore,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1567045,CITAK Yigit Yalcin,Person,TUR,Türkiye,,44,IRM_POINTS,BFD,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1903265,de SMET William,Person,BEL,Belgium,,44,IRM_POINTS,RET,
2024-08-04T17:26:38+02:00,SALMILCA7-------------PREL000700--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 7,Opening Series - Race 7,M,Sailing,SAL,Marseille Marina,1909114,TAPPER Kaarle,Person,FIN,Finland,,44,IRM_POINTS,DNC,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1891955,BUHL Philipp,Person,GER,Germany,1.0,1,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1878600,TOMASGAARD Hermann,Person,NOR,Norway,2.0,2,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1932892,MARQUES Eduardo,Person,POR,Portugal,3.0,3,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1944316,PESCHIERA Stefano,Person,PER,Peru,4.0,4,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1959269,BLANCO Joaquin,Person,ESP,Spain,5.0,5,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1961043,FONTES Bruno,Person,BRA,Brazil,6.0,6,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1905347,KONTIDES Pavlos,Person,CYP,Cyprus,7.0,7,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1899731,BECKETT Michael,Person,GBR,Great Britain,8.0,8,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1938449,SEGUEL LACAMARA Clemente,Person,CHI,Chile,9.0,9,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1945990,WEARN Matt,Person,AUS,Australia,10.0,10,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1931894,LYNCH Finn,Person,IRL,Ireland,11.0,11,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1943037,VADNAI Jonatan,Person,HUN,Hungary,12.0,12,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,13.0,13,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1554860,JURISIC Filip,Person,CRO,Croatia,14.0,14,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1953917,MAEGLI Juan I,Person,GUA,Guatemala,15.0,15,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1981581,ZELKO Zan Luka,Person,SLO,Slovenia,16.0,16,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1571426,ARATHOON PACAS Enrique Jose,Person,ESA,El Salvador,17.0,17,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1903265,de SMET William,Person,BEL,Belgium,18.0,18,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1899642,CHIAVARINI Lorenzo Brando,Person,ITA,Italy,19.0,19,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1567045,CITAK Yigit Yalcin,Person,TUR,Türkiye,20.0,20,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1895120,LUNDGAARD SCHUBERT Johan,Person,DEN,Denmark,21.0,21,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1902253,HA Jeemin,Person,KOR,Korea,22.0,22,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1889113,GUARAGNA RIGONAT Francisco,Person,ARG,Argentina,23.0,23,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1537402,SARAVANAN Vishnu,Person,IND,India,24.0,24,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1931493,VERED VILENCHIK Omer,Person,ISR,Israel,25.0,25,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1940949,DUKIC Milivoj,Person,MNE,Montenegro,26.0,26,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1535853,LO Ryan,Person,SGP,Singapore,27.0,27,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1970524,BOS Duko,Person,NED,Netherlands,28.0,28,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1537185,CHEVRIER Luc,Person,LCA,Saint Lucia,29.0,29,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1559542,BERNAZ Jean-Baptiste,Person,FRA,France,30.0,30,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1537187,FERNANDEZ GAMBOA Pedro Luis,Person,PUR,Puerto Rico,31.0,31,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1961706,HALLIDAY Nicholas,Person,HKG,"Hong Kong, China",32.0,32,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1909954,RAMMO Karl-Martin,Person,EST,Estonia,33.0,33,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1552005,MOHD AFENDY Khairulnizam,Person,MAS,Malaysia,34.0,34,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1931374,ROMANYK Arthit Mikhail,Person,THA,Thailand,35.0,35,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1540693,van AANHOLT Just,Person,ARU,Aruba,36.0,36,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1571490,LETTSOME Thad,Person,IVB,"Virgin Islands, B",37.0,37,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1892075,BADAWY Aly,Person,EGY,Egypt,38.0,39,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1961735,LEILUA Eroni Tui,Person,SAM,Samoa,39.0,40,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1932442,KRASODOMSKI Michal,Person,POL,Poland,40.0,40.2,IRM_POINTS,DPI,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1562117,RATULU Viliame,Person,FIJ,Fiji,41.0,42,POINTS,,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1917777,ANDRE Filipe,Person,ANG,Angola,42.0,43.2,IRM_POINTS,DPI,
2024-08-05T20:26:24+02:00,SALMILCA7-------------PREL000800--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 8,Opening Series - Race 8,M,Sailing,SAL,Marseille Marina,1909114,TAPPER Kaarle,Person,FIN,Finland,,44,IRM_POINTS,DNC,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1945990,WEARN Matt,Person,AUS,Australia,1.0,2,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1905347,KONTIDES Pavlos,Person,CYP,Cyprus,2.0,4,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1943037,VADNAI Jonatan,Person,HUN,Hungary,3.0,6,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1878600,TOMASGAARD Hermann,Person,NOR,Norway,4.0,8,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,5.0,10,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1938449,SEGUEL LACAMARA Clemente,Person,CHI,Chile,6.0,12,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1899642,CHIAVARINI Lorenzo Brando,Person,ITA,Italy,7.0,14,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1931894,LYNCH Finn,Person,IRL,Ireland,8.0,16,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1944316,PESCHIERA Stefano,Person,PER,Peru,9.0,18,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------FNL-000100--,SALMILCA7,Men's Dinghy,Men's Dinghy Medal Race,Medal Race,M,Sailing,SAL,Marseille Marina,1899731,BECKETT Michael,Person,GBR,Great Britain,10.0,20,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1945990,WEARN Matt,Person,AUS,Australia,1.0,40,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1905347,KONTIDES Pavlos,Person,CYP,Cyprus,2.0,56,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1944316,PESCHIERA Stefano,Person,PER,Peru,3.0,80,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1943037,VADNAI Jonatan,Person,HUN,Hungary,4.0,84,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1878600,TOMASGAARD Hermann,Person,NOR,Norway,5.0,85,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1899731,BECKETT Michael,Person,GBR,Great Britain,6.0,87,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,7.0,90,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1938449,SEGUEL LACAMARA Clemente,Person,CHI,Chile,8.0,94,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1899642,CHIAVARINI Lorenzo Brando,Person,ITA,Italy,9.0,111,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1931894,LYNCH Finn,Person,IRL,Ireland,10.0,115,POINTS,,MR
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1932892,MARQUES Eduardo,Person,POR,Portugal,11.0,101,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1559542,BERNAZ Jean-Baptiste,Person,FRA,France,12.0,101,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1891955,BUHL Philipp,Person,GER,Germany,13.0,106,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1940949,DUKIC Milivoj,Person,MNE,Montenegro,14.0,106,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1970524,BOS Duko,Person,NED,Netherlands,15.0,110,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1953917,MAEGLI Juan I,Person,GUA,Guatemala,16.0,111,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1981581,ZELKO Zan Luka,Person,SLO,Slovenia,17.0,113,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1537402,SARAVANAN Vishnu,Person,IND,India,18.0,114,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1554860,JURISIC Filip,Person,CRO,Croatia,19.0,115,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1571426,ARATHOON PACAS Enrique Jose,Person,ESA,El Salvador,20.0,120,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1959269,BLANCO Joaquin,Person,ESP,Spain,21.0,121.2,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1903265,de SMET William,Person,BEL,Belgium,22.0,131,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1567045,CITAK Yigit Yalcin,Person,TUR,Türkiye,23.0,133,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1961706,HALLIDAY Nicholas,Person,HKG,"Hong Kong, China",24.0,136,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1535853,LO Ryan,Person,SGP,Singapore,25.0,138,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1902253,HA Jeemin,Person,KOR,Korea,26.0,140,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1889113,GUARAGNA RIGONAT Francisco,Person,ARG,Argentina,27.0,149,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1961043,FONTES Bruno,Person,BRA,Brazil,28.0,161,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1537185,CHEVRIER Luc,Person,LCA,Saint Lucia,29.0,163,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1931493,VERED VILENCHIK Omer,Person,ISR,Israel,30.0,166,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1909954,RAMMO Karl-Martin,Person,EST,Estonia,31.0,166,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1552005,MOHD AFENDY Khairulnizam,Person,MAS,Malaysia,32.0,168,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1540693,van AANHOLT Just,Person,ARU,Aruba,33.0,178,POINTS,,
2024-08-07T16:34:19+02:00,SALMILCA7-------------------------,SALMILCA7,Men's Dinghy,Men's Dinghy,Final Results,M,Sailing,SAL,,1537187,FERNANDEZ GAMBOA Pedro Luis,Person,PUR,Puerto Rico,34.0,187,POINTS,,
