date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_WLT,bib
2024-08-10T13:15:18+02:00,WREMFS65KG------------QFNL000300--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947183,ALIYEV Haji,Person,AZE,Azerbaijan,3,L,6
2024-08-10T13:25:58+02:00,WREMFS65KG------------QFNL000400--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1559387,DUDAEV Islam,Person,ALB,Albania,0,L,7
2024-08-10T13:25:58+02:00,WREMFS65KG------------QFNL000400--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544830,AMOUZADKHALILI Rahman,Person,IRI,IR Iran,11,W,2
2024-08-10T18:26:47+02:00,WREMFS65KG------------SFNL000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1921673,TUMUR OCHIR Tulga,Person,MGL,Mongolia,1,L,8
2024-08-10T18:26:47+02:00,WREMFS65KG------------SFNL000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1939700,KIYOOKA Kotaro,Person,JPN,Japan,5,W,11
2024-08-10T18:34:32+02:00,WREMFS65KG------------SFNL000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1913875,MUSZUKAJEV Iszmail,Person,HUN,Hungary,0,L,3
2024-08-10T18:34:32+02:00,WREMFS65KG------------SFNL000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1544830,AMOUZADKHALILI Rahman,Person,IRI,IR Iran,10,W,2
2024-08-11T11:09:44+02:00,WREMFS65KG------------REP2000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,2008688,SACULTAN Maxim,Person,MDA,Republic of Moldova,4,L,5
2024-08-11T11:09:44+02:00,WREMFS65KG------------REP2000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1537188,RIVERA Sebastian C,Person,PUR,Puerto Rico,15,W,4
2024-08-11T11:19:07+02:00,WREMFS65KG------------REP2000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1955473,RETHERFORD Zain Allen,Person,USA,United States,,L,16
2024-08-11T11:19:07+02:00,WREMFS65KG------------REP2000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1559387,DUDAEV Islam,Person,ALB,Albania,,W,7
2024-08-11T12:02:27+02:00,WREMFS65KG------------REPF000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1537188,RIVERA Sebastian C,Person,PUR,Puerto Rico,10,W,4
2024-08-11T12:02:27+02:00,WREMFS65KG------------REPF000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1921673,TUMUR OCHIR Tulga,Person,MGL,Mongolia,9,L,8
2024-08-11T12:18:22+02:00,WREMFS65KG------------REPF000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1559387,DUDAEV Islam,Person,ALB,Albania,13,W,7
2024-08-11T12:18:22+02:00,WREMFS65KG------------REPF000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1913875,MUSZUKAJEV Iszmail,Person,HUN,Hungary,12,L,3
2024-08-11T12:33:07+02:00,WREMFS65KG------------FNL-000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939700,KIYOOKA Kotaro,Person,JPN,Japan,10,W,11
2024-08-11T12:33:07+02:00,WREMFS65KG------------FNL-000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544830,AMOUZADKHALILI Rahman,Person,IRI,IR Iran,3,L,2
2024-08-09T11:19:09+02:00,WREMFS74KG------------R32-000300--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Qualification,Qualification,M,Wrestling,WRE,Champ-de-Mars Arena,1925355,CHAMIZO MARQUEZ Frank,Person,ITA,Italy,4,L,10
2024-08-09T11:19:09+02:00,WREMFS74KG------------R32-000300--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Qualification,Qualification,M,Wrestling,WRE,Champ-de-Mars Arena,1544831,EMAMICHOGHAEI Yones,Person,IRI,IR Iran,9,W,11
2024-08-09T11:29:32+02:00,WREMFS74KG------------R32-001400--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Qualification,Qualification,M,Wrestling,WRE,Champ-de-Mars Arena,1562164,JAMALOV Razambek Salambekovitch,Person,UZB,Uzbekistan,8,W,16
2024-08-09T11:29:32+02:00,WREMFS74KG------------R32-001400--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Qualification,Qualification,M,Wrestling,WRE,Champ-de-Mars Arena,1879786,KADZIMAHAMEDAU Mahamedkhabib,Person,AIN,AIN,0,L,17
2024-08-09T11:35:18+02:00,WREMFS74KG------------8FNL000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955345,DAKE Kyle Douglas,Person,USA,United States,10,W,1
2024-08-09T11:35:18+02:00,WREMFS74KG------------8FNL000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1925079,MONTERO CHIRINOS Anthony Jose,Person,VEN,Venezuela,0,L,9
2024-08-09T11:41:02+02:00,WREMFS74KG------------8FNL000300--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1956572,CABOLOV Hetik,Person,SRB,Serbia,10,W,5
2024-08-09T11:41:02+02:00,WREMFS74KG------------8FNL000300--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1894549,MAHDAVI Iman,Person,EOR,EOR,0,L,12
2024-08-09T11:49:52+02:00,WREMFS74KG------------8FNL000400--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1572079,GARZON CABALLERO Geandry,Person,CUB,Cuba,0,L,13
2024-08-09T11:49:52+02:00,WREMFS74KG------------8FNL000400--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939708,TAKATANI Daichi,Person,JPN,Japan,10,W,4
2024-08-09T11:53:44+02:00,WREMFS74KG------------8FNL000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544831,EMAMICHOGHAEI Yones,Person,IRI,IR Iran,10,W,11
2024-08-09T11:53:44+02:00,WREMFS74KG------------8FNL000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1565114,NDUM Bacar,Person,GBS,Guinea-Bissau,0,L,8
2024-08-09T12:05:37+02:00,WREMFS74KG------------8FNL000500--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1963799,KOUGIOUMTSIDIS Georgios,Person,GRE,Greece,2,L,3
2024-08-09T12:05:37+02:00,WREMFS74KG------------8FNL000500--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1914866,RASSADIN Viktor,Person,TJK,Tajikistan,8,W,14
2024-08-09T12:18:44+02:00,WREMFS74KG------------8FNL000600--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562208,HUSSEN Amr,Person,EGY,Egypt,4,L,15
2024-08-09T12:18:44+02:00,WREMFS74KG------------8FNL000600--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1919992,LU Feng,Person,CHN,China,14,W,6
2024-08-09T12:31:51+02:00,WREMFS74KG------------8FNL000700--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1911532,SALKAZANOV Tajmuraz Mairbekovic,Person,SVK,Slovakia,3,L,7
2024-08-09T12:31:51+02:00,WREMFS74KG------------8FNL000700--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562164,JAMALOV Razambek Salambekovitch,Person,UZB,Uzbekistan,11,W,16
2024-08-09T12:42:15+02:00,WREMFS74KG------------8FNL000800--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,3429662,VALIEV Chermen,Person,ALB,Albania,4,W,18
2024-08-09T12:42:15+02:00,WREMFS74KG------------8FNL000800--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947180,BAYRAMOV Turan,Person,AZE,Azerbaijan,3,L,2
2024-08-09T12:54:19+02:00,WREMFS74KG------------QFNL000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955345,DAKE Kyle Douglas,Person,USA,United States,11,W,1
2024-08-09T12:54:19+02:00,WREMFS74KG------------QFNL000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544831,EMAMICHOGHAEI Yones,Person,IRI,IR Iran,1,L,11
2024-08-09T13:01:26+02:00,WREMFS74KG------------QFNL000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1956572,CABOLOV Hetik,Person,SRB,Serbia,0,L,5
2024-08-09T13:01:26+02:00,WREMFS74KG------------QFNL000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939708,TAKATANI Daichi,Person,JPN,Japan,10,W,4
2024-08-09T13:11:09+02:00,WREMFS74KG------------QFNL000300--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1914866,RASSADIN Viktor,Person,TJK,Tajikistan,7,W,14
2024-08-09T13:11:09+02:00,WREMFS74KG------------QFNL000300--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1919992,LU Feng,Person,CHN,China,4,L,6
2024-08-09T13:24:05+02:00,WREMFS74KG------------QFNL000400--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562164,JAMALOV Razambek Salambekovitch,Person,UZB,Uzbekistan,6,W,16
2024-08-09T13:24:05+02:00,WREMFS74KG------------QFNL000400--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,3429662,VALIEV Chermen,Person,ALB,Albania,5,L,18
2024-08-09T18:34:03+02:00,WREMFS74KG------------SFNL000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1955345,DAKE Kyle Douglas,Person,USA,United States,12,L,1
2024-08-09T18:34:03+02:00,WREMFS74KG------------SFNL000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1939708,TAKATANI Daichi,Person,JPN,Japan,20,W,4
2024-08-09T18:46:45+02:00,WREMFS74KG------------SFNL000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1914866,RASSADIN Viktor,Person,TJK,Tajikistan,2,L,14
2024-08-09T18:46:45+02:00,WREMFS74KG------------SFNL000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1562164,JAMALOV Razambek Salambekovitch,Person,UZB,Uzbekistan,8,W,16
2024-08-10T10:14:52+02:00,WREMFS74KG------------REP2000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1572079,GARZON CABALLERO Geandry,Person,CUB,Cuba,,L,13
2024-08-10T10:14:52+02:00,WREMFS74KG------------REP2000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1956572,CABOLOV Hetik,Person,SRB,Serbia,,W,5
2024-08-10T11:15:53+02:00,WREMFS74KG------------REP1000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1879786,KADZIMAHAMEDAU Mahamedkhabib,Person,AIN,AIN,6,W,17
2024-08-10T11:15:53+02:00,WREMFS74KG------------REP1000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1911532,SALKAZANOV Tajmuraz Mairbekovic,Person,SVK,Slovakia,6,L,7
2024-08-10T11:59:39+02:00,WREMFS74KG------------REP2000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1879786,KADZIMAHAMEDAU Mahamedkhabib,Person,AIN,AIN,2,L,17
2024-08-10T11:59:39+02:00,WREMFS74KG------------REP2000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,3429662,VALIEV Chermen,Person,ALB,Albania,12,W,18
2024-08-10T19:40:34+02:00,WREMFS74KG------------REPF000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1956572,CABOLOV Hetik,Person,SRB,Serbia,4,L,5
2024-08-10T19:40:34+02:00,WREMFS74KG------------REPF000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1955345,DAKE Kyle Douglas,Person,USA,United States,10,W,1
2024-08-10T19:55:31+02:00,WREMFS74KG------------REPF000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,3429662,VALIEV Chermen,Person,ALB,Albania,6,W,18
2024-08-10T19:55:31+02:00,WREMFS74KG------------REPF000200--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1914866,RASSADIN Viktor,Person,TJK,Tajikistan,2,L,14
2024-08-10T20:05:07+02:00,WREMFS74KG------------FNL-000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939708,TAKATANI Daichi,Person,JPN,Japan,0,L,4
2024-08-10T20:05:07+02:00,WREMFS74KG------------FNL-000100--,WREMFS74KG,Men's Freestyle 74kg,Men's Freestyle 74kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562164,JAMALOV Razambek Salambekovitch,Person,UZB,Uzbekistan,5,W,16
2024-08-08T11:40:46+02:00,WREMFS86KG------------8FNL000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1936284,DAULETBEKOV Azamat,Person,KAZ,Kazakhstan,3,L,1
2024-08-08T11:40:46+02:00,WREMFS86KG------------8FNL000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955300,BROOKS Aaron Marquel,Person,USA,United States,4,W,9
2024-08-08T11:49:39+02:00,WREMFS86KG------------8FNL000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544908,BENFERDJALLAH Fateh,Person,ALG,Algeria,0,L,10
2024-08-08T11:49:39+02:00,WREMFS86KG------------8FNL000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939699,ISHIGURO Hayato,Person,JPN,Japan,11,W,8
2024-08-08T11:57:34+02:00,WREMFS86KG------------8FNL000300--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1556873,RAMAZANOV Magomed Eldarovitch,Person,BUL,Bulgaria,12,W,5
2024-08-08T11:57:34+02:00,WREMFS86KG------------8FNL000300--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1967726,MOORE Alexander Robert,Person,CAN,Canada,2,L,11
2024-08-08T12:08:12+02:00,WREMFS86KG------------8FNL000400--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1899127,GAMKRELIDZE Vladimeri,Person,GEO,Georgia,1,L,12
2024-08-08T12:08:12+02:00,WREMFS86KG------------8FNL000400--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562175,SHAPIEV Javrail,Person,UZB,Uzbekistan,5,W,4
2024-08-08T12:18:18+02:00,WREMFS86KG------------8FNL000500--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1891723,AMINE Myles Nazem,Person,SMR,San Marino,7,W,3
2024-08-08T12:18:18+02:00,WREMFS86KG------------8FNL000500--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1572016,MYKHAILOV Vasyl,Person,UKR,Ukraine,4,L,13
2024-08-08T12:29:14+02:00,WREMFS86KG------------8FNL000600--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947181,NURMAGOMEDOV Osman,Person,AZE,Azerbaijan,11,W,14
2024-08-08T12:29:14+02:00,WREMFS86KG------------8FNL000600--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1920753,BYAMBASUREN Bat Erdene,Person,MGL,Mongolia,2,L,6
2024-08-08T12:41:08+02:00,WREMFS86KG------------8FNL000700--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1963800,KURUGLIEV Dauren,Person,GRE,Greece,11,W,7
2024-08-08T12:41:08+02:00,WREMFS86KG------------8FNL000700--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1551787,RAMOS Ethan Adrian,Person,PUR,Puerto Rico,0,L,15
2024-08-08T12:48:59+02:00,WREMFS86KG------------8FNL000800--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947747,LAWRENCE Jayden Alexander,Person,AUS,Australia,0,L,16
2024-08-08T12:48:59+02:00,WREMFS86KG------------8FNL000800--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544803,YAZDANICHARATI Hassan,Person,IRI,IR Iran,10,W,2
2024-08-08T13:00:13+02:00,WREMFS86KG------------QFNL000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955300,BROOKS Aaron Marquel,Person,USA,United States,11,W,9
2024-08-08T13:00:13+02:00,WREMFS86KG------------QFNL000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939699,ISHIGURO Hayato,Person,JPN,Japan,1,L,8
2024-08-08T13:10:20+02:00,WREMFS86KG------------QFNL000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1556873,RAMAZANOV Magomed Eldarovitch,Person,BUL,Bulgaria,4,W,5
2024-08-08T13:10:20+02:00,WREMFS86KG------------QFNL000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562175,SHAPIEV Javrail,Person,UZB,Uzbekistan,1,L,4
2024-08-08T13:23:52+02:00,WREMFS86KG------------QFNL000300--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1891723,AMINE Myles Nazem,Person,SMR,San Marino,16,W,3
2024-08-08T13:23:52+02:00,WREMFS86KG------------QFNL000300--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947181,NURMAGOMEDOV Osman,Person,AZE,Azerbaijan,14,L,14
2024-08-08T13:33:38+02:00,WREMFS86KG------------QFNL000400--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1963800,KURUGLIEV Dauren,Person,GRE,Greece,4,L,7
2024-08-08T13:33:38+02:00,WREMFS86KG------------QFNL000400--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544803,YAZDANICHARATI Hassan,Person,IRI,IR Iran,9,W,2
2024-08-08T18:41:18+02:00,WREMFS86KG------------SFNL000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1955300,BROOKS Aaron Marquel,Person,USA,United States,3,L,9
2024-08-08T18:41:18+02:00,WREMFS86KG------------SFNL000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1556873,RAMAZANOV Magomed Eldarovitch,Person,BUL,Bulgaria,4,W,5
2024-08-08T18:53:03+02:00,WREMFS86KG------------SFNL000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1891723,AMINE Myles Nazem,Person,SMR,San Marino,1,L,3
2024-08-08T18:53:03+02:00,WREMFS86KG------------SFNL000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1544803,YAZDANICHARATI Hassan,Person,IRI,IR Iran,7,W,2
2024-08-09T11:12:08+02:00,WREMFS86KG------------REP2000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1967726,MOORE Alexander Robert,Person,CAN,Canada,1,L,11
2024-08-09T11:12:08+02:00,WREMFS86KG------------REP2000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1562175,SHAPIEV Javrail,Person,UZB,Uzbekistan,6,W,4
2024-08-09T11:16:21+02:00,WREMFS86KG------------REP2000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1947747,LAWRENCE Jayden Alexander,Person,AUS,Australia,0,L,16
2024-08-09T11:16:21+02:00,WREMFS86KG------------REP2000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1963800,KURUGLIEV Dauren,Person,GRE,Greece,10,W,7
2024-08-09T20:30:37+02:00,WREMFS86KG------------REPF000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1562175,SHAPIEV Javrail,Person,UZB,Uzbekistan,0,L,4
2024-08-09T20:30:37+02:00,WREMFS86KG------------REPF000100--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1955300,BROOKS Aaron Marquel,Person,USA,United States,5,W,9
2024-08-09T20:44:49+02:00,WREMFS86KG------------REPF000200--,WREMFS86KG,Men's Freestyle 86kg,Men's Freestyle 86kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1963800,KURUGLIEV Dauren,Person,GRE,Greece,5,W,7
