date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,start_order,bib
2024-08-04T15:32:36+02:00,GARM1APSR-------------FNL-000001--,GARM1APSR,Men's Rings,Men's Rings Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1918864,ZHANG Boheng,Person,CHN,China,,,NO_SCORE,,9,118
2024-08-04T15:32:36+02:00,GARM1APSR-------------FNL-000001--,GARM1APSR,Men's Rings,Men's Rings Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1959781,HONG Asher,Person,USA,United States,,,NO_SCORE,,10,189
2024-08-04T15:32:36+02:00,GARM1APSR-------------FNL-000001--,GARM1APSR,Men's Rings,Men's Rings Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1568163,COLAK Ibrahim,Person,TUR,Türkiye,,,NO_SCORE,,11,181
2024-08-04T15:32:36+02:00,GARM1APSR-------------FNL-000001--,GARM1APSR,Men's Rings,Men's Rings Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1919490,TANIGAWA Wataru,Person,JPN,Japan,,,NO_SCORE,,12,158
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----SUI01,Switzerland,Team,SUI,Switzerland,,41.632,POINTS,,1,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----CAN01,Canada,Team,CAN,Canada,,43.166,POINTS,,2,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----ITA01,Italy,Team,ITA,Italy,,43.266,POINTS,,3,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----USA01,United States of America,Team,USA,United States,,44.032,POINTS,,4,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----GBR01,Great Britain,Team,GBR,Great Britain,,43.265,POINTS,,5,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----UKR01,Ukraine,Team,UKR,Ukraine,,44.466,POINTS,,6,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----JPN01,Japan,Team,JPN,Japan,,43.433,POINTS,,7,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL-000001--,GARMTEAM,Men's Team,Men's Team Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,GARMTEAM----CHN01,People's Republic of China,Team,CHN,China,,42.099,POINTS,,8,
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----JPN01,Japan,Team,JPN,Japan,1.0,259.594,POINTS,,,154
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----CHN01,People's Republic of China,Team,CHN,China,2.0,259.062,POINTS,0.532,,115
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----USA01,United States of America,Team,USA,United States,3.0,257.793,POINTS,1.801,,189
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----GBR01,Great Britain,Team,GBR,Great Britain,4.0,255.527,POINTS,4.067,,132
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----UKR01,Ukraine,Team,UKR,Ukraine,5.0,254.761,POINTS,4.833,,184
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----ITA01,Italy,Team,ITA,Italy,6.0,248.260,POINTS,11.334,,148
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----SUI01,Switzerland,Team,SUI,Switzerland,7.0,247.427,POINTS,12.167,,172
2024-07-29T20:11:06+02:00,GARMTEAM--------------FNL---------,GARMTEAM,Men's Team,Men's Team Final,Final Results,M,Artistic Gymnastics,GAR,,GARMTEAM----CAN01,Canada,Team,CAN,Canada,8.0,245.426,POINTS,14.168,,110
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1975874,YULO Carlos Edriel,Person,PHI,Philippines,1.0,15.116,POINTS,,4,170
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1915828,DAVTYAN Artur,Person,ARM,Armenia,2.0,14.966,POINTS,0.150,8,101
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1904740,HEPWORTH Harry,Person,GBR,Great Britain,3.0,14.949,POINTS,0.167,2,133
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1904741,JARMAN Jake,Person,GBR,Great Britain,4.0,14.933,POINTS,0.183,3,134
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1928055,BENOVIC Aurel,Person,CRO,Croatia,5.0,14.900,POINTS,0.216,6,121
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1897557,CHEPURNYI Nazar,Person,UKR,Ukraine,6.0,14.899,POINTS,0.217,1,184
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1538648,OLFATI Mahdi,Person,IRI,IR Iran,7.0,14.266,POINTS,0.850,7,145
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1897558,RADIVILOV Igor,Person,UKR,Ukraine,8.0,14.166,POINTS,0.950,5,186
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1959781,HONG Asher,Person,USA,United States,,,NO_SCORE,,9,189
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1568169,ASIL Adem,Person,TUR,Türkiye,,,NO_SCORE,,10,180
2024-08-04T17:08:32+02:00,GARM1APVT-------------FNL-000001--,GARM1APVT,Men's Vault,Men's Vault Final,Final,M,Artistic Gymnastics,GAR,Bercy Arena,1940555,LEE Junho,Person,KOR,Korea,,,NO_SCORE,,11,162
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959866,LEE Sunisa,Person,USA,United States,,13.933,POINTS,,1,394
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,,15.100,POINTS,,2,310
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,,15.766,POINTS,,3,391
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1551061,D'AMATO Alice,Person,ITA,Italy,,14.000,POINTS,,4,352
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560762,ESPOSITO Manila,Person,ITA,Italy,,13.866,POINTS,,5,353
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1545688,NEMOUR Kaylia,Person,ALG,Algeria,,14.033,POINTS,,6,301
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1904732,FENTON Georgia-Mae,Person,GBR,Great Britain,,13.633,POINTS,,1,339
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550176,GHIGOARTA Amalia,Person,ROU,Romania,,13.100,POINTS,,2,383
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1535310,BLANCO Luisa,Person,COL,Colombia,,13.500,POINTS,,3,326
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1956517,KINSELLA Alice,Person,GBR,Great Britain,,13.800,POINTS,,4,340
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1973123,STEWART Ava,Person,CAN,Canada,,13.333,POINTS,,5,319
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1896184,VOSS Sarah,Person,GER,Germany,,12.500,POINTS,,6,344
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1896215,KEVRIC Helen,Person,GER,Germany,,13.866,POINTS,,1,342
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1895146,CZIFRA Bettina Lili,Person,HUN,Hungary,,12.966,POINTS,,2,347
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1970190,VISSER Naomi,Person,NED,Netherlands,,12.966,POINTS,,3,371
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1938926,MARTINS Filipa,Person,POR,Portugal,,12.500,POINTS,,4,379
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1919365,NAKAMURA Haruka,Person,JPN,Japan,,12.833,POINTS,,5,358
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550170,BARBOSU Ana,Person,ROU,Romania,,14.000,POINTS,,6,381
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1941588,PASS Ruby,Person,AUS,Australia,,13.633,POINTS,,1,304
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918871,OU Yushan,Person,CHN,China,,12.966,POINTS,,2,322
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953620,SARAIVA Flavia,Person,BRA,Brazil,,13.633,POINTS,,3,313
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1919408,KISHI Rina,Person,JPN,Japan,,13.766,POINTS,,4,356
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1973077,BLACK Elsabeth,Person,CAN,Canada,,14.100,POINTS,,5,316
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL-000001--,GARW1AA,Women's All-Around,Women's All-Around Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918872,QIU Qiyuan,Person,CHN,China,,13.133,POINTS,,6,323
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1959861,BILES Simone,Person,USA,United States,1.0,59.131,POINTS,,,391
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1953634,ANDRADE Rebeca,Person,BRA,Brazil,2.0,57.932,POINTS,1.199,,310
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1959866,LEE Sunisa,Person,USA,United States,3.0,56.465,POINTS,2.666,,394
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1551061,D'AMATO Alice,Person,ITA,Italy,4.0,56.333,POINTS,2.798,,352
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1545688,NEMOUR Kaylia,Person,ALG,Algeria,5.0,55.899,POINTS,3.232,,301
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1973077,BLACK Elsabeth,Person,CAN,Canada,6.0,54.799,POINTS,4.332,,316
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1918872,QIU Qiyuan,Person,CHN,China,7.0,54.766,POINTS,4.365,,323
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1896215,KEVRIC Helen,Person,GER,Germany,8.0,54.598,POINTS,4.533,,342
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1953620,SARAIVA Flavia,Person,BRA,Brazil,9.0,54.032,POINTS,5.099,,313
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1970190,VISSER Naomi,Person,NED,Netherlands,10.0,53.965,POINTS,5.166,,371
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1919408,KISHI Rina,Person,JPN,Japan,11.0,53.965,POINTS,5.166,,356
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1956517,KINSELLA Alice,Person,GBR,Great Britain,12.0,53.799,POINTS,5.332,,340
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1941588,PASS Ruby,Person,AUS,Australia,13.0,53.798,POINTS,5.333,,304
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1560762,ESPOSITO Manila,Person,ITA,Italy,14.0,53.599,POINTS,5.532,,353
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1919365,NAKAMURA Haruka,Person,JPN,Japan,15.0,53.099,POINTS,6.032,,358
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1918871,OU Yushan,Person,CHN,China,16.0,52.898,POINTS,6.233,,322
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1550170,BARBOSU Ana,Person,ROU,Romania,17.0,52.465,POINTS,6.666,,381
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1904732,FENTON Georgia-Mae,Person,GBR,Great Britain,18.0,51.766,POINTS,7.365,,339
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1973123,STEWART Ava,Person,CAN,Canada,19.0,51.632,POINTS,7.499,,319
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1938926,MARTINS Filipa,Person,POR,Portugal,20.0,51.232,POINTS,7.899,,379
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1895146,CZIFRA Bettina Lili,Person,HUN,Hungary,21.0,51.099,POINTS,8.032,,347
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1550176,GHIGOARTA Amalia,Person,ROU,Romania,22.0,50.732,POINTS,8.399,,383
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1535310,BLANCO Luisa,Person,COL,Colombia,23.0,50.199,POINTS,8.932,,326
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1896184,VOSS Sarah,Person,GER,Germany,24.0,49.999,POINTS,9.132,,344
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1551061,D'AMATO Alice,Person,ITA,Italy,1.0,14.366,POINTS,,6,352
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918881,ZHOU Yaqin,Person,CHN,China,2.0,14.100,POINTS,0.266,1,325
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560762,ESPOSITO Manila,Person,ITA,Italy,3.0,14.000,POINTS,0.366,4,353
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,4.0,13.933,POINTS,0.433,8,310
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,5.0,13.100,POINTS,1.266,7,391
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959866,LEE Sunisa,Person,USA,United States,6.0,13.100,POINTS,1.266,2,394
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953626,SOARES Julia,Person,BRA,Brazil,7.0,12.333,POINTS,2.033,3,314
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550186,MANECA-VOINEA Sabrina,Person,ROU,Romania,8.0,11.733,POINTS,2.633,5,384
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1970200,WEVERS Sanne,Person,NED,Netherlands,,,NO_SCORE,,9,373
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1903489,BOYER Marine,Person,FRA,France,,,NO_SCORE,,10,332
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918870,LUO Huan,Person,CHN,China,,,NO_SCORE,,11,321
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,1.0,14.166,POINTS,,2,310
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,2.0,14.133,POINTS,0.033,7,391
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959825,CHILES Jordan,Person,USA,United States,3.0,13.766,POINTS,0.400,9,393
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550170,BARBOSU Ana,Person,ROU,Romania,4.0,13.700,POINTS,0.466,5,381
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550186,MANECA-VOINEA Sabrina,Person,ROU,Romania,5.0,13.700,POINTS,0.466,8,384
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1551061,D'AMATO Alice,Person,ITA,Italy,6.0,13.600,POINTS,0.566,6,352
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1919408,KISHI Rina,Person,JPN,Japan,7.0,13.166,POINTS,1.000,4,356
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918871,OU Yushan,Person,CHN,China,8.0,13.000,POINTS,1.166,3,322
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560762,ESPOSITO Manila,Person,ITA,Italy,9.0,12.133,POINTS,2.033,1,353
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918878,ZHANG Yihan,Person,CHN,China,,,NO_SCORE,,10,324
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953626,SOARES Julia,Person,BRA,Brazil,,,NO_SCORE,,11,314
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953624,BARBOSA Jade,Person,BRA,Brazil,,,NO_SCORE,,12,311
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560761,ANDREOLI Angela,Person,ITA,Italy,,,NO_SCORE,,13,351
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918881,ZHOU Yaqin,Person,CHN,China,,,NO_SCORE,,14,325
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1973077,BLACK Elsabeth,Person,CAN,Canada,,,NO_SCORE,,15,316
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----USA01,United States of America,Team,USA,United States,,44.100,POINTS,,1,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----ITA01,Italy,Team,ITA,Italy,,41.665,POINTS,,2,
