date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,start_order
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1904977,KOS Hubert,Person,HUN,Hungary,2.0,1:57.01,TIME,,0.12,4
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1954562,SISKOS Apostolos,Person,GRE,Greece,3.0,1:57.26,TIME,,0.37,3
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1935928,JONES Keaton,Person,USA,United States,4.0,1:57.54,TIME,,0.65,5
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1903608,MORGAN Oliver,Person,GBR,Great Britain,5.0,1:57.56,TIME,,0.67,7
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1909438,TELEGDY Adam,Person,HUN,Hungary,6.0,1:57.98,TIME,,1.09,6
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1967156,TIERNEY Blake,Person,CAN,Canada,7.0,1:58.39,TIME,,1.50,8
2024-07-31T11:44:04+02:00,SWMM200MBA------------HEAT000400--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1903550,GREENBANK Luke,Person,GBR,Great Britain,,,IRM,DSQ,,1
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1904977,KOS Hubert,Person,HUN,Hungary,1.0,1:55.96,TIME,,,5
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1907192,MAERTENS Lukas,Person,GER,Germany,2.0,1:56.33,TIME,,0.37,4
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1954838,GONZALEZ de OLIVEIRA Hugo,Person,ESP,Spain,3.0,1:56.52,TIME,,0.56,3
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1925635,CECCON Thomas,Person,ITA,Italy,4.0,1:56.59,TIME,,0.63,1
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1901663,LEE Juho,Person,KOR,Korea,5.0,1:56.76,TIME,,0.80,2
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1903608,MORGAN Oliver,Person,GBR,Great Britain,6.0,1:57.28,TIME,,1.32,7
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1909438,TELEGDY Adam,Person,HUN,Hungary,7.0,1:57.58,TIME,,1.62,8
2024-07-31T21:52:52+02:00,SWMM200MBA------------SFNL000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1891608,TAKEHARA Hidekazu,Person,JPN,Japan,8.0,1:58.03,TIME,,2.07,6
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1977754,MITYUKOV Roman,Person,SUI,Switzerland,1.0,1:56.05,TIME,,,4
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1962581,COETZE Pieter,Person,RSA,South Africa,2.0,1:56.09,TIME,,0.04,5
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1954557,CHRISTOU Apostolos,Person,GRE,Greece,3.0,1:56.33,TIME,,0.28,6
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1935928,JONES Keaton,Person,USA,United States,4.0,1:56.39,TIME,,0.34,7
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1909311,TOMAC Mewen,Person,FRA,France,5.0,1:56.43,TIME,,0.38,1
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1935957,MURPHY Ryan,Person,USA,United States,6.0,1:56.62,TIME,,0.57,3
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1954562,SISKOS Apostolos,Person,GRE,Greece,7.0,1:57.77,TIME,,1.72,2
2024-07-31T22:00:34+02:00,SWMM200MBA------------SFNL000200--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1909299,NDOYE-BROUARD Yohann,Person,FRA,France,8.0,1:58.65,TIME,,2.60,8
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1904977,KOS Hubert,Person,HUN,Hungary,1.0,1:54.26,TIME,,,4
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1954557,CHRISTOU Apostolos,Person,GRE,Greece,2.0,1:54.82,TIME,,0.56,2
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1977754,MITYUKOV Roman,Person,SUI,Switzerland,3.0,1:54.85,TIME,,0.59,5
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1909311,TOMAC Mewen,Person,FRA,France,4.0,1:55.38,TIME,,1.12,1
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1935928,JONES Keaton,Person,USA,United States,5.0,1:55.39,TIME,,1.13,7
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1954838,GONZALEZ de OLIVEIRA Hugo,Person,ESP,Spain,6.0,1:55.47,TIME,,1.21,8
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1962581,COETZE Pieter,Person,RSA,South Africa,7.0,1:55.60,TIME,,1.34,3
2024-08-01T20:43:56+02:00,SWMM200MBA------------FNL-000100--,SWMM200MBA,Men's 200m Backstroke,Men's 200m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1907192,MAERTENS Lukas,Person,GER,Germany,8.0,1:55.97,TIME,,1.71,6
2024-07-30T13:05:52+02:00,SWMM200MBR------------HEAT000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1965697,CHRISTIANSON Bernhard Tyler,Person,PAN,Panama,1.0,2:15.62,TIME,,,5
2024-07-30T13:05:52+02:00,SWMM200MBR------------HEAT000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1925883,HORREGO Julio,Person,HON,Honduras,2.0,2:18.91,TIME,,3.29,4
2024-07-30T13:05:52+02:00,SWMM200MBR------------HEAT000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1543093,GHALI Saud,Person,BRN,Bahrain,3.0,2:22.51,TIME,,6.89,3
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1891622,HANAGURUMA Yu,Person,JPN,Japan,1.0,2:10.35,TIME,,,5
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1935900,FALLON Matt,Person,USA,United States,2.0,2:10.49,TIME,,0.14,4
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1563607,EPITROPOV Lyubomir,Person,BUL,Bulgaria,3.0,2:10.59,TIME,,0.24,2
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1946195,YONG Joshua,Person,AUS,Australia,4.0,2:10.68,TIME,,0.33,3
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1909330,MATTSSON Matti,Person,FIN,Finland,5.0,2:11.18,TIME,,0.83,6
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1949727,SAVICKAS Aleksas,Person,LTU,Lithuania,6.0,2:11.53,TIME,,1.18,7
2024-07-30T13:09:57+02:00,SWMM200MBR------------HEAT000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1565853,AL-WIR Amro,Person,JOR,Jordan,7.0,2:15.78,TIME,,5.43,1
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1946185,STUBBLETY-COOK Zac,Person,AUS,Australia,1.0,2:09.49,TIME,,,4
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1972545,CORBEAU Caspar,Person,NED,Netherlands,2.0,2:09.78,TIME,,0.29,3
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1891656,WATANABE Ippei,Person,JPN,Japan,3.0,2:09.86,TIME,,0.37,5
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1572555,PERSSON Erik,Person,SWE,Sweden,4.0,2:10.35,TIME,,0.86,2
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1935947,MATHENY Josh,Person,USA,United States,5.0,2:10.39,TIME,,0.90,6
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1572369,PETRASHOV Denis,Person,KGZ,Kyrgyzstan,6.0,2:10.99,TIME,,1.50,1
2024-07-30T13:14:26+02:00,SWMM200MBR------------HEAT000300--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1535354,de LARA OJEDA Miguel Alejandro,Person,MEX,Mexico,7.0,2:11.16,TIME,,1.67,7
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1901601,CHO Sung Jae,Person,KOR,Korea,1.0,2:09.45,TIME,,,7
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1909294,MARCHAND Leon,Person,FRA,France,2.0,2:09.55,TIME,,0.10,5
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1945141,DONG Zhihao,Person,CHN,China,3.0,2:09.91,TIME,,0.46,3
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1928919,McKEE Anton,Person,ISL,Iceland,4.0,2:10.36,TIME,,0.91,2
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1972546,KAMMINGA Arno,Person,NED,Netherlands,5.0,2:10.53,TIME,,1.08,6
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1945128,QIN Haiyang,Person,CHN,China,6.0,2:10.98,TIME,,1.53,4
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1879371,KALUSOWSKI Jan,Person,POL,Poland,7.0,2:11.87,TIME,,2.42,1
2024-07-30T13:19:13+02:00,SWMM200MBR------------HEAT000400--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1947136,BOBROVS Daniils,Person,LAT,Latvia,8.0,2:13.66,TIME,,4.21,8
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1946185,STUBBLETY-COOK Zac,Person,AUS,Australia,1.0,2:08.57,TIME,,,4
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1945141,DONG Zhihao,Person,CHN,China,2.0,2:08.99,TIME,,0.42,3
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1972545,CORBEAU Caspar,Person,NED,Netherlands,3.0,2:09.52,TIME,,0.95,5
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1935947,MATHENY Josh,Person,USA,United States,4.0,2:09.70,TIME,,1.13,2
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1946195,YONG Joshua,Person,AUS,Australia,5.0,2:09.89,TIME,,1.32,1
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1572555,PERSSON Erik,Person,SWE,Sweden,6.0,2:10.11,TIME,,1.54,6
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1572369,PETRASHOV Denis,Person,KGZ,Kyrgyzstan,7.0,2:10.19,TIME,,1.62,8
2024-07-30T22:04:38+02:00,SWMM200MBR------------SFNL000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1535354,de LARA OJEDA Miguel Alejandro,Person,MEX,Mexico,8.0,2:11.28,TIME,,2.71,7
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1909294,MARCHAND Leon,Person,FRA,France,1.0,2:08.11,TIME,,,5
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1891656,WATANABE Ippei,Person,JPN,Japan,2.0,2:09.62,TIME,,1.51,3
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1891622,HANAGURUMA Yu,Person,JPN,Japan,3.0,2:09.72,TIME,,1.61,6
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1563607,EPITROPOV Lyubomir,Person,BUL,Bulgaria,4.0,2:09.93,TIME,,1.82,1
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1935900,FALLON Matt,Person,USA,United States,5.0,2:09.96,TIME,,1.85,7
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1945128,QIN Haiyang,Person,CHN,China,5.0,2:09.96,TIME,,1.85,8
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1901601,CHO Sung Jae,Person,KOR,Korea,7.0,2:10.03,TIME,,1.92,4
2024-07-30T22:12:43+02:00,SWMM200MBR------------SFNL000200--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1928919,McKEE Anton,Person,ISL,Iceland,8.0,2:10.42,TIME,,2.31,2
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1909294,MARCHAND Leon,Person,FRA,France,1.0,2:05.85,TIME,,,4
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1946185,STUBBLETY-COOK Zac,Person,AUS,Australia,2.0,2:06.79,TIME,,0.94,5
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1972545,CORBEAU Caspar,Person,NED,Netherlands,3.0,2:07.90,TIME,,2.05,6
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1945141,DONG Zhihao,Person,CHN,China,4.0,2:08.46,TIME,,2.61,3
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1891622,HANAGURUMA Yu,Person,JPN,Japan,5.0,2:08.79,TIME,,2.94,1
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1891656,WATANABE Ippei,Person,JPN,Japan,6.0,2:08.83,TIME,,2.98,2
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1935947,MATHENY Josh,Person,USA,United States,7.0,2:09.52,TIME,,3.67,7
2024-07-31T22:37:12+02:00,SWMM200MBR------------FNL-000100--,SWMM200MBR,Men's 200m Breaststroke,Men's 200m Breaststroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1946195,YONG Joshua,Person,AUS,Australia,8.0,2:11.44,TIME,,5.59,8
2024-07-30T11:03:58+02:00,SWMM200MBF------------HEAT000100--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1563489,MITSIN Petar Petrov,Person,BUL,Bulgaria,1.0,1:57.03,TIME,,,4
2024-07-30T11:03:58+02:00,SWMM200MBF------------HEAT000100--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1972347,VALIZADA Ramil,Person,AZE,Azerbaijan,2.0,1:59.77,TIME,,2.74,5
2024-07-30T11:03:58+02:00,SWMM200MBF------------HEAT000100--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1894567,BALSINI Matin,Person,EOR,EOR,3.0,2:00.73,TIME,,3.70,3
2024-07-30T11:03:58+02:00,SWMM200MBF------------HEAT000100--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1949941,HERNANDEZ Gerald,Person,NCA,Nicaragua,4.0,2:06.80,TIME,,9.77,6
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1967058,KHARUN Ilya,Person,CAN,Canada,1.0,1:54.06,TIME,,,5
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1879505,CHMIELEWSKI Michal,Person,POL,Poland,2.0,1:55.28,TIME,,1.22,2
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1887748,WANG Kuan-Hung,Person,TPE,Chinese Taipei,3.0,1:55.32,TIME,,1.26,3
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1922424,ZIRK Kregor,Person,EST,Estonia,4.0,1:55.52,TIME,,1.46,1
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1935996,URLANDO Luca,Person,USA,United States,5.0,1:56.18,TIME,,2.12,6
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1962578,SATES Matthew,Person,RSA,South Africa,6.0,1:57.04,TIME,,2.98,7
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1940004,CLAREBURT Lewis,Person,NZL,New Zealand,7.0,1:57.12,TIME,,3.06,8
2024-07-30T11:07:54+02:00,SWMM200MBF------------HEAT000200--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1891646,HONDA Tomoru,Person,JPN,Japan,8.0,1:57.30,TIME,,3.24,4
2024-07-30T11:11:54+02:00,SWMM200MBF------------HEAT000300--,SWMM200MBF,Men's 200m Butterfly,Men's 200m Butterfly - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1905860,MILAK Kristof,Person,HUN,Hungary,1.0,1:53.92,TIME,,,4
