date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM,bib
2024-08-08T16:04:07+02:00,TKWM68KG--------------QFNL000300--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1540991,GOLUBIC Marko,Person,CRO,Croatia,1,POINTS,L,,407
2024-08-08T16:30:08+02:00,TKWM68KG--------------QFNL000400--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1537401,KAREEM Zaid,Person,JOR,Jordan,2,POINTS,W,,406
2024-08-08T16:30:08+02:00,TKWM68KG--------------QFNL000400--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1566727,RECBER Hakan,Person,TUR,Türkiye,0,POINTS,L,,403
2024-08-08T16:59:53+02:00,TKWM68KG--------------SFNL000100--,TKWM68KG,Men -68kg,Men -68kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1546696,PEREZ POLO Javier,Person,ESP,Spain,0,POINTS,L,,405
2024-08-08T16:59:53+02:00,TKWM68KG--------------SFNL000100--,TKWM68KG,Men -68kg,Men -68kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1887714,RASHITOV Ulugbek,Person,UZB,Uzbekistan,2,POINTS,W,,401
2024-08-08T17:31:49+02:00,TKWM68KG--------------SFNL000200--,TKWM68KG,Men -68kg,Men -68kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1896153,SINDEN Bradly,Person,GBR,Great Britain,1,POINTS,L,,402
2024-08-08T17:31:49+02:00,TKWM68KG--------------SFNL000200--,TKWM68KG,Men -68kg,Men -68kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1537401,KAREEM Zaid,Person,JOR,Jordan,2,POINTS,W,,406
2024-08-08T19:40:58+02:00,TKWM68KG--------------REP1000200--,TKWM68KG,Men -68kg,Men -68kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1910367,LIANG Yushuai,Person,CHN,China,2,POINTS,W,,409
2024-08-08T19:40:58+02:00,TKWM68KG--------------REP1000200--,TKWM68KG,Men -68kg,Men -68kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1962479,LO Wai Fung,Person,HKG,"Hong Kong, China",0,POINTS,L,,417
2024-08-08T20:10:17+02:00,TKWM68KG--------------REP1000300--,TKWM68KG,Men -68kg,Men -68kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1955815,PONTES Edival,Person,BRA,Brazil,2,POINTS,W,,411
2024-08-08T20:10:17+02:00,TKWM68KG--------------REP1000300--,TKWM68KG,Men -68kg,Men -68kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1566727,RECBER Hakan,Person,TUR,Türkiye,1,POINTS,L,,403
2024-08-08T20:37:54+02:00,TKWM68KG--------------REPF000100--,TKWM68KG,Men -68kg,Men -68kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1896153,SINDEN Bradly,Person,GBR,Great Britain,,IRM_POINTS,L,WDR,402
2024-08-08T20:37:54+02:00,TKWM68KG--------------REPF000100--,TKWM68KG,Men -68kg,Men -68kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1910367,LIANG Yushuai,Person,CHN,China,,,W,,409
2024-08-08T21:08:41+02:00,TKWM68KG--------------REPF000200--,TKWM68KG,Men -68kg,Men -68kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1955815,PONTES Edival,Person,BRA,Brazil,2,POINTS,W,,411
2024-08-08T21:08:41+02:00,TKWM68KG--------------REPF000200--,TKWM68KG,Men -68kg,Men -68kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1546696,PEREZ POLO Javier,Person,ESP,Spain,1,POINTS,L,,405
2024-08-08T21:40:10+02:00,TKWM68KG--------------FNL-000100--,TKWM68KG,Men -68kg,Men -68kg Gold Medal Contest,Gold Medal Contest,M,Taekwondo,TKW,Grand Palais,1887714,RASHITOV Ulugbek,Person,UZB,Uzbekistan,2,POINTS,W,,401
2024-08-08T21:40:10+02:00,TKWM68KG--------------FNL-000100--,TKWM68KG,Men -68kg,Men -68kg Gold Medal Contest,Gold Medal Contest,M,Taekwondo,TKW,Grand Palais,1537401,KAREEM Zaid,Person,JOR,Jordan,0,POINTS,L,,406
2024-08-09T09:18:56+02:00,TKWM80KG--------------R32-000100--,TKWM80KG,Men -80kg,Men -80kg Qualification Contest,Qualification Contest,M,Taekwondo,TKW,Grand Palais,1973027,COULIBALY Ismael,Person,MLI,Mali,1,POINTS,L,,616
2024-08-09T09:18:56+02:00,TKWM80KG--------------R32-000100--,TKWM80KG,Men -80kg,Men -80kg Qualification Contest,Qualification Contest,M,Taekwondo,TKW,Grand Palais,1930254,TOLEUGALI Batyrkhan,Person,KAZ,Kazakhstan,2,POINTS,W,,617
2024-08-09T10:09:55+02:00,TKWM80KG--------------8FNL000100--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1913059,CHURCHILL MARTINEZ Joaquin,Person,CHI,Chile,1,POINTS,L,,613
2024-08-09T10:09:55+02:00,TKWM80KG--------------8FNL000100--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1904041,SEO Geonwoo,Person,KOR,Korea,2,POINTS,W,,604
2024-08-09T10:36:32+02:00,TKWM80KG--------------8FNL000200--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1537376,ELSHARABATY Saleh,Person,JOR,Jordan,0,POINTS,L,,605
2024-08-09T10:36:32+02:00,TKWM80KG--------------8FNL000200--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1955824,RODRIGUES FERNANDES Henrique Marqu.,Person,BRA,Brazil,2,POINTS,W,,612
2024-08-09T10:58:12+02:00,TKWM80KG--------------8FNL000300--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1887744,JAYSUNOV Jasurbek,Person,UZB,Uzbekistan,1,POINTS,L,,609
2024-08-09T10:58:12+02:00,TKWM80KG--------------8FNL000300--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1536058,BARKHORDARI Mehran,Person,IRI,IR Iran,2,POINTS,W,,608
2024-08-09T11:19:48+02:00,TKWM80KG--------------8FNL000400--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1929685,ALESSIO Simone,Person,ITA,Italy,2,POINTS,W,,601
2024-08-09T11:19:48+02:00,TKWM80KG--------------8FNL000400--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1930254,TOLEUGALI Batyrkhan,Person,KAZ,Kazakhstan,0,POINTS,L,,617
2024-08-09T11:44:31+02:00,TKWM80KG--------------8FNL000500--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1968744,MANSOURI Farzad,Person,EOR,EOR,0,POINTS,L,,615
2024-08-09T11:44:31+02:00,TKWM80KG--------------8FNL000500--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1930771,NICKOLAS CJ,Person,USA,United States,2,POINTS,W,,602
2024-08-09T12:10:22+02:00,TKWM80KG--------------8FNL000600--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1956379,TAKOV Stefan,Person,SRB,Serbia,0,POINTS,L,,607
2024-08-09T12:10:22+02:00,TKWM80KG--------------8FNL000600--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1550218,SAWADOGO Faysal,Person,BUR,Burkina Faso,2,POINTS,W,,610
2024-08-09T12:31:51+02:00,TKWM80KG--------------8FNL000700--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1946337,SEJRANOVIC Leon,Person,AUS,Australia,0,POINTS,L,,611
2024-08-09T12:31:51+02:00,TKWM80KG--------------8FNL000700--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1947737,KATOUSSI Firas,Person,TUN,Tunisia,2,POINTS,W,,606
2024-08-09T13:00:00+02:00,TKWM80KG--------------8FNL000800--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1897339,EISSA Seif,Person,EGY,Egypt,0,POINTS,L,,603
2024-08-09T13:00:00+02:00,TKWM80KG--------------8FNL000800--,TKWM80KG,Men -80kg,Men -80kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1914832,HRNIC Edi,Person,DEN,Denmark,2,POINTS,W,,614
2024-08-09T15:00:52+02:00,TKWM80KG--------------QFNL000100--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1904041,SEO Geonwoo,Person,KOR,Korea,2,POINTS,W,,604
2024-08-09T15:00:52+02:00,TKWM80KG--------------QFNL000100--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1955824,RODRIGUES FERNANDES Henrique Marqu.,Person,BRA,Brazil,0,POINTS,L,,612
2024-08-09T15:26:11+02:00,TKWM80KG--------------QFNL000200--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1536058,BARKHORDARI Mehran,Person,IRI,IR Iran,2,POINTS,W,,608
2024-08-09T15:26:11+02:00,TKWM80KG--------------QFNL000200--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1929685,ALESSIO Simone,Person,ITA,Italy,1,POINTS,L,,601
2024-08-09T15:55:08+02:00,TKWM80KG--------------QFNL000300--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1930771,NICKOLAS CJ,Person,USA,United States,2,POINTS,W,,602
2024-08-09T15:55:08+02:00,TKWM80KG--------------QFNL000300--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1550218,SAWADOGO Faysal,Person,BUR,Burkina Faso,0,POINTS,L,,610
2024-08-09T16:17:10+02:00,TKWM80KG--------------QFNL000400--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1947737,KATOUSSI Firas,Person,TUN,Tunisia,2,POINTS,W,,606
2024-08-09T16:17:10+02:00,TKWM80KG--------------QFNL000400--,TKWM80KG,Men -80kg,Men -80kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1914832,HRNIC Edi,Person,DEN,Denmark,0,POINTS,L,,614
2024-08-09T16:49:06+02:00,TKWM80KG--------------SFNL000100--,TKWM80KG,Men -80kg,Men -80kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1904041,SEO Geonwoo,Person,KOR,Korea,1,POINTS,L,,604
2024-08-09T16:49:06+02:00,TKWM80KG--------------SFNL000100--,TKWM80KG,Men -80kg,Men -80kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1536058,BARKHORDARI Mehran,Person,IRI,IR Iran,2,POINTS,W,,608
2024-08-09T17:14:38+02:00,TKWM80KG--------------SFNL000200--,TKWM80KG,Men -80kg,Men -80kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1930771,NICKOLAS CJ,Person,USA,United States,0,POINTS,L,,602
2024-08-09T17:14:38+02:00,TKWM80KG--------------SFNL000200--,TKWM80KG,Men -80kg,Men -80kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1947737,KATOUSSI Firas,Person,TUN,Tunisia,2,POINTS,W,,606
2024-08-09T19:59:22+02:00,TKWM80KG--------------REP1000200--,TKWM80KG,Men -80kg,Men -80kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1929685,ALESSIO Simone,Person,ITA,Italy,2,POINTS,W,,601
2024-08-09T19:59:22+02:00,TKWM80KG--------------REP1000200--,TKWM80KG,Men -80kg,Men -80kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1887744,JAYSUNOV Jasurbek,Person,UZB,Uzbekistan,0,POINTS,L,,609
2024-08-09T20:27:33+02:00,TKWM80KG--------------REP1000300--,TKWM80KG,Men -80kg,Men -80kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1946337,SEJRANOVIC Leon,Person,AUS,Australia,0,POINTS,L,,611
2024-08-09T20:27:33+02:00,TKWM80KG--------------REP1000300--,TKWM80KG,Men -80kg,Men -80kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1914832,HRNIC Edi,Person,DEN,Denmark,2,POINTS,W,,614
2024-08-09T20:53:58+02:00,TKWM80KG--------------REPF000100--,TKWM80KG,Men -80kg,Men -80kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1930771,NICKOLAS CJ,Person,USA,United States,0,POINTS,L,,602
2024-08-09T20:53:58+02:00,TKWM80KG--------------REPF000100--,TKWM80KG,Men -80kg,Men -80kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1929685,ALESSIO Simone,Person,ITA,Italy,2,POINTS,W,,601
2024-08-09T21:36:37+02:00,TKWM80KG--------------REPF000200--,TKWM80KG,Men -80kg,Men -80kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1914832,HRNIC Edi,Person,DEN,Denmark,2,POINTS,W,,614
2024-08-09T21:36:37+02:00,TKWM80KG--------------REPF000200--,TKWM80KG,Men -80kg,Men -80kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1904041,SEO Geonwoo,Person,KOR,Korea,0,POINTS,L,,604
2024-08-09T22:05:58+02:00,TKWM80KG--------------FNL-000100--,TKWM80KG,Men -80kg,Men -80kg Gold Medal Contest,Gold Medal Contest,M,Taekwondo,TKW,Grand Palais,1536058,BARKHORDARI Mehran,Person,IRI,IR Iran,0,POINTS,L,,608
2024-08-09T22:05:58+02:00,TKWM80KG--------------FNL-000100--,TKWM80KG,Men -80kg,Men -80kg Gold Medal Contest,Gold Medal Contest,M,Taekwondo,TKW,Grand Palais,1947737,KATOUSSI Firas,Person,TUN,Tunisia,2,POINTS,W,,606
2024-08-10T09:25:42+02:00,TKWWO67KG-------------8FNL000100--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1919507,ABDUSALOMOVA Munira,Person,TJK,Tajikistan,0,POINTS,L,,713
2024-08-10T09:25:42+02:00,TKWWO67KG-------------8FNL000100--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1893272,LAURIN Althea,Person,FRA,France,2,POINTS,W,,704
2024-08-10T09:55:46+02:00,TKWWO67KG-------------8FNL000200--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1563899,BRANDL Lorena,Person,GER,Germany,2,POINTS,W,,705
2024-08-10T09:55:46+02:00,TKWWO67KG-------------8FNL000200--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1897078,ACOSTA HERRERA Arlettys,Person,CUB,Cuba,0,POINTS,L,,712
2024-08-10T10:14:02+02:00,TKWWO67KG-------------8FNL000300--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1565621,ABO-ALRUB Rama,Person,JOR,Jordan,2,POINTS,W,,709
2024-08-10T10:14:02+02:00,TKWWO67KG-------------8FNL000300--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1541970,ABOUFARAS Fatima-Ezzahra,Person,MAR,Morocco,1,POINTS,L,,708
2024-08-10T10:46:01+02:00,TKWWO67KG-------------8FNL000400--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1566738,KUS AYDIN Nafia,Person,TUR,Türkiye,2,POINTS,W,,701
2024-08-10T10:46:01+02:00,TKWWO67KG-------------8FNL000400--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1913018,AGUIRRE Fernanda,Person,CHI,Chile,1,POINTS,L,,716
2024-08-10T11:09:38+02:00,TKWWO67KG-------------8FNL000500--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1904986,STOLBOVA Petra,Person,CZE,Czechia,0,POINTS,L,,715
2024-08-10T11:09:38+02:00,TKWWO67KG-------------8FNL000500--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1904039,LEE Dabin,Person,KOR,Korea,2,POINTS,W,,702
2024-08-10T11:36:36+02:00,TKWWO67KG-------------8FNL000600--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1910371,ZHOU Zeqi,Person,CHN,China,2,POINTS,W,,707
2024-08-10T11:36:36+02:00,TKWWO67KG-------------8FNL000600--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1562246,JAHL Marlene,Person,AUT,Austria,0,POINTS,L,,710
2024-08-10T12:03:39+02:00,TKWWO67KG-------------8FNL000700--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1546985,BATHILY Astan Katherine Feghe,Person,CIV,Côte d'Ivoire,1,POINTS,L,,711
2024-08-10T12:03:39+02:00,TKWWO67KG-------------8FNL000700--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1887768,OSIPOVA Svetlana,Person,UZB,Uzbekistan,2,POINTS,W,,706
2024-08-10T12:31:32+02:00,TKWWO67KG-------------8FNL000800--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1896150,McGOWAN Rebecca,Person,GBR,Great Britain,2,POINTS,W,,703
2024-08-10T12:31:32+02:00,TKWWO67KG-------------8FNL000800--,TKWWO67KG,Women +67kg,Women +67kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1897756,TRAILL Venice Elizabeth Megan,Person,FIJ,Fiji,0,POINTS,L,,714
2024-08-10T14:42:11+02:00,TKWWO67KG-------------QFNL000100--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1893272,LAURIN Althea,Person,FRA,France,2,POINTS,W,,704
2024-08-10T14:42:11+02:00,TKWWO67KG-------------QFNL000100--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1563899,BRANDL Lorena,Person,GER,Germany,0,POINTS,L,,705
2024-08-10T15:11:25+02:00,TKWWO67KG-------------QFNL000200--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1565621,ABO-ALRUB Rama,Person,JOR,Jordan,1,POINTS,L,,709
2024-08-10T15:11:25+02:00,TKWWO67KG-------------QFNL000200--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1566738,KUS AYDIN Nafia,Person,TUR,Türkiye,2,POINTS,W,,701
2024-08-10T15:45:40+02:00,TKWWO67KG-------------QFNL000300--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1904039,LEE Dabin,Person,KOR,Korea,2,POINTS,W,,702
2024-08-10T15:45:40+02:00,TKWWO67KG-------------QFNL000300--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1910371,ZHOU Zeqi,Person,CHN,China,1,POINTS,L,,707
2024-08-10T16:13:12+02:00,TKWWO67KG-------------QFNL000400--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1887768,OSIPOVA Svetlana,Person,UZB,Uzbekistan,2,POINTS,W,,706
2024-08-10T16:13:12+02:00,TKWWO67KG-------------QFNL000400--,TKWWO67KG,Women +67kg,Women +67kg Quarterfinal,Quarterfinal,W,Taekwondo,TKW,Grand Palais,1896150,McGOWAN Rebecca,Person,GBR,Great Britain,0,POINTS,L,,703
2024-08-10T16:43:40+02:00,TKWWO67KG-------------SFNL000100--,TKWWO67KG,Women +67kg,Women +67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1893272,LAURIN Althea,Person,FRA,France,2,POINTS,W,,704
2024-08-10T16:43:40+02:00,TKWWO67KG-------------SFNL000100--,TKWWO67KG,Women +67kg,Women +67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1566738,KUS AYDIN Nafia,Person,TUR,Türkiye,0,POINTS,L,,701
2024-08-10T17:18:23+02:00,TKWWO67KG-------------SFNL000200--,TKWWO67KG,Women +67kg,Women +67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1904039,LEE Dabin,Person,KOR,Korea,0,POINTS,L,,702
2024-08-10T17:18:23+02:00,TKWWO67KG-------------SFNL000200--,TKWWO67KG,Women +67kg,Women +67kg Semifinal,Semifinal,W,Taekwondo,TKW,Grand Palais,1887768,OSIPOVA Svetlana,Person,UZB,Uzbekistan,2,POINTS,W,,706
2024-08-10T19:55:50+02:00,TKWWO67KG-------------REP1000200--,TKWWO67KG,Women +67kg,Women +67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1563899,BRANDL Lorena,Person,GER,Germany,2,POINTS,W,,705
2024-08-10T19:55:50+02:00,TKWWO67KG-------------REP1000200--,TKWWO67KG,Women +67kg,Women +67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1919507,ABDUSALOMOVA Munira,Person,TJK,Tajikistan,0,POINTS,L,,713
2024-08-10T20:23:34+02:00,TKWWO67KG-------------REP1000300--,TKWWO67KG,Women +67kg,Women +67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1546985,BATHILY Astan Katherine Feghe,Person,CIV,Côte d'Ivoire,0,POINTS,L,,711
2024-08-10T20:23:34+02:00,TKWWO67KG-------------REP1000300--,TKWWO67KG,Women +67kg,Women +67kg Repechage,Repechage,W,Taekwondo,TKW,Grand Palais,1896150,McGOWAN Rebecca,Person,GBR,Great Britain,2,POINTS,W,,703
2024-08-10T21:03:12+02:00,TKWWO67KG-------------REPF000100--,TKWWO67KG,Women +67kg,Women +67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1904039,LEE Dabin,Person,KOR,Korea,2,POINTS,W,,702
2024-08-10T21:03:12+02:00,TKWWO67KG-------------REPF000100--,TKWWO67KG,Women +67kg,Women +67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1563899,BRANDL Lorena,Person,GER,Germany,1,POINTS,L,,705
2024-08-10T21:47:17+02:00,TKWWO67KG-------------REPF000200--,TKWWO67KG,Women +67kg,Women +67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1896150,McGOWAN Rebecca,Person,GBR,Great Britain,1,POINTS,L,,703
2024-08-10T21:47:17+02:00,TKWWO67KG-------------REPF000200--,TKWWO67KG,Women +67kg,Women +67kg Bronze Medal Contests,Bronze Medal Contests,W,Taekwondo,TKW,Grand Palais,1566738,KUS AYDIN Nafia,Person,TUR,Türkiye,2,POINTS,W,,701
2024-08-10T22:23:52+02:00,TKWWO67KG-------------FNL-000100--,TKWWO67KG,Women +67kg,Women +67kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1893272,LAURIN Althea,Person,FRA,France,2,POINTS,W,,704
2024-08-10T22:23:52+02:00,TKWWO67KG-------------FNL-000100--,TKWWO67KG,Women +67kg,Women +67kg Gold Medal Contest,Gold Medal Contest,W,Taekwondo,TKW,Grand Palais,1887768,OSIPOVA Svetlana,Person,UZB,Uzbekistan,0,POINTS,L,,706
2024-08-07T09:29:56+02:00,TKWW49KG--------------R32-000100--,TKWW49KG,Women -49kg,Women -49kg Qualification Contest,Qualification Contest,W,Taekwondo,TKW,Grand Palais,1541652,da COSTA da SILVA PINTO Ana,Person,TLS,Timor-Leste,0,POINTS,L,,116
2024-08-07T09:29:56+02:00,TKWW49KG--------------R32-000100--,TKWW49KG,Women -49kg,Women -49kg Qualification Contest,Qualification Contest,W,Taekwondo,TKW,Grand Palais,1541825,EL BOUCHTI Oumaima,Person,MAR,Morocco,2,POINTS,W,,117
2024-08-07T09:51:40+02:00,TKWW49KG--------------8FNL000100--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1966502,KAFADAR Josipa,Person,CAN,Canada,0,POINTS,L,,113
2024-08-07T09:51:40+02:00,TKWW49KG--------------8FNL000100--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1569986,STOJKOVIC Lena,Person,CRO,Croatia,2,POINTS,W,,104
2024-08-07T10:32:23+02:00,TKWW49KG--------------8FNL000200--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1535367,SOUZA Daniela Paola,Person,MEX,Mexico,1,POINTS,L,,105
2024-08-07T10:32:23+02:00,TKWW49KG--------------8FNL000200--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1947739,DHAHRI Ikram,Person,TUN,Tunisia,2,POINTS,W,,112
2024-08-07T10:51:18+02:00,TKWW49KG--------------8FNL000300--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1909136,ABUTALEB Dunya Ali M,Person,KSA,Saudi Arabia,2,POINTS,W,,109
2024-08-07T10:51:18+02:00,TKWW49KG--------------8FNL000300--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1897227,SEMBERG Abishag,Person,ISR,Israel,1,POINTS,L,,108
2024-08-07T11:22:17+02:00,TKWW49KG--------------8FNL000400--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1902841,WONGPATTANAKIT Panipak,Person,THA,Thailand,2,POINTS,W,,101
2024-08-07T11:22:17+02:00,TKWW49KG--------------8FNL000400--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1541825,EL BOUCHTI Oumaima,Person,MAR,Morocco,0,POINTS,L,,117
2024-08-07T11:45:32+02:00,TKWW49KG--------------8FNL000500--,TKWW49KG,Women -49kg,Women -49kg Round of 16,Round of 16,W,Taekwondo,TKW,Grand Palais,1917892,GRIPPOLI GAGLIARDO Maria Sara,Person,URU,Uruguay,0,POINTS,L,,115
