date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order
2024-07-31T09:50:50+02:00,ROWWSCULL2-L----------FNL-000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final C,Final C,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LPER01,Peru,Team,PER,Peru,2.0,7:12.27,TIME,,+4.72,,2
2024-07-31T09:50:50+02:00,ROWWSCULL2-L----------FNL-000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final C,Final C,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LJPN01,Japan,Team,JPN,Japan,3.0,7:14.00,TIME,,+6.45,,4
2024-07-31T09:50:50+02:00,ROWWSCULL2-L----------FNL-000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final C,Final C,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRI01,Islamic Republic of Iran,Team,IRI,IR Iran,4.0,7:14.32,TIME,,+6.77,,3
2024-07-31T11:43:11+02:00,ROWWSCULL2-L----------SFNL000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LGBR01,Great Britain,Team,GBR,Great Britain,1.0,6:59.79,TIME,,,FA,3
2024-07-31T11:43:11+02:00,ROWWSCULL2-L----------SFNL000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LNZL01,New Zealand,Team,NZL,New Zealand,2.0,7:02.86,TIME,,+3.07,FA,4
2024-07-31T11:43:11+02:00,ROWWSCULL2-L----------SFNL000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LUSA01,United States of America,Team,USA,United States,3.0,7:05.03,TIME,,+5.24,FA,2
2024-07-31T11:43:11+02:00,ROWWSCULL2-L----------SFNL000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LPOL01,Poland,Team,POL,Poland,4.0,7:06.69,TIME,,+6.90,FB,5
2024-07-31T11:43:11+02:00,ROWWSCULL2-L----------SFNL000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LCAN01,Canada,Team,CAN,Canada,5.0,7:13.36,TIME,,+13.57,FB,1
2024-07-31T11:43:11+02:00,ROWWSCULL2-L----------SFNL000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 1,Semifinal A/B 1,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LARG01,Argentina,Team,ARG,Argentina,6.0,7:33.41,TIME,,+33.62,FB,6
2024-07-31T11:52:59+02:00,ROWWSCULL2-L----------SFNL000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LROU01,Romania,Team,ROU,Romania,1.0,6:56.65,TIME,,,FA,3
2024-07-31T11:52:59+02:00,ROWWSCULL2-L----------SFNL000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LGRE01,Greece,Team,GRE,Greece,2.0,6:57.90,TIME,,+1.25,FA,2
2024-07-31T11:52:59+02:00,ROWWSCULL2-L----------SFNL000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRL01,Ireland,Team,IRL,Ireland,3.0,6:59.72,TIME,,+3.07,FA,5
2024-07-31T11:52:59+02:00,ROWWSCULL2-L----------SFNL000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LFRA01,France,Team,FRA,France,4.0,7:03.22,TIME,,+6.57,FB,4
2024-07-31T11:52:59+02:00,ROWWSCULL2-L----------SFNL000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LAUT01,Austria,Team,AUT,Austria,5.0,7:19.70,TIME,,+23.05,FB,1
2024-07-31T11:52:59+02:00,ROWWSCULL2-L----------SFNL000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Semifinal A/B 2,Semifinal A/B 2,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LTUN01,Tunisia,Team,TUN,Tunisia,6.0,7:26.39,TIME,,+29.74,FB,6
2024-08-02T11:27:22+02:00,ROWWSCULL2-L----------FNL-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final B,Final B,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LFRA01,France,Team,FRA,France,1.0,7:03.24,TIME,,,,3
2024-08-02T11:27:22+02:00,ROWWSCULL2-L----------FNL-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final B,Final B,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LCAN01,Canada,Team,CAN,Canada,2.0,7:04.82,TIME,,+1.58,,2
2024-08-02T11:27:22+02:00,ROWWSCULL2-L----------FNL-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final B,Final B,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LPOL01,Poland,Team,POL,Poland,3.0,7:08.47,TIME,,+5.23,,4
2024-08-02T11:27:22+02:00,ROWWSCULL2-L----------FNL-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final B,Final B,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LAUT01,Austria,Team,AUT,Austria,4.0,7:10.02,TIME,,+6.78,,5
2024-08-02T11:27:22+02:00,ROWWSCULL2-L----------FNL-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final B,Final B,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LTUN01,Tunisia,Team,TUN,Tunisia,5.0,7:21.65,TIME,,+18.41,,1
2024-08-02T11:27:22+02:00,ROWWSCULL2-L----------FNL-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final B,Final B,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LARG01,Argentina,Team,ARG,Argentina,6.0,7:25.86,TIME,,+22.62,,6
2024-08-02T12:33:10+02:00,ROWWSCULL2-L----------FNL-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final A,Final A,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LGBR01,Great Britain,Team,GBR,Great Britain,1.0,6:47.06,TIME,,,,3
2024-08-02T12:33:10+02:00,ROWWSCULL2-L----------FNL-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final A,Final A,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LROU01,Romania,Team,ROU,Romania,2.0,6:48.78,TIME,,+1.72,,4
2024-08-02T12:33:10+02:00,ROWWSCULL2-L----------FNL-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final A,Final A,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LGRE01,Greece,Team,GRE,Greece,3.0,6:49.28,TIME,,+2.22,,2
2024-08-02T12:33:10+02:00,ROWWSCULL2-L----------FNL-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final A,Final A,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LNZL01,New Zealand,Team,NZL,New Zealand,4.0,6:51.65,TIME,,+4.59,,5
2024-08-02T12:33:10+02:00,ROWWSCULL2-L----------FNL-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final A,Final A,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRL01,Ireland,Team,IRL,Ireland,5.0,6:54.57,TIME,,+7.51,,1
2024-08-02T12:33:10+02:00,ROWWSCULL2-L----------FNL-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Final A,Final A,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LUSA01,United States of America,Team,USA,United States,6.0,6:55.60,TIME,,+8.54,,6
2024-07-27T11:39:37+02:00,ROWMSCULL2------------HEAT000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NED01,Netherlands,Team,NED,Netherlands,1.0,6:14.13,TIME,,,SA/B,1
2024-07-27T11:39:37+02:00,ROWMSCULL2------------HEAT000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NZL01,New Zealand,Team,NZL,New Zealand,2.0,6:16.41,TIME,,+2.28,SA/B,3
2024-07-27T11:39:37+02:00,ROWMSCULL2------------HEAT000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--USA01,United States of America,Team,USA,United States,3.0,6:16.48,TIME,,+2.35,SA/B,2
2024-07-27T11:39:37+02:00,ROWMSCULL2------------HEAT000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--SRB01,Serbia,Team,SRB,Serbia,4.0,6:17.36,TIME,,+3.23,R,5
2024-07-27T11:39:37+02:00,ROWMSCULL2------------HEAT000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--CHN01,People's Republic of China,Team,CHN,China,5.0,6:29.70,TIME,,+15.57,R,4
2024-07-28T10:28:46+02:00,ROWMSCULL2------------REP-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--SRB01,Serbia,Team,SRB,Serbia,1.0,6:31.54,TIME,,,SA/B,3
2024-07-28T10:28:46+02:00,ROWMSCULL2------------REP-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--GER01,Germany,Team,GER,Germany,2.0,6:34.59,TIME,,+3.05,SA/B,4
2024-07-28T10:28:46+02:00,ROWMSCULL2------------REP-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--CHN01,People's Republic of China,Team,CHN,China,3.0,6:39.06,TIME,,+7.52,SA/B,1
2024-07-28T10:28:46+02:00,ROWMSCULL2------------REP-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--ITA01,Italy,Team,ITA,Italy,4.0,6:43.83,TIME,,+12.29,ELM,2
2024-07-30T11:18:35+02:00,ROWMSCULL2------------SFNL000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NED01,Netherlands,Team,NED,Netherlands,1.0,6:13.60,TIME,,,FA,4
2024-07-30T11:18:35+02:00,ROWMSCULL2------------SFNL000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--ESP01,Spain,Team,ESP,Spain,2.0,6:14.91,TIME,,+1.31,FA,5
2024-07-30T11:18:35+02:00,ROWMSCULL2------------SFNL000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--ROU01,Romania,Team,ROU,Romania,3.0,6:15.73,TIME,,+2.13,FA,3
2024-07-30T11:18:35+02:00,ROWMSCULL2------------SFNL000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--SRB01,Serbia,Team,SRB,Serbia,4.0,6:17.35,TIME,,+3.75,FB,6
2024-07-30T11:18:35+02:00,ROWMSCULL2------------SFNL000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--CHN01,People's Republic of China,Team,CHN,China,5.0,6:38.82,TIME,,+25.22,FB,1
2024-07-30T11:18:35+02:00,ROWMSCULL2------------SFNL000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--CRO01,Croatia,Team,CRO,Croatia,6.0,6:49.51,TIME,,+35.91,FB,2
2024-07-30T11:29:18+02:00,ROWMSCULL2------------SFNL000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--IRL01,Ireland,Team,IRL,Ireland,1.0,6:13.14,TIME,,,FA,4
2024-07-30T11:29:18+02:00,ROWMSCULL2------------SFNL000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--USA01,United States of America,Team,USA,United States,2.0,6:14.19,TIME,,+1.05,FA,2
2024-07-30T11:29:18+02:00,ROWMSCULL2------------SFNL000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NZL01,New Zealand,Team,NZL,New Zealand,3.0,6:14.30,TIME,,+1.16,FA,3
2024-07-30T11:29:18+02:00,ROWMSCULL2------------SFNL000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--GER01,Germany,Team,GER,Germany,4.0,6:17.69,TIME,,+4.55,FB,1
2024-07-30T11:29:18+02:00,ROWMSCULL2------------SFNL000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--FRA01,France,Team,FRA,France,5.0,6:19.35,TIME,,+6.21,FB,6
2024-07-30T11:29:18+02:00,ROWMSCULL2------------SFNL000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NOR01,Norway,Team,NOR,Norway,6.0,6:20.27,TIME,,+7.13,FB,5
2024-08-01T10:51:17+02:00,ROWMSCULL2------------FNL-000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--SRB01,Serbia,Team,SRB,Serbia,1.0,6:13.85,TIME,,,,4
2024-08-01T10:51:17+02:00,ROWMSCULL2------------FNL-000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--FRA01,France,Team,FRA,France,2.0,6:15.28,TIME,,+1.43,,5
2024-08-01T10:51:17+02:00,ROWMSCULL2------------FNL-000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--GER01,Germany,Team,GER,Germany,3.0,6:17.07,TIME,,+3.22,,3
2024-08-01T10:51:17+02:00,ROWMSCULL2------------FNL-000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NOR01,Norway,Team,NOR,Norway,4.0,6:17.51,TIME,,+3.66,,6
2024-08-01T10:51:17+02:00,ROWMSCULL2------------FNL-000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--CHN01,People's Republic of China,Team,CHN,China,5.0,6:21.98,TIME,,+8.13,,2
2024-08-01T10:51:17+02:00,ROWMSCULL2------------FNL-000200--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final B,Final B,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--CRO01,Croatia,Team,CRO,Croatia,6.0,6:26.04,TIME,,+12.19,,1
2024-08-01T11:38:48+02:00,ROWMSCULL2------------FNL-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--ROU01,Romania,Team,ROU,Romania,1.0,6:12.58,TIME,,,,1
2024-08-01T11:38:48+02:00,ROWMSCULL2------------FNL-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NED01,Netherlands,Team,NED,Netherlands,2.0,6:13.92,TIME,,+1.34,,4
2024-08-01T11:38:48+02:00,ROWMSCULL2------------FNL-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--IRL01,Ireland,Team,IRL,Ireland,3.0,6:15.17,TIME,,+2.59,,3
2024-08-01T11:38:48+02:00,ROWMSCULL2------------FNL-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--USA01,United States of America,Team,USA,United States,4.0,6:17.02,TIME,,+4.44,,5
2024-08-01T11:38:48+02:00,ROWMSCULL2------------FNL-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--ESP01,Spain,Team,ESP,Spain,5.0,6:20.59,TIME,,+8.01,,2
2024-08-01T11:38:48+02:00,ROWMSCULL2------------FNL-000100--,ROWMSCULL2,Men's Double Sculls,Men's Double Sculls Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2--NZL01,New Zealand,Team,NZL,New Zealand,6.0,6:21.44,TIME,,+8.86,,6
2024-07-29T11:49:18+02:00,ROWMCOXED8------------HEAT000100--,ROWMCOXED8,Men's Eight,Men's Eight Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--USA01,United States of America,Team,USA,United States,1.0,5:29.94,TIME,,,FA,4
2024-07-29T11:49:18+02:00,ROWMCOXED8------------HEAT000100--,ROWMCOXED8,Men's Eight,Men's Eight Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--NED01,Netherlands,Team,NED,Netherlands,2.0,5:31.82,TIME,,+1.88,R,1
2024-07-29T11:49:18+02:00,ROWMCOXED8------------HEAT000100--,ROWMCOXED8,Men's Eight,Men's Eight Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--GER01,Germany,Team,GER,Germany,3.0,5:41.63,TIME,,+11.69,R,2
2024-07-29T11:49:18+02:00,ROWMCOXED8------------HEAT000100--,ROWMCOXED8,Men's Eight,Men's Eight Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--ROU01,Romania,Team,ROU,Romania,4.0,5:55.82,TIME,,+25.88,R,3
2024-07-29T11:58:27+02:00,ROWMCOXED8------------HEAT000200--,ROWMCOXED8,Men's Eight,Men's Eight Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--GBR01,Great Britain,Team,GBR,Great Britain,1.0,5:37.04,TIME,,,FA,1
2024-07-29T11:58:27+02:00,ROWMCOXED8------------HEAT000200--,ROWMCOXED8,Men's Eight,Men's Eight Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--AUS01,Australia,Team,AUS,Australia,2.0,5:42.07,TIME,,+5.03,R,3
2024-07-29T11:58:27+02:00,ROWMCOXED8------------HEAT000200--,ROWMCOXED8,Men's Eight,Men's Eight Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--ITA01,Italy,Team,ITA,Italy,3.0,5:52.52,TIME,,+15.48,R,2
2024-08-01T10:27:30+02:00,ROWMCOXED8------------REP-000100--,ROWMCOXED8,Men's Eight,Men's Eight Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--NED01,Netherlands,Team,NED,Netherlands,1.0,5:27.58,TIME,,,FA,3
2024-08-01T10:27:30+02:00,ROWMCOXED8------------REP-000100--,ROWMCOXED8,Men's Eight,Men's Eight Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--GER01,Germany,Team,GER,Germany,2.0,5:29.17,TIME,,+1.59,FA,4
2024-08-01T10:27:30+02:00,ROWMCOXED8------------REP-000100--,ROWMCOXED8,Men's Eight,Men's Eight Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--ROU01,Romania,Team,ROU,Romania,3.0,5:30.00,TIME,,+2.42,FA,5
2024-08-01T10:27:30+02:00,ROWMCOXED8------------REP-000100--,ROWMCOXED8,Men's Eight,Men's Eight Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--AUS01,Australia,Team,AUS,Australia,4.0,5:31.50,TIME,,+3.92,FA,2
2024-08-01T10:27:30+02:00,ROWMCOXED8------------REP-000100--,ROWMCOXED8,Men's Eight,Men's Eight Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--ITA01,Italy,Team,ITA,Italy,5.0,5:36.31,TIME,,+8.73,ELM,1
2024-08-03T11:18:20+02:00,ROWMCOXED8------------FNL-000100--,ROWMCOXED8,Men's Eight,Men's Eight Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--GBR01,Great Britain,Team,GBR,Great Britain,1.0,5:22.88,TIME,,,,4
2024-08-03T11:18:20+02:00,ROWMCOXED8------------FNL-000100--,ROWMCOXED8,Men's Eight,Men's Eight Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--NED01,Netherlands,Team,NED,Netherlands,2.0,5:23.92,TIME,,+1.04,,2
2024-08-03T11:18:20+02:00,ROWMCOXED8------------FNL-000100--,ROWMCOXED8,Men's Eight,Men's Eight Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--USA01,United States of America,Team,USA,United States,3.0,5:25.28,TIME,,+2.40,,3
2024-08-03T11:18:20+02:00,ROWMCOXED8------------FNL-000100--,ROWMCOXED8,Men's Eight,Men's Eight Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--GER01,Germany,Team,GER,Germany,4.0,5:29.80,TIME,,+6.92,,5
2024-08-03T11:18:20+02:00,ROWMCOXED8------------FNL-000100--,ROWMCOXED8,Men's Eight,Men's Eight Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--ROU01,Romania,Team,ROU,Romania,5.0,5:30.15,TIME,,+7.27,,1
2024-08-03T11:18:20+02:00,ROWMCOXED8------------FNL-000100--,ROWMCOXED8,Men's Eight,Men's Eight Final A,Final A,M,Rowing,ROW,Nautical St - Flat water,ROWMCOXED8--AUS01,Australia,Team,AUS,Australia,6.0,5:31.79,TIME,,+8.91,,6
2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NZL01,New Zealand,Team,NZL,New Zealand,1.0,6:03.08,TIME,,,FA,2
2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--GBR01,Great Britain,Team,GBR,Great Britain,2.0,6:05.63,TIME,,+2.55,FA,3
2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ROU01,Romania,Team,ROU,Romania,3.0,6:06.60,TIME,,+3.52,R,5
2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--NED01,Netherlands,Team,NED,Netherlands,4.0,6:08.75,TIME,,+5.67,R,1
2024-07-28T12:58:22+02:00,ROWMNOCOX4------------HEAT000100--,ROWMNOCOX4,Men's Four,Men's Four Heat 1,Heat 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ITA01,Italy,Team,ITA,Italy,5.0,6:14.65,TIME,,+11.57,R,4
2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--USA01,United States of America,Team,USA,United States,1.0,6:04.95,TIME,,,FA,4
2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--AUS01,Australia,Team,AUS,Australia,2.0,6:06.84,TIME,,+1.89,FA,1
2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--FRA01,France,Team,FRA,France,3.0,6:07.52,TIME,,+2.57,R,2
2024-07-28T13:08:03+02:00,ROWMNOCOX4------------HEAT000200--,ROWMNOCOX4,Men's Four,Men's Four Heat 2,Heat 2,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--SUI01,Switzerland,Team,SUI,Switzerland,4.0,6:10.86,TIME,,+5.91,R,3
2024-07-30T11:48:04+02:00,ROWMNOCOX4------------REP-000100--,ROWMNOCOX4,Men's Four,Men's Four Repechage 1,Repechage 1,M,Rowing,ROW,Nautical St - Flat water,ROWMNOCOX4--ITA01,Italy,Team,ITA,Italy,1.0,5:52.65,TIME,,,FA,1
