date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,bib
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1571933,BUDIAK Anatolii,Person,UKR,Ukraine,66.0,6:39:27,TIME,,+19:53,76
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1965686,ARCHIBOLD Franklin,Person,PAN,Panama,67.0,6:39:27,TIME,,+19:53,77
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1920607,LYU Xianjing,Person,CHN,China,68.0,6:39:27,TIME,,+19:53,73
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1943602,GIBBONS Ryan,Person,RSA,South Africa,69.0,6:39:27,TIME,,+19:53,66
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1889760,POLITT Nils,Person,GER,Germany,70.0,6:39:29,TIME,,+19:55,43
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1953503,RANGEL COSTA Vinicius,Person,BRA,Brazil,71.0,6:39:31,TIME,,+19:57,81
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1969199,HOOLE Daan,Person,NED,Netherlands,72.0,6:41:17,TIME,,+21:43,2
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1879164,BJERG Mikkel Norsgaard,Person,DEN,Denmark,73.0,6:41:17,TIME,,+21:43,16
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1878413,FOSS Tobias,Person,NOR,Norway,74.0,6:41:17,TIME,,+21:43,41
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1961294,BOUGLAS Georgios,Person,GRE,Greece,75.0,6:45:33,TIME,,+25:59,78
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1536669,LABIB Ali,Person,IRI,IR Iran,76.0,6:46:33,TIME,,+26:59,85
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1570532,KAGIMU Charles,Person,UGA,Uganda,77.0,6:50:49,TIME,,+31:15,89
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1981197,MOHORIC Matej,Person,SLO,Slovenia,,,IRM,DNF,,10
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1980872,NOVAK Domen,Person,SLO,Slovenia,,,IRM,DNF,,11
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1923519,VIVIANI Elia,Person,ITA,Italy,,,IRM,DNF,,22
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1979050,SYRITSA Gleb,Person,AIN,AIN,,,IRM,DNF,,50
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1928202,FEDOROV Yevgeniy,Person,KAZ,Kazakhstan,,,IRM,DNF,,53
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1548949,ED DOGHMY Achraf,Person,MAR,Morocco,,,IRM,DNF,,70
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1572171,ROUGIER-LAGANE Christopher,Person,MRI,Mauritius,,,IRM,DNF,,71
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1963098,HAMZA Yacine,Person,ALG,Algeria,,,IRM,DNF,,72
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1545478,TSVETKOV Nikita,Person,UZB,Uzbekistan,,,IRM,DNF,,74
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1919721,CHAIYASOMBAT Thanakhan,Person,THA,Thailand,,,IRM,DNF,,80
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1565976,ABAY Burak,Person,TUR,Türkiye,,,IRM,DNF,,84
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1957110,LAU Wan Yau Vincent,Person,HKG,"Hong Kong, China",,,IRM,DNF,,88
2024-08-03T18:12:30+02:00,CRDMRR----------------FNL-000100--,CRDMRR,Men's Road Race,Men's Road Race,Men's Road Race,M,Cycling Road,CRD,Trocadéro,1980230,MANIZABAYO Eric,Person,RWA,Rwanda,,,IRM,DNF,,90
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1940173,BROWN Grace,Person,AUS,Australia,1.0,39:38.24,TIME,,+0.00,2
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1912525,HENDERSON Anna,Person,GBR,Great Britain,2.0,41:09.83,TIME,,+1:31.59,4
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1955079,DYGERT Chloe,Person,USA,United States,3.0,41:10.70,TIME,,+1:32.46,1
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1895689,LABOUS Juliette,Person,FRA,France,4.0,41:19.90,TIME,,+1:41.66,6
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1969153,VOLLERING Demi,Person,NED,Netherlands,5.0,41:29.80,TIME,,+1:51.56,5
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1903120,KOPECKY Lotte,Person,BEL,Belgium,6.0,41:34.82,TIME,,+1:56.58,9
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1945034,CADZOW Kim,Person,NZL,New Zealand,7.0,41:46.02,TIME,,+2:07.78,21
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1923045,LONGO BORGHINI Elisa,Person,ITA,Italy,8.0,41:49.32,TIME,,+2:11.08,8
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1895659,CORDON RAGOT Audrey,Person,FRA,France,9.0,41:51.67,TIME,,+2:13.43,17
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1566142,SCHWEINBERGER Christina,Person,AUT,Austria,10.0,41:52.02,TIME,,+2:13.78,3
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1969159,van DIJK Ellen,Person,NED,Netherlands,11.0,42:21.76,TIME,,+2:43.52,15
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1572944,SKALNIAK-SOJKA Agnieszka,Person,POL,Poland,12.0,42:24.62,TIME,,+2:46.38,10
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1889727,KROEGER Mieke,Person,GER,Germany,13.0,42:28.12,TIME,,+2:49.88,22
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1879056,BJERG Emma Norsgaard,Person,DEN,Denmark,14.0,42:33.59,TIME,,+2:55.35,16
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1889781,NIEDERMAIER Antonia,Person,GER,Germany,15.0,42:53.79,TIME,,+3:15.55,13
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1980884,BUJAK Eugenia,Person,SLO,Slovenia,16.0,42:54.96,TIME,,+3:16.72,26
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1976562,HARTMANN Elena,Person,SUI,Switzerland,17.0,42:58.90,TIME,,+3:20.66,14
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1572946,LACH Marta,Person,POL,Poland,18.0,43:03.43,TIME,,+3:25.19,29
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1930739,KNIBB Taylor,Person,USA,United States,19.0,43:03.46,TIME,,+3:25.22,28
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1966699,BARIL Olivia,Person,CAN,Canada,20.0,43:03.58,TIME,,+3:25.34,25
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1973314,DRONOVA Tamara,Person,AIN,AIN,21.0,43:42.16,TIME,,+4:03.92,23
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1928247,BENITO PELLICER Mireia,Person,ESP,Spain,22.0,43:48.10,TIME,,+4:09.86,19
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1545200,ZABELINSKAYA Olga,Person,UZB,Uzbekistan,23.0,43:53.51,TIME,,+4:15.27,12
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1879047,LUDWIG Cecilie Uttrup,Person,DEN,Denmark,24.0,44:10.93,TIME,,+4:32.69,31
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1568824,JENCUSOVA Nora,Person,SVK,Slovakia,25.0,44:22.30,TIME,,+4:44.06,7
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1560705,HASHIMI Yulduz,Person,AFG,Afghanistan,26.0,44:29.13,TIME,,+4:50.89,33
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1571929,BIRIUKOVA Yuliia,Person,UKR,Ukraine,27.0,44:43.73,TIME,,+5:05.49,27
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1956185,KOPECKY Julia,Person,CZE,Czechia,28.0,44:53.75,TIME,,+5:15.51,30
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1549335,TSERAKH Hanna,Person,AIN,AIN,29.0,44:57.20,TIME,,+5:18.96,32
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1905081,AHTOSALO Anniina,Person,FIN,Finland,30.0,45:05.18,TIME,,+5:26.94,20
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1981564,PINTAR Urska,Person,SLO,Slovenia,31.0,45:07.15,TIME,,+5:28.91,35
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1920618,TANG Xin,Person,CHN,China,32.0,45:59.44,TIME,,+6:21.20,34
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1566134,KIESENHOFER Anna,Person,AUT,Austria,33.0,46:28.88,TIME,,+6:50.64,11
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1919737,SOMRAT Phetdarin,Person,THA,Thailand,34.0,47:25.11,TIME,,+7:46.87,18
2024-07-27T16:12:12+02:00,CRDWTT----------------FNL-000100--,CRDWTT,Women's Individual Time Trial,Women's Individual Time Trial,Women's Individual Time Trial,W,Cycling Road,CRD,Pont Alexandre III,1980454,INGABIRE Diane,Person,RWA,Rwanda,35.0,48:05.24,TIME,,+8:27.00,24
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1955081,FAULKNER Kristen,Person,USA,United States,1.0,3:59:23,TIME,,+0,33
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1969165,VOS Marianne,Person,NED,Netherlands,2.0,4:00:21,TIME,,+58,9
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1903120,KOPECKY Lotte,Person,BEL,Belgium,3.0,4:00:21,TIME,,+58,3
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1894392,VAS Blanka,Person,HUN,Hungary,4.0,4:00:21,TIME,,+58,73
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1912523,GEORGI Pfeiffer,Person,GBR,Great Britain,5.0,4:00:44,TIME,,+1:21,29
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1928255,GARCIA Margarita Victoria,Person,ESP,Spain,6.0,4:00:46,TIME,,+1:23,35
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1977810,RUEEGG Noemi,Person,SUI,Switzerland,7.0,4:01:27,TIME,,+2:04,26
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1572943,NIEWIADOMA Katarzyna,Person,POL,Poland,8.0,4:02:07,TIME,,+2:44,16
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1923045,LONGO BORGHINI Elisa,Person,ITA,Italy,9.0,4:02:28,TIME,,+3:05,13
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1572946,LACH Marta,Person,POL,Poland,10.0,4:02:50,TIME,,+3:27,15
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1969166,WIEBES Lorena,Person,NED,Netherlands,11.0,4:02:54,TIME,,+3:31,10
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1912518,DEIGNAN Elizabeth,Person,GBR,Great Britain,12.0,4:02:57,TIME,,+3:34,28
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1912525,HENDERSON Anna,Person,GBR,Great Britain,13.0,4:02:57,TIME,,+3:34,30
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1569170,ANDERSSON Caroline,Person,SWE,Sweden,14.0,4:02:57,TIME,,+3:34,71
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1955079,DYGERT Chloe,Person,USA,United States,15.0,4:03:03,TIME,,+3:40,32
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1889732,LIPPERT Liane,Person,GER,Germany,16.0,4:03:27,TIME,,+4:04,37
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1545879,MAJERUS Christine,Person,LUX,Luxembourg,17.0,4:04:23,TIME,,+5:00,53
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1976476,CHABBEY Elise,Person,SUI,Switzerland,18.0,4:04:23,TIME,,+5:00,24
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1966653,JACKSON Alison,Person,CAN,Canada,19.0,4:04:23,TIME,,+5:00,45
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1944015,LELEIVYTE Rasa,Person,LTU,Lithuania,20.0,4:04:23,TIME,,+5:00,78
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1878414,GASKJENN Ingvild,Person,NOR,Norway,21.0,4:04:23,TIME,,+5:00,51
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1940178,HANSON Lauretta,Person,AUS,Australia,22.0,4:04:23,TIME,,+5:00,22
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1940173,BROWN Grace,Person,AUS,Australia,23.0,4:04:23,TIME,,+5:00,21
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1903138,GHEKIERE Justine,Person,BEL,Belgium,24.0,4:04:23,TIME,,+5:00,4
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1923041,CECCHINI Elena,Person,ITA,Italy,25.0,4:04:23,TIME,,+5:00,12
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1945760,YONAMINE Eri,Person,JPN,Japan,26.0,4:04:23,TIME,,+5:00,77
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1895643,BERTEAU Victoire,Person,FRA,France,27.0,4:04:23,TIME,,+5:00,18
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1566142,SCHWEINBERGER Christina,Person,AUT,Austria,28.0,4:04:23,TIME,,+5:00,2
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1879047,LUDWIG Cecilie Uttrup,Person,DEN,Denmark,29.0,4:04:23,TIME,,+5:00,41
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1878412,EDSETH Marte Berg,Person,NOR,Norway,30.0,4:04:23,TIME,,+5:00,50
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1945042,FISHER Niamh,Person,NZL,New Zealand,31.0,4:04:23,TIME,,+5:00,43
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1889781,NIEDERMAIER Antonia,Person,GER,Germany,32.0,4:04:23,TIME,,+5:00,38
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1943613,MOOLMAN PASIO Ashleigh,Person,RSA,South Africa,33.0,4:04:23,TIME,,+5:00,48
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1969153,VOLLERING Demi,Person,NED,Netherlands,34.0,4:04:23,TIME,,+5:00,8
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1539971,ARMITAGE Megan,Person,IRL,Ireland,35.0,4:06:58,TIME,,+7:35,63
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1956185,KOPECKY Julia,Person,CZE,Czechia,36.0,4:07:00,TIME,,+7:37,64
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1905081,AHTOSALO Anniina,Person,FIN,Finland,37.0,4:07:04,TIME,,+7:41,49
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1895659,CORDON RAGOT Audrey,Person,FRA,France,38.0,4:07:04,TIME,,+7:41,19
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1940189,ROSEMAN-GANNON Ruby,Person,AUS,Australia,39.0,4:07:12,TIME,,+7:49,23
2024-08-04T18:34:24+02:00,CRDWRR----------------FNL-000100--,CRDWRR,Women's Road Race,Women's Road Race,Women's Road Race,W,Cycling Road,CRD,Trocadéro,1889724,KOCH Franziska,Person,GER,Germany,40.0,4:07:16,TIME,,+7:53,36
